GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	22066	0.05626	19611	0.05
-0.98	-0.9223	17156	0.04374	17414	0.0444
-0.96	-0.8491	13020	0.0332	13963	0.0356
-0.94	-0.7798	11713	0.02986	12213.6667	0.03114
-0.92	-0.7143	11908	0.03036	12214.3333	0.03114
-0.9	-0.6522	13022	0.0332	12904.3333	0.0329
-0.88	-0.5932	13783	0.03514	13749.3333	0.03505
-0.86	-0.5372	14443	0.03682	14478	0.03691
-0.84	-0.4839	15208	0.03877	15041	0.03835
-0.82	-0.4331	15472	0.03945	15413	0.0393
-0.8	-0.3846	15559	0.03967	15604.3333	0.03978
-0.78	-0.3383	15782	0.04024	15753.3333	0.04016
-0.76	-0.2941	15919	0.04059	15789	0.04025
-0.74	-0.2518	15666	0.03994	15517.6667	0.03956
-0.72	-0.2113	14968	0.03816	15034.3333	0.03833
-0.7	-0.1724	14469	0.03689	14544	0.03708
-0.68	-0.1351	14195	0.03619	14114.6667	0.03599
-0.66	-0.09934	13680	0.03488	13552.3333	0.03455
-0.64	-0.06494	12782	0.03259	12889.6667	0.03286
-0.62	-0.03185	12207	0.03112	12147	0.03097
-0.6	0	11452	0.0292	11476.6667	0.02926
-0.58	0.03067	10771	0.02746	10703	0.02729
-0.56	0.06024	9886	0.0252	9944.6667	0.02535
-0.54	0.08876	9177	0.0234	9158.3333	0.02335
-0.52	0.1163	8412	0.02145	8488.6667	0.02164
-0.5	0.1429	7877	0.02008	7874.6667	0.02008
-0.48	0.1685	7335	0.0187	7201	0.01836
-0.46	0.1934	6391	0.01629	6507.6667	0.01659
-0.44	0.2174	5797	0.01478	5817	0.01483
-0.42	0.2406	5263	0.01342	5238	0.01335
-0.4	0.2632	4654	0.01187	4762.6667	0.01214
-0.38	0.285	4371	0.01114	4277.3333	0.01091
-0.36	0.3061	3807	0.009706	3867.3333	0.00986
-0.34	0.3266	3424	0.00873	3399.6667	0.008668
-0.32	0.3465	2968	0.007567	2994	0.007633
-0.3	0.3659	2590	0.006603	2637.3333	0.006724
-0.28	0.3846	2354	0.006002	2321	0.005917
-0.26	0.4028	2019	0.005148	2061.6667	0.005256
-0.24	0.4206	1812	0.00462	1818.6667	0.004637
-0.22	0.4378	1625	0.004143	1594.3333	0.004065
-0.2	0.4545	1346	0.003432	1382	0.003523
-0.18	0.4709	1175	0.002996	1171	0.002986
-0.16	0.4867	992	0.002529	1011.6667	0.002579
-0.14	0.5022	868	0.002213	860.3333	0.002193
-0.12	0.5172	721	0.001838	753.6667	0.001922
-0.1	0.5319	672	0.001713	656	0.001673
-0.08	0.5462	575	0.001466	572.3333	0.001459
-0.06	0.5602	470	0.001198	487.3333	0.001242
-0.04	0.5738	417	0.001063	398	0.001015
-0.02	0.587	307	0.0007827	333.3333	0.0008498
0	0.6	276	0.0007037	279.6667	0.000713
0.02	0.6126	256	0.0006527	239	0.0006093
0.04	0.625	185	0.0004717	210	0.0005354
0.06	0.6371	189	0.0004819	171	0.000436
0.08	0.6489	139	0.0003544	149.3333	0.0003807
0.1	0.6604	120	0.0003059	117.3333	0.0002991
0.12	0.6716	93	0.0002371	97.6667	0.000249
0.14	0.6827	80	0.000204	80	0.000204
0.16	0.6934	67	0.0001708	72.6667	0.0001853
0.18	0.704	71	0.000181	65	0.0001657
0.2	0.7143	57	0.0001453	58	0.0001479
0.22	0.7244	46	0.0001173	44	0.0001122
0.24	0.7343	29	0.00007394	33.3333	0.00008498
0.26	0.7439	25	0.00006374	28.3333	0.00007224
0.28	0.7534	31	0.00007904	24.3333	0.00006204
0.3	0.7627	17	0.00004334	21.3333	0.00005439
0.32	0.7718	16	0.00004079	13.6667	0.00003484
0.34	0.7807	8	0.0000204	12	0.00003059
0.36	0.7895	12	0.00003059	8.3333	0.00002125
0.38	0.798	5	0.00001275	7.3333	0.0000187
0.4	0.8065	5	0.00001275	5.3333	0.0000136
0.42	0.8147	6	0.0000153	5	0.00001275
0.44	0.8228	4	0.0000102	4	0.0000102
0.46	0.8307	2	5.0991E-6	2	5.0991E-6
0.48	0.8385	0	0	0.6667	1.6997E-6
0.5	0.8462	0	0	0.6667	1.6997E-6
0.52	0.8537	2	5.0991E-6	1.3333	3.3994E-6
0.54	0.861	2	5.0991E-6	1.3333	3.3994E-6
0.56	0.8683	0	0	0.6667	1.6997E-6
0.58	0.8754	0	0	0.6667	1.6997E-6
0.6	0.8824	2	5.0991E-6	0.6667	1.6997E-6
0.62	0.8892	0	0	1	2.5495E-6
0.64	0.896	1	2.5495E-6	0.3333	8.4985E-7
0.66	0.9026	0	0	0.3333	8.4985E-7
0.68	0.9091	0	0	0	0
0.7	0.9155	0	0	0	0
0.72	0.9218	0	0	0	0
0.74	0.928	0	0	0	0
0.76	0.9341	0	0	0	0
0.78	0.9401	0	0	0	0
0.8	0.9459	0	0	0.3333	8.4985E-7
0.82	0.9517	1	2.5495E-6	0.3333	8.4985E-7
0.84	0.9574	0	0	0.3333	8.4985E-7
0.86	0.9631	0	0	0	0
0.88	0.9686	0	0	0	0
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
