GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	12710	0.02735	12116	0.02607
-0.98	-0.9223	11522	0.02479	11351.6667	0.02442
-0.96	-0.8491	9823	0.02114	10612	0.02283
-0.94	-0.7798	10491	0.02257	10742.3333	0.02311
-0.92	-0.7143	11913	0.02563	11932.3333	0.02567
-0.9	-0.6522	13393	0.02882	13301.6667	0.02862
-0.88	-0.5932	14599	0.03141	14602	0.03142
-0.86	-0.5372	15814	0.03403	15811.3333	0.03402
-0.84	-0.4839	17021	0.03662	16884	0.03633
-0.82	-0.4331	17817	0.03834	17756.6667	0.03821
-0.8	-0.3846	18432	0.03966	18380.3333	0.03955
-0.78	-0.3383	18892	0.04065	18786.3333	0.04042
-0.76	-0.2941	19035	0.04096	18989.3333	0.04086
-0.74	-0.2518	19041	0.04097	19002	0.04088
-0.72	-0.2113	18930	0.04073	19027.6667	0.04094
-0.7	-0.1724	19112	0.04112	18787.6667	0.04042
-0.68	-0.1351	18321	0.03942	18377	0.03954
-0.66	-0.09934	17698	0.03808	17605	0.03788
-0.64	-0.06494	16796	0.03614	16882.3333	0.03632
-0.62	-0.03185	16153	0.03475	16101.6667	0.03464
-0.6	0	15356	0.03304	15329.6667	0.03298
-0.58	0.03067	14480	0.03116	14404.6667	0.03099
-0.56	0.06024	13378	0.02878	13495	0.02904
-0.54	0.08876	12627	0.02717	12478.6667	0.02685
-0.52	0.1163	11431	0.0246	11514.3333	0.02477
-0.5	0.1429	10485	0.02256	10560.6667	0.02272
-0.48	0.1685	9766	0.02101	9691	0.02085
-0.46	0.1934	8822	0.01898	8834.6667	0.01901
-0.44	0.2174	7916	0.01703	7909.3333	0.01702
-0.42	0.2406	6990	0.01504	7085.3333	0.01524
-0.4	0.2632	6350	0.01366	6307.6667	0.01357
-0.38	0.285	5583	0.01201	5611.6667	0.01207
-0.36	0.3061	4902	0.01055	4917.6667	0.01058
-0.34	0.3266	4268	0.009183	4320	0.009295
-0.32	0.3465	3790	0.008155	3778.6667	0.00813
-0.3	0.3659	3278	0.007053	3339.3333	0.007185
-0.28	0.3846	2950	0.006347	2911.3333	0.006264
-0.26	0.4028	2506	0.005392	2544.3333	0.005474
-0.24	0.4206	2177	0.004684	2192.6667	0.004718
-0.22	0.4378	1895	0.004077	1894.3333	0.004076
-0.2	0.4545	1611	0.003466	1660.3333	0.003572
-0.18	0.4709	1475	0.003174	1429.6667	0.003076
-0.16	0.4867	1203	0.002588	1236	0.002659
-0.14	0.5022	1030	0.002216	1042	0.002242
-0.12	0.5172	893	0.001921	889.3333	0.001913
-0.1	0.5319	745	0.001603	766.3333	0.001649
-0.08	0.5462	661	0.001422	655	0.001409
-0.06	0.5602	559	0.001203	557.6667	0.0012
-0.04	0.5738	453	0.0009747	470.6667	0.001013
-0.02	0.587	400	0.0008606	400.6667	0.0008621
0	0.6	349	0.0007509	333	0.0007165
0.02	0.6126	250	0.0005379	284.6667	0.0006125
0.04	0.625	255	0.0005487	237.3333	0.0005106
0.06	0.6371	207	0.0004454	204	0.0004389
0.08	0.6489	150	0.0003227	166.6667	0.0003586
0.1	0.6604	143	0.0003077	133	0.0002862
0.12	0.6716	106	0.0002281	110.3333	0.0002374
0.14	0.6827	82	0.0001764	92.6667	0.0001994
0.16	0.6934	90	0.0001936	77.6667	0.0001671
0.18	0.704	61	0.0001312	69.3333	0.0001492
0.2	0.7143	57	0.0001226	54.3333	0.0001169
0.22	0.7244	45	0.00009682	48.6667	0.0001047
0.24	0.7343	44	0.00009467	38.6667	0.0000832
0.26	0.7439	27	0.00005809	29	0.0000624
0.28	0.7534	16	0.00003443	23.3333	0.0000502
0.3	0.7627	27	0.00005809	18.3333	0.00003945
0.32	0.7718	12	0.00002582	17.3333	0.00003729
0.34	0.7807	13	0.00002797	11	0.00002367
0.36	0.7895	8	0.00001721	9.6667	0.0000208
0.38	0.798	8	0.00001721	8	0.00001721
0.4	0.8065	8	0.00001721	7.6667	0.0000165
0.42	0.8147	7	0.00001506	7.3333	0.00001578
0.44	0.8228	7	0.00001506	5.6667	0.00001219
0.46	0.8307	3	6.4548E-6	3.6667	7.8892E-6
0.48	0.8385	1	2.1516E-6	1.6667	3.5860E-6
0.5	0.8462	1	2.1516E-6	1.3333	2.8688E-6
0.52	0.8537	2	4.3032E-6	1.6667	3.5860E-6
0.54	0.861	2	4.3032E-6	2	4.3032E-6
0.56	0.8683	2	4.3032E-6	1.6667	3.5860E-6
0.58	0.8754	1	2.1516E-6	1	2.1516E-6
0.6	0.8824	0	0	0.3333	7.1720E-7
0.62	0.8892	0	0	0.3333	7.1720E-7
0.64	0.896	1	2.1516E-6	0.3333	7.1720E-7
0.66	0.9026	0	0	0.6667	1.4344E-6
0.68	0.9091	1	2.1516E-6	0.3333	7.1720E-7
0.7	0.9155	0	0	0.3333	7.1720E-7
0.72	0.9218	0	0	0	0
0.74	0.928	0	0	0	0
0.76	0.9341	0	0	0	0
0.78	0.9401	0	0	0	0
0.8	0.9459	0	0	0	0
0.82	0.9517	0	0	0	0
0.84	0.9574	0	0	0	0
0.86	0.9631	0	0	0	0
0.88	0.9686	0	0	0	0
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
