GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	31583	0.0613	28616	0.05554
-0.98	-0.9223	25649	0.04978	25545	0.04958
-0.96	-0.8491	19403	0.03766	20687.3333	0.04015
-0.94	-0.7798	17010	0.03302	17563	0.03409
-0.92	-0.7143	16276	0.03159	16788.3333	0.03259
-0.9	-0.6522	17079	0.03315	17025.6667	0.03305
-0.88	-0.5932	17722	0.0344	17767.6667	0.03449
-0.86	-0.5372	18502	0.03591	18530.3333	0.03597
-0.84	-0.4839	19367	0.03759	19169	0.03721
-0.82	-0.4331	19638	0.03812	19759.6667	0.03835
-0.8	-0.3846	20274	0.03935	19974.6667	0.03877
-0.78	-0.3383	20012	0.03884	20069	0.03895
-0.76	-0.2941	19921	0.03867	19848	0.03852
-0.74	-0.2518	19611	0.03806	19561	0.03797
-0.72	-0.2113	19151	0.03717	19135.6667	0.03714
-0.7	-0.1724	18645	0.03619	18596.6667	0.0361
-0.68	-0.1351	17994	0.03493	17909.6667	0.03476
-0.66	-0.09934	17090	0.03317	17151.3333	0.03329
-0.64	-0.06494	16370	0.03177	16381	0.03179
-0.62	-0.03185	15683	0.03044	15558	0.0302
-0.6	0	14621	0.02838	14616.3333	0.02837
-0.58	0.03067	13545	0.02629	13684.3333	0.02656
-0.56	0.06024	12887	0.02501	12784.3333	0.02481
-0.54	0.08876	11921	0.02314	11863	0.02303
-0.52	0.1163	10781	0.02093	10918.3333	0.02119
-0.5	0.1429	10053	0.01951	10050	0.01951
-0.48	0.1685	9316	0.01808	9218.3333	0.01789
-0.46	0.1934	8286	0.01608	8441	0.01638
-0.44	0.2174	7721	0.01499	7633	0.01482
-0.42	0.2406	6892	0.01338	6906.3333	0.0134
-0.4	0.2632	6106	0.01185	6188	0.01201
-0.38	0.285	5566	0.0108	5566	0.0108
-0.36	0.3061	5026	0.009755	4997	0.009699
-0.34	0.3266	4399	0.008538	4498.6667	0.008732
-0.32	0.3465	4071	0.007902	3980.3333	0.007726
-0.3	0.3659	3471	0.006737	3599.3333	0.006986
-0.28	0.3846	3256	0.00632	3172.6667	0.006158
-0.26	0.4028	2791	0.005417	2852.3333	0.005536
-0.24	0.4206	2510	0.004872	2470.3333	0.004795
-0.22	0.4378	2110	0.004095	2160.3333	0.004193
-0.2	0.4545	1861	0.003612	1891.6667	0.003672
-0.18	0.4709	1704	0.003307	1671	0.003243
-0.16	0.4867	1448	0.002811	1469.6667	0.002853
-0.14	0.5022	1257	0.00244	1290.3333	0.002504
-0.12	0.5172	1166	0.002263	1130	0.002193
-0.1	0.5319	967	0.001877	986.6667	0.001915
-0.08	0.5462	827	0.001605	837.3333	0.001625
-0.06	0.5602	718	0.001394	726.6667	0.00141
-0.04	0.5738	635	0.001233	633	0.001229
-0.02	0.587	546	0.00106	550.6667	0.001069
0	0.6	471	0.0009142	477.6667	0.0009271
0.02	0.6126	416	0.0008074	408	0.0007919
0.04	0.625	337	0.0006541	347.6667	0.0006748
0.06	0.6371	290	0.0005629	297.3333	0.0005771
0.08	0.6489	265	0.0005144	265	0.0005144
0.1	0.6604	240	0.0004658	234.3333	0.0004548
0.12	0.6716	198	0.0003843	206.3333	0.0004005
0.14	0.6827	181	0.0003513	178.3333	0.0003461
0.16	0.6934	156	0.0003028	159.3333	0.0003093
0.18	0.704	141	0.0002737	132.6667	0.0002575
0.2	0.7143	101	0.000196	104.3333	0.0002025
0.22	0.7244	71	0.0001378	81.3333	0.0001579
0.24	0.7343	72	0.0001397	71	0.0001378
0.26	0.7439	70	0.0001359	68.6667	0.0001333
0.28	0.7534	64	0.0001242	61.3333	0.000119
0.3	0.7627	50	0.00009705	50.3333	0.00009769
0.32	0.7718	37	0.00007182	44	0.0000854
0.34	0.7807	45	0.00008734	34.3333	0.00006664
0.36	0.7895	21	0.00004076	29.6667	0.00005758
0.38	0.798	23	0.00004464	22	0.0000427
0.4	0.8065	22	0.0000427	19	0.00003688
0.42	0.8147	12	0.00002329	14.3333	0.00002782
0.44	0.8228	9	0.00001747	12	0.00002329
0.46	0.8307	15	0.00002911	12.6667	0.00002459
0.48	0.8385	14	0.00002717	11	0.00002135
0.5	0.8462	4	7.7638E-6	8	0.00001553
0.52	0.8537	6	0.00001165	5.6667	0.000011
0.54	0.861	7	0.00001359	5.3333	0.00001035
0.56	0.8683	3	5.8229E-6	4	7.7638E-6
0.58	0.8754	2	3.8819E-6	2.6667	5.1759E-6
0.6	0.8824	3	5.8229E-6	2	3.8819E-6
0.62	0.8892	1	1.9410E-6	1.6667	3.2349E-6
0.64	0.896	1	1.9410E-6	1	1.9410E-6
0.66	0.9026	1	1.9410E-6	1	1.9410E-6
0.68	0.9091	1	1.9410E-6	1	1.9410E-6
0.7	0.9155	1	1.9410E-6	1	1.9410E-6
0.72	0.9218	1	1.9410E-6	1	1.9410E-6
0.74	0.928	1	1.9410E-6	0.6667	1.2940E-6
0.76	0.9341	0	0	0.6667	1.2940E-6
0.78	0.9401	1	1.9410E-6	0.3333	6.4699E-7
0.8	0.9459	0	0	0.3333	6.4699E-7
0.82	0.9517	0	0	0.3333	6.4699E-7
0.84	0.9574	1	1.9410E-6	0.3333	6.4699E-7
0.86	0.9631	0	0	0.3333	6.4699E-7
0.88	0.9686	0	0	0	0
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
