GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	6904	0.01734	6871.5	0.01725
-0.98	-0.9223	6839	0.01717	6487.3333	0.01629
-0.96	-0.8491	5719	0.01436	5926	0.01488
-0.94	-0.7798	5220	0.01311	5427	0.01363
-0.92	-0.7143	5342	0.01341	5454	0.01369
-0.9	-0.6522	5800	0.01456	5885	0.01478
-0.88	-0.5932	6513	0.01635	6462.3333	0.01623
-0.86	-0.5372	7074	0.01776	7157.3333	0.01797
-0.84	-0.4839	7885	0.0198	7763	0.01949
-0.82	-0.4331	8330	0.02092	8428.6667	0.02116
-0.8	-0.3846	9071	0.02278	8987.6667	0.02257
-0.78	-0.3383	9562	0.02401	9492.3333	0.02383
-0.76	-0.2941	9844	0.02472	9908.3333	0.02488
-0.74	-0.2518	10319	0.02591	10320.6667	0.02591
-0.72	-0.2113	10799	0.02711	10723.6667	0.02693
-0.7	-0.1724	11053	0.02775	10989.6667	0.02759
-0.68	-0.1351	11117	0.02791	11155	0.02801
-0.66	-0.09934	11295	0.02836	11325.3333	0.02844
-0.64	-0.06494	11564	0.02904	11506.3333	0.02889
-0.62	-0.03185	11660	0.02928	11525.6667	0.02894
-0.6	0	11353	0.02851	11488.6667	0.02885
-0.58	0.03067	11453	0.02876	11379.6667	0.02857
-0.56	0.06024	11333	0.02846	11400	0.02862
-0.54	0.08876	11414	0.02866	11266.6667	0.02829
-0.52	0.1163	11053	0.02775	11109.6667	0.0279
-0.5	0.1429	10862	0.02727	10851.3333	0.02725
-0.48	0.1685	10639	0.02671	10589.6667	0.02659
-0.46	0.1934	10268	0.02578	10261.3333	0.02576
-0.44	0.2174	9877	0.0248	9864.3333	0.02477
-0.42	0.2406	9448	0.02372	9476	0.02379
-0.4	0.2632	9103	0.02286	9145.6667	0.02296
-0.38	0.285	8886	0.02231	8808.6667	0.02212
-0.36	0.3061	8437	0.02118	8382.3333	0.02105
-0.34	0.3266	7824	0.01965	7923	0.01989
-0.32	0.3465	7508	0.01885	7475.3333	0.01877
-0.3	0.3659	7094	0.01781	7044	0.01769
-0.28	0.3846	6530	0.0164	6638.3333	0.01667
-0.26	0.4028	6291	0.0158	6207	0.01559
-0.24	0.4206	5800	0.01456	5829	0.01464
-0.22	0.4378	5396	0.01355	5408.6667	0.01358
-0.2	0.4545	5030	0.01263	4987.3333	0.01252
-0.18	0.4709	4536	0.01139	4659.3333	0.0117
-0.16	0.4867	4412	0.01108	4298	0.01079
-0.14	0.5022	3946	0.009908	3998	0.01004
-0.12	0.5172	3636	0.00913	3602	0.009044
-0.1	0.5319	3224	0.008095	3290.6667	0.008262
-0.08	0.5462	3012	0.007563	2996.3333	0.007523
-0.06	0.5602	2753	0.006912	2782.3333	0.006986
-0.04	0.5738	2582	0.006483	2519.3333	0.006326
-0.02	0.587	2223	0.005582	2291.3333	0.005753
0	0.6	2069	0.005195	2032.3333	0.005103
0.02	0.6126	1805	0.004532	1826.3333	0.004586
0.04	0.625	1605	0.00403	1610.3333	0.004043
0.06	0.6371	1421	0.003568	1458.6667	0.003663
0.08	0.6489	1350	0.00339	1295.3333	0.003252
0.1	0.6604	1115	0.0028	1158.3333	0.002908
0.12	0.6716	1010	0.002536	1003	0.002518
0.14	0.6827	884	0.00222	904.6667	0.002272
0.16	0.6934	820	0.002059	813.3333	0.002042
0.18	0.704	736	0.001848	738.3333	0.001854
0.2	0.7143	659	0.001655	649.3333	0.00163
0.22	0.7244	553	0.001389	566.6667	0.001423
0.24	0.7343	488	0.001225	486.3333	0.001221
0.26	0.7439	418	0.00105	411.6667	0.001034
0.28	0.7534	329	0.0008261	355.3333	0.0008922
0.3	0.7627	319	0.000801	309.6667	0.0007775
0.32	0.7718	281	0.0007056	275.6667	0.0006922
0.34	0.7807	227	0.00057	233	0.000585
0.36	0.7895	191	0.0004796	199.6667	0.0005013
0.38	0.798	181	0.0004545	177.6667	0.0004461
0.4	0.8065	161	0.0004043	155	0.0003892
0.42	0.8147	123	0.0003088	132	0.0003314
0.44	0.8228	112	0.0002812	108.6667	0.0002728
0.46	0.8307	91	0.0002285	84.3333	0.0002118
0.48	0.8385	50	0.0001255	69.3333	0.0001741
0.5	0.8462	67	0.0001682	52	0.0001306
0.52	0.8537	39	0.00009792	50.6667	0.0001272
0.54	0.861	46	0.0001155	41.6667	0.0001046
0.56	0.8683	40	0.0001004	37.3333	0.00009374
0.58	0.8754	26	0.00006528	28.3333	0.00007114
0.6	0.8824	19	0.00004771	24.6667	0.00006194
0.62	0.8892	29	0.00007282	20.6667	0.00005189
0.64	0.896	14	0.00003515	18.6667	0.00004687
0.66	0.9026	13	0.00003264	13	0.00003264
0.68	0.9091	12	0.00003013	10	0.00002511
0.7	0.9155	5	0.00001255	8.3333	0.00002092
0.72	0.9218	8	0.00002009	5.6667	0.00001423
0.74	0.928	4	0.00001004	5.6667	0.00001423
0.76	0.9341	5	0.00001255	4.3333	0.00001088
0.78	0.9401	4	0.00001004	4	0.00001004
0.8	0.9459	3	7.5326E-6	3	7.5326E-6
0.82	0.9517	2	5.0218E-6	1.6667	4.1848E-6
0.84	0.9574	0	0	2	5.0218E-6
0.86	0.9631	4	0.00001004	1.3333	3.3478E-6
0.88	0.9686	0	0	1.3333	3.3478E-6
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
