GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	7699	0.01901	7181.5	0.01773
-0.98	-0.9223	6664	0.01645	6984.6667	0.01725
-0.96	-0.8491	6591	0.01627	7022.6667	0.01734
-0.94	-0.7798	7813	0.01929	7870	0.01943
-0.92	-0.7143	9206	0.02273	9178.3333	0.02266
-0.9	-0.6522	10516	0.02597	10623.6667	0.02623
-0.88	-0.5932	12149	0.03	11935.6667	0.02947
-0.86	-0.5372	13142	0.03245	13211	0.03262
-0.84	-0.4839	14342	0.03541	14228.3333	0.03513
-0.82	-0.4331	15201	0.03753	15142.6667	0.03739
-0.8	-0.3846	15885	0.03922	15801.6667	0.03902
-0.78	-0.3383	16319	0.04029	16378.6667	0.04044
-0.76	-0.2941	16932	0.04181	16663	0.04114
-0.74	-0.2518	16738	0.04133	16863.6667	0.04164
-0.72	-0.2113	16921	0.04178	16837.6667	0.04158
-0.7	-0.1724	16854	0.04162	16857	0.04162
-0.68	-0.1351	16796	0.04147	16620	0.04104
-0.66	-0.09934	16210	0.04003	16203	0.04001
-0.64	-0.06494	15603	0.03853	15656.6667	0.03866
-0.62	-0.03185	15157	0.03743	15019.6667	0.03709
-0.6	0	14299	0.03531	14257.6667	0.0352
-0.58	0.03067	13317	0.03288	13365	0.033
-0.56	0.06024	12479	0.03081	12491	0.03084
-0.54	0.08876	11677	0.02883	11634.3333	0.02873
-0.52	0.1163	10747	0.02654	10788.6667	0.02664
-0.5	0.1429	9942	0.02455	9852	0.02433
-0.48	0.1685	8867	0.02189	8966.6667	0.02214
-0.46	0.1934	8091	0.01998	8030.6667	0.01983
-0.44	0.2174	7134	0.01762	7230.6667	0.01785
-0.42	0.2406	6467	0.01597	6504.3333	0.01606
-0.4	0.2632	5912	0.0146	5824.3333	0.01438
-0.38	0.285	5094	0.01258	5151.3333	0.01272
-0.36	0.3061	4448	0.01098	4524.6667	0.01117
-0.34	0.3266	4032	0.009956	3952	0.009758
-0.32	0.3465	3376	0.008336	3451.6667	0.008523
-0.3	0.3659	2947	0.007277	2978	0.007353
-0.28	0.3846	2611	0.006447	2621	0.006472
-0.26	0.4028	2305	0.005691	2281.6667	0.005634
-0.24	0.4206	1929	0.004763	1953.6667	0.004824
-0.22	0.4378	1627	0.004017	1638.6667	0.004046
-0.2	0.4545	1360	0.003358	1387	0.003425
-0.18	0.4709	1174	0.002899	1196.6667	0.002955
-0.16	0.4867	1056	0.002607	1007	0.002486
-0.14	0.5022	791	0.001953	846	0.002089
-0.12	0.5172	691	0.001706	693	0.001711
-0.1	0.5319	597	0.001474	586.3333	0.001448
-0.08	0.5462	471	0.001163	496.3333	0.001226
-0.06	0.5602	421	0.00104	419	0.001035
-0.04	0.5738	365	0.0009013	356.6667	0.0008807
-0.02	0.587	284	0.0007012	306.3333	0.0007564
0	0.6	270	0.0006667	260.6667	0.0006436
0.02	0.6126	228	0.000563	227.6667	0.0005622
0.04	0.625	185	0.0004568	181	0.0004469
0.06	0.6371	130	0.000321	145	0.000358
0.08	0.6489	120	0.0002963	116.6667	0.0002881
0.1	0.6604	100	0.0002469	99.3333	0.0002453
0.12	0.6716	78	0.0001926	80.3333	0.0001984
0.14	0.6827	63	0.0001556	70.3333	0.0001737
0.16	0.6934	70	0.0001728	58	0.0001432
0.18	0.704	41	0.0001012	46.6667	0.0001152
0.2	0.7143	29	0.00007161	31.3333	0.00007737
0.22	0.7244	24	0.00005926	23.3333	0.00005761
0.24	0.7343	17	0.00004198	19	0.00004691
0.26	0.7439	16	0.00003951	15.3333	0.00003786
0.28	0.7534	13	0.0000321	13	0.0000321
0.3	0.7627	10	0.00002469	11.3333	0.00002798
0.32	0.7718	11	0.00002716	9.6667	0.00002387
0.34	0.7807	8	0.00001975	9.3333	0.00002305
0.36	0.7895	9	0.00002222	7	0.00001728
0.38	0.798	4	9.8767E-6	5.3333	0.00001317
0.4	0.8065	3	7.4076E-6	3.3333	8.2306E-6
0.42	0.8147	3	7.4076E-6	3	7.4076E-6
0.44	0.8228	3	7.4076E-6	2.6667	6.5845E-6
0.46	0.8307	2	4.9384E-6	1.6667	4.1153E-6
0.48	0.8385	0	0	1	2.4692E-6
0.5	0.8462	1	2.4692E-6	0.3333	8.2306E-7
0.52	0.8537	0	0	0.6667	1.6461E-6
0.54	0.861	1	2.4692E-6	0.6667	1.6461E-6
0.56	0.8683	1	2.4692E-6	0.6667	1.6461E-6
0.58	0.8754	0	0	0.6667	1.6461E-6
0.6	0.8824	1	2.4692E-6	0.3333	8.2306E-7
0.62	0.8892	0	0	0.3333	8.2306E-7
0.64	0.896	0	0	0	0
0.66	0.9026	0	0	0	0
0.68	0.9091	0	0	0.3333	8.2306E-7
0.7	0.9155	1	2.4692E-6	0.3333	8.2306E-7
0.72	0.9218	0	0	0.3333	8.2306E-7
0.74	0.928	0	0	0	0
0.76	0.9341	0	0	0	0
0.78	0.9401	0	0	0	0
0.8	0.9459	0	0	0	0
0.82	0.9517	0	0	0	0
0.84	0.9574	0	0	0	0
0.86	0.9631	0	0	0	0
0.88	0.9686	0	0	0	0
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
