GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	2998	0.003291	2991	0.003283
-0.98	-0.98	2984	0.003276	3055.3333	0.003354
-0.96	-0.96	3184	0.003495	3079	0.00338
-0.94	-0.94	3069	0.003369	3164	0.003473
-0.92	-0.92	3239	0.003556	3238.3333	0.003555
-0.9	-0.9	3407	0.00374	3422.6667	0.003757
-0.88	-0.88	3622	0.003976	3705	0.004067
-0.86	-0.86	4086	0.004485	4069.3333	0.004467
-0.84	-0.84	4500	0.00494	4596	0.005045
-0.82	-0.82	5202	0.005711	5216.3333	0.005726
-0.8	-0.8	5947	0.006528	5960.6667	0.006543
-0.78	-0.78	6733	0.007391	6830.3333	0.007498
-0.76	-0.76	7811	0.008575	7977	0.008757
-0.74	-0.74	9387	0.0103	9330.3333	0.01024
-0.72	-0.72	10793	0.01185	11004.6667	0.01208
-0.7	-0.7	12834	0.01409	12816	0.01407
-0.68	-0.68	14821	0.01627	14947.6667	0.01641
-0.66	-0.66	17188	0.01887	17442.6667	0.01915
-0.64	-0.64	20319	0.02231	20207	0.02218
-0.62	-0.62	23114	0.02537	23237.3333	0.02551
-0.6	-0.6	26279	0.02885	26279.3333	0.02885
-0.58	-0.58	29445	0.03232	29538	0.03243
-0.56	-0.56	32890	0.03611	32947.3333	0.03617
-0.54	-0.54	36507	0.04008	36407	0.03997
-0.52	-0.52	39824	0.04372	39555	0.04342
-0.5	-0.5	42334	0.04647	42312	0.04645
-0.48	-0.48	44778	0.04916	44377	0.04872
-0.46	-0.46	46019	0.05052	45954.3333	0.05045
-0.44	-0.44	47066	0.05167	46374	0.05091
-0.42	-0.42	46037	0.05054	45731	0.0502
-0.4	-0.4	44090	0.0484	43998.3333	0.0483
-0.38	-0.38	41868	0.04596	41390.6667	0.04544
-0.36	-0.36	38214	0.04195	38118	0.04184
-0.34	-0.34	34272	0.03762	34093.3333	0.03743
-0.32	-0.32	29794	0.03271	30000	0.03293
-0.3	-0.3	25934	0.02847	25840	0.02837
-0.28	-0.28	21792	0.02392	21983	0.02413
-0.26	-0.26	18223	0.02	18353.6667	0.02015
-0.24	-0.24	15046	0.01652	15320	0.01682
-0.22	-0.22	12691	0.01393	12718.3333	0.01396
-0.2	-0.2	10418	0.01144	10608.3333	0.01165
-0.18	-0.18	8716	0.009568	8774.3333	0.009632
-0.16	-0.16	7189	0.007892	7345	0.008063
-0.14	-0.14	6130	0.006729	6193	0.006798
-0.12	-0.12	5260	0.005774	5275.3333	0.005791
-0.1	-0.1	4436	0.00487	4524.6667	0.004967
-0.08	-0.08	3878	0.004257	3858	0.004235
-0.06	-0.06	3260	0.003579	3318.3333	0.003643
-0.04	-0.04	2817	0.003092	2861	0.003141
-0.02	-0.02	2506	0.002751	2543.6667	0.002792
0	0	2308	0.002534	2279.6667	0.002503
0.02	0.02	2025	0.002223	2034.6667	0.002234
0.04	0.04	1771	0.001944	1782.3333	0.001957
0.06	0.06	1551	0.001703	1578.3333	0.001733
0.08	0.08	1413	0.001551	1395.6667	0.001532
0.1	0.1	1223	0.001343	1262.3333	0.001386
0.12	0.12	1151	0.001264	1131.6667	0.001242
0.14	0.14	1021	0.001121	1010.6667	0.001109
0.16	0.16	860	0.0009441	891.6667	0.0009788
0.18	0.18	794	0.0008716	777.6667	0.0008537
0.2	0.2	679	0.0007454	696.3333	0.0007644
0.22	0.22	616	0.0006762	625.6667	0.0006868
0.24	0.24	582	0.0006389	570	0.0006257
0.26	0.26	512	0.0005621	519	0.0005697
0.28	0.28	463	0.0005083	475	0.0005214
0.3	0.3	450	0.000494	437.6667	0.0004805
0.32	0.32	400	0.0004391	392	0.0004303
0.34	0.34	326	0.0003579	341.6667	0.0003751
0.36	0.36	299	0.0003282	292.3333	0.0003209
0.38	0.38	252	0.0002766	263	0.0002887
0.4	0.4	238	0.0002613	249	0.0002733
0.42	0.42	257	0.0002821	227.3333	0.0002496
0.44	0.44	187	0.0002053	206.3333	0.0002265
0.46	0.46	175	0.0001921	179.6667	0.0001972
0.48	0.48	177	0.0001943	173.3333	0.0001903
0.5	0.5	168	0.0001844	159.3333	0.0001749
0.52	0.52	133	0.000146	138.3333	0.0001519
0.54	0.54	114	0.0001251	118	0.0001295
0.56	0.56	107	0.0001175	109.3333	0.00012
0.58	0.58	107	0.0001175	101	0.0001109
0.6	0.6	89	0.0000977	93	0.0001021
0.62	0.62	83	0.00009111	81.6667	0.00008965
0.64	0.64	73	0.00008014	75	0.00008233
0.66	0.66	69	0.00007575	64	0.00007026
0.68	0.68	50	0.00005489	55	0.00006038
0.7	0.7	46	0.0000505	49	0.00005379
0.72	0.72	51	0.00005599	43.6667	0.00004794
0.74	0.74	34	0.00003732	38.3333	0.00004208
0.76	0.76	30	0.00003293	30.3333	0.0000333
0.78	0.78	27	0.00002964	25.6667	0.00002818
0.8	0.8	20	0.00002196	22	0.00002415
0.82	0.82	19	0.00002086	18.6667	0.00002049
0.84	0.84	17	0.00001866	14	0.00001537
0.86	0.86	6	6.5866E-6	9	9.8799E-6
0.88	0.88	4	4.3911E-6	4.6667	5.1229E-6
0.9	0.9	4	4.3911E-6	3.6667	4.0252E-6
0.92	0.92	3	3.2933E-6	2.6667	2.9274E-6
0.94	0.94	1	1.0978E-6	1.3333	1.4637E-6
0.96	0.96	0	0	0.3333	3.6592E-7
0.98	0.98	0	0	0	0
