GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	26657	0.03004	26031	0.02934
-0.98	-0.98	25405	0.02863	25318	0.02853
-0.96	-0.96	23892	0.02693	24223	0.0273
-0.94	-0.94	23372	0.02634	23522.3333	0.02651
-0.92	-0.92	23303	0.02626	23491	0.02648
-0.9	-0.9	23798	0.02682	23994.3333	0.02704
-0.88	-0.88	24882	0.02804	24857.6667	0.02802
-0.86	-0.86	25893	0.02918	25897.6667	0.02919
-0.84	-0.84	26918	0.03034	26806.6667	0.03021
-0.82	-0.82	27609	0.03112	27679	0.0312
-0.8	-0.8	28510	0.03213	28553.3333	0.03218
-0.78	-0.78	29541	0.03329	29326.3333	0.03305
-0.76	-0.76	29928	0.03373	29973.3333	0.03378
-0.74	-0.74	30451	0.03432	30073.3333	0.03389
-0.72	-0.72	29841	0.03363	30138.6667	0.03397
-0.7	-0.7	30124	0.03395	29965.6667	0.03377
-0.68	-0.68	29932	0.03373	29797.6667	0.03358
-0.66	-0.66	29337	0.03306	29260	0.03298
-0.64	-0.64	28511	0.03213	28607.6667	0.03224
-0.62	-0.62	27975	0.03153	27713.3333	0.03123
-0.6	-0.6	26654	0.03004	26706.3333	0.0301
-0.58	-0.58	25490	0.02873	25430.6667	0.02866
-0.56	-0.56	24148	0.02722	24172.6667	0.02724
-0.54	-0.54	22880	0.02579	22773.6667	0.02567
-0.52	-0.52	21293	0.024	21621.3333	0.02437
-0.5	-0.5	20691	0.02332	20285.3333	0.02286
-0.48	-0.48	18872	0.02127	18970.6667	0.02138
-0.46	-0.46	17349	0.01955	17451	0.01967
-0.44	-0.44	16132	0.01818	16208	0.01827
-0.42	-0.42	15143	0.01707	15059	0.01697
-0.4	-0.4	13902	0.01567	14005.6667	0.01578
-0.38	-0.38	12972	0.01462	12835.3333	0.01447
-0.36	-0.36	11632	0.01311	11794.6667	0.01329
-0.34	-0.34	10780	0.01215	10679.6667	0.01204
-0.32	-0.32	9627	0.01085	9753	0.01099
-0.3	-0.3	8852	0.009977	8873	0.01
-0.28	-0.28	8140	0.009174	8160.3333	0.009197
-0.26	-0.26	7489	0.00844	7433.3333	0.008378
-0.24	-0.24	6671	0.007518	6836.3333	0.007705
-0.22	-0.22	6349	0.007156	6157.6667	0.00694
-0.2	-0.2	5453	0.006146	5667.3333	0.006387
-0.18	-0.18	5200	0.005861	5097.3333	0.005745
-0.16	-0.16	4639	0.005228	4694.6667	0.005291
-0.14	-0.14	4245	0.004784	4265	0.004807
-0.12	-0.12	3911	0.004408	3910	0.004407
-0.1	-0.1	3574	0.004028	3573.6667	0.004028
-0.08	-0.08	3236	0.003647	3275.6667	0.003692
-0.06	-0.06	3017	0.0034	3017.6667	0.003401
-0.04	-0.04	2800	0.003156	2718	0.003063
-0.02	-0.02	2337	0.002634	2495.6667	0.002813
0	0	2350	0.002649	2242.6667	0.002528
0.02	0.02	2041	0.0023	2092	0.002358
0.04	0.04	1885	0.002124	1880.3333	0.002119
0.06	0.06	1715	0.001933	1719.6667	0.001938
0.08	0.08	1559	0.001757	1565	0.001764
0.1	0.1	1421	0.001602	1433.3333	0.001615
0.12	0.12	1320	0.001488	1328.6667	0.001497
0.14	0.14	1245	0.001403	1197.3333	0.001349
0.16	0.16	1027	0.001157	1074.3333	0.001211
0.18	0.18	951	0.001072	944.6667	0.001065
0.2	0.2	856	0.0009647	866.6667	0.0009768
0.22	0.22	793	0.0008937	803.6667	0.0009058
0.24	0.24	762	0.0008588	754.3333	0.0008502
0.26	0.26	708	0.0007979	685.3333	0.0007724
0.28	0.28	586	0.0006604	620	0.0006988
0.3	0.3	566	0.0006379	552.6667	0.0006229
0.32	0.32	506	0.0005703	506.3333	0.0005707
0.34	0.34	447	0.0005038	468.3333	0.0005278
0.36	0.36	452	0.0005094	427.6667	0.000482
0.38	0.38	384	0.0004328	389.3333	0.0004388
0.4	0.4	332	0.0003742	330.3333	0.0003723
0.42	0.42	275	0.0003099	298.6667	0.0003366
0.44	0.44	289	0.0003257	274.3333	0.0003092
0.46	0.46	259	0.0002919	259.3333	0.0002923
0.48	0.48	230	0.0002592	241.3333	0.000272
0.5	0.5	235	0.0002649	220.6667	0.0002487
0.52	0.52	197	0.000222	202	0.0002277
0.54	0.54	174	0.0001961	179	0.0002017
0.56	0.56	166	0.0001871	152	0.0001713
0.58	0.58	116	0.0001307	134.3333	0.0001514
0.6	0.6	121	0.0001364	113.6667	0.0001281
0.62	0.62	104	0.0001172	108.3333	0.0001221
0.64	0.64	100	0.0001127	96.6667	0.0001089
0.66	0.66	86	0.00009693	83	0.00009354
0.68	0.68	63	0.000071	70	0.00007889
0.7	0.7	61	0.00006875	54.3333	0.00006124
0.72	0.72	39	0.00004395	48.6667	0.00005485
0.74	0.74	46	0.00005184	41	0.00004621
0.76	0.76	38	0.00004283	36	0.00004057
0.78	0.78	24	0.00002705	25.6667	0.00002893
0.8	0.8	15	0.00001691	16	0.00001803
0.82	0.82	9	0.00001014	10.3333	0.00001165
0.84	0.84	7	7.8893E-6	8.6667	9.7677E-6
0.86	0.86	10	0.00001127	7.6667	8.6406E-6
0.88	0.88	6	6.7622E-6	5.6667	6.3866E-6
0.9	0.9	1	1.1270E-6	2.6667	3.0054E-6
0.92	0.92	1	1.1270E-6	1	1.1270E-6
0.94	0.94	1	1.1270E-6	0.6667	7.5136E-7
0.96	0.96	0	0	0.3333	3.7568E-7
0.98	0.98	0	0	0	0
