GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	42318	0.04855	40762.5	0.04677
-0.98	-0.98	39207	0.04498	38763.6667	0.04447
-0.96	-0.96	34766	0.03989	35271.6667	0.04047
-0.94	-0.94	31842	0.03653	32187	0.03693
-0.92	-0.92	29953	0.03436	30460.3333	0.03495
-0.9	-0.9	29586	0.03394	29742.6667	0.03412
-0.88	-0.88	29689	0.03406	29531	0.03388
-0.86	-0.86	29318	0.03364	29571	0.03393
-0.84	-0.84	29706	0.03408	29701	0.03408
-0.82	-0.82	30079	0.03451	29851.6667	0.03425
-0.8	-0.8	29770	0.03415	29947	0.03436
-0.78	-0.78	29992	0.03441	29860.6667	0.03426
-0.76	-0.76	29820	0.03421	29620	0.03398
-0.74	-0.74	29048	0.03333	29164	0.03346
-0.72	-0.72	28624	0.03284	28665.6667	0.03289
-0.7	-0.7	28325	0.0325	28126.3333	0.03227
-0.68	-0.68	27430	0.03147	27338.6667	0.03137
-0.66	-0.66	26261	0.03013	26440	0.03033
-0.64	-0.64	25629	0.0294	25457	0.02921
-0.62	-0.62	24481	0.02809	24438.3333	0.02804
-0.6	-0.6	23205	0.02662	23095.3333	0.0265
-0.58	-0.58	21600	0.02478	21763.6667	0.02497
-0.56	-0.56	20486	0.0235	20477.6667	0.02349
-0.54	-0.54	19347	0.0222	19244.6667	0.02208
-0.52	-0.52	17901	0.02054	18070	0.02073
-0.5	-0.5	16962	0.01946	16773.3333	0.01924
-0.48	-0.48	15457	0.01773	15635	0.01794
-0.46	-0.46	14486	0.01662	14410.3333	0.01653
-0.44	-0.44	13288	0.01525	13408	0.01538
-0.42	-0.42	12450	0.01428	12349.6667	0.01417
-0.4	-0.4	11311	0.01298	11365.6667	0.01304
-0.38	-0.38	10336	0.01186	10426.6667	0.01196
-0.36	-0.36	9633	0.01105	9505	0.01091
-0.34	-0.34	8546	0.009805	8720.6667	0.01001
-0.32	-0.32	7983	0.009159	7945.6667	0.009116
-0.3	-0.3	7308	0.008384	7337.3333	0.008418
-0.28	-0.28	6721	0.007711	6693	0.007679
-0.26	-0.26	6050	0.006941	6134	0.007037
-0.24	-0.24	5631	0.00646	5657.6667	0.006491
-0.22	-0.22	5292	0.006071	5164.6667	0.005925
-0.2	-0.2	4571	0.005244	4737.6667	0.005435
-0.18	-0.18	4350	0.004991	4267	0.004895
-0.16	-0.16	3880	0.004451	3963.6667	0.004547
-0.14	-0.14	3661	0.0042	3606.6667	0.004138
-0.12	-0.12	3279	0.003762	3315.3333	0.003804
-0.1	-0.1	3006	0.003449	3042.6667	0.003491
-0.08	-0.08	2843	0.003262	2802	0.003215
-0.06	-0.06	2557	0.002934	2590	0.002971
-0.04	-0.04	2370	0.002719	2308.6667	0.002649
-0.02	-0.02	1999	0.002293	2137.6667	0.002453
0	0	2044	0.002345	1935	0.00222
0.02	0.02	1762	0.002022	1798	0.002063
0.04	0.04	1588	0.001822	1608.6667	0.001846
0.06	0.06	1476	0.001693	1490.3333	0.00171
0.08	0.08	1407	0.001614	1382	0.001586
0.1	0.1	1263	0.001449	1266.6667	0.001453
0.12	0.12	1130	0.001296	1139.3333	0.001307
0.14	0.14	1025	0.001176	1026.6667	0.001178
0.16	0.16	925	0.001061	941.6667	0.00108
0.18	0.18	875	0.001004	872.6667	0.001001
0.2	0.2	818	0.0009385	800.6667	0.0009186
0.22	0.22	709	0.0008134	730	0.0008375
0.24	0.24	663	0.0007607	643	0.0007377
0.26	0.26	557	0.000639	594.6667	0.0006823
0.28	0.28	564	0.0006471	539.3333	0.0006188
0.3	0.3	497	0.0005702	505.6667	0.0005801
0.32	0.32	456	0.0005232	463.6667	0.000532
0.34	0.34	438	0.0005025	421	0.000483
0.36	0.36	369	0.0004234	375.6667	0.000431
0.38	0.38	320	0.0003671	336	0.0003855
0.4	0.4	319	0.000366	308.6667	0.0003541
0.42	0.42	287	0.0003293	295.6667	0.0003392
0.44	0.44	281	0.0003224	270	0.0003098
0.46	0.46	242	0.0002776	239	0.0002742
0.48	0.48	194	0.0002226	207.3333	0.0002379
0.5	0.5	186	0.0002134	183.6667	0.0002107
0.52	0.52	171	0.0001962	174	0.0001996
0.54	0.54	165	0.0001893	158.3333	0.0001817
0.56	0.56	139	0.0001595	136.6667	0.0001568
0.58	0.58	106	0.0001216	114.6667	0.0001316
0.6	0.6	99	0.0001136	93	0.0001067
0.62	0.62	74	0.0000849	84	0.00009637
0.64	0.64	79	0.00009064	79.6667	0.0000914
0.66	0.66	86	0.00009867	71.6667	0.00008222
0.68	0.68	50	0.00005736	61.6667	0.00007075
0.7	0.7	49	0.00005622	49.6667	0.00005698
0.72	0.72	50	0.00005736	42.6667	0.00004895
0.74	0.74	29	0.00003327	36	0.0000413
0.76	0.76	29	0.00003327	26	0.00002983
0.78	0.78	20	0.00002295	21	0.00002409
0.8	0.8	14	0.00001606	14.6667	0.00001683
0.82	0.82	10	0.00001147	10.6667	0.00001224
0.84	0.84	8	9.1783E-6	8.6667	9.9432E-6
0.86	0.86	8	9.1783E-6	6	6.8837E-6
0.88	0.88	2	2.2946E-6	3.3333	3.8243E-6
0.9	0.9	0	0	0.6667	7.6486E-7
0.92	0.92	0	0	0	0
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
