GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	870	0.0009528	969	0.001061
-0.98	-0.98	1068	0.00117	1029	0.001127
-0.96	-0.96	1149	0.001258	1177	0.001289
-0.94	-0.94	1314	0.001439	1325.3333	0.001452
-0.92	-0.92	1513	0.001657	1556.3333	0.001705
-0.9	-0.9	1842	0.002017	1867.6667	0.002045
-0.88	-0.88	2248	0.002462	2266	0.002482
-0.86	-0.86	2708	0.002966	2740.3333	0.003001
-0.84	-0.84	3265	0.003576	3302.3333	0.003617
-0.82	-0.82	3934	0.004309	3960	0.004337
-0.8	-0.8	4681	0.005127	4740	0.005191
-0.78	-0.78	5605	0.006139	5633	0.006169
-0.76	-0.76	6613	0.007243	6625.6667	0.007257
-0.74	-0.74	7659	0.008388	7780.3333	0.008521
-0.72	-0.72	9069	0.009932	9064	0.009927
-0.7	-0.7	10464	0.01146	10576	0.01158
-0.68	-0.68	12195	0.01336	12185.3333	0.01335
-0.66	-0.66	13897	0.01522	14051	0.01539
-0.64	-0.64	16061	0.01759	16030.6667	0.01756
-0.62	-0.62	18134	0.01986	18205	0.01994
-0.6	-0.6	20420	0.02236	20441.6667	0.02239
-0.58	-0.58	22771	0.02494	22792.3333	0.02496
-0.56	-0.56	25186	0.02758	25211	0.02761
-0.54	-0.54	27676	0.03031	27704.6667	0.03034
-0.52	-0.52	30252	0.03313	30184	0.03306
-0.5	-0.5	32624	0.03573	32533.3333	0.03563
-0.48	-0.48	34724	0.03803	34615.6667	0.03791
-0.46	-0.46	36499	0.03997	36343.3333	0.0398
-0.44	-0.44	37807	0.04141	37633.3333	0.04122
-0.42	-0.42	38594	0.04227	38487	0.04215
-0.4	-0.4	39060	0.04278	38853	0.04255
-0.38	-0.38	38905	0.04261	38502.6667	0.04217
-0.36	-0.36	37543	0.04112	37578.3333	0.04116
-0.34	-0.34	36287	0.03974	36071.3333	0.03951
-0.32	-0.32	34384	0.03766	34268	0.03753
-0.3	-0.3	32133	0.03519	32203	0.03527
-0.28	-0.28	30092	0.03296	29998.3333	0.03285
-0.26	-0.26	27770	0.03041	27594	0.03022
-0.24	-0.24	24920	0.02729	25076.3333	0.02746
-0.22	-0.22	22539	0.02468	22567	0.02472
-0.2	-0.2	20242	0.02217	20311.6667	0.02225
-0.18	-0.18	18154	0.01988	18120	0.01985
-0.16	-0.16	15964	0.01748	16040	0.01757
-0.14	-0.14	14002	0.01534	14089.3333	0.01543
-0.12	-0.12	12302	0.01347	12454.6667	0.01364
-0.1	-0.1	11060	0.01211	10949	0.01199
-0.08	-0.08	9485	0.01039	9662.6667	0.01058
-0.06	-0.06	8443	0.009247	8375.3333	0.009173
-0.04	-0.04	7198	0.007883	7206.6667	0.007893
-0.02	-0.02	5979	0.006548	6212	0.006803
0	0	5459	0.005979	5358.6667	0.005869
0.02	0.02	4638	0.00508	4657.6667	0.005101
0.04	0.04	3876	0.004245	3964	0.004341
0.06	0.06	3378	0.0037	3399	0.003723
0.08	0.08	2943	0.003223	2904.3333	0.003181
0.1	0.1	2392	0.00262	2491.6667	0.002729
0.12	0.12	2140	0.002344	2093.6667	0.002293
0.14	0.14	1749	0.001916	1817.6667	0.001991
0.16	0.16	1564	0.001713	1534.6667	0.001681
0.18	0.18	1291	0.001414	1341	0.001469
0.2	0.2	1168	0.001279	1132	0.00124
0.22	0.22	937	0.001026	960	0.001051
0.24	0.24	775	0.0008488	796.6667	0.0008725
0.26	0.26	678	0.0007426	669.3333	0.0007331
0.28	0.28	555	0.0006078	570	0.0006243
0.3	0.3	477	0.0005224	482.3333	0.0005283
0.32	0.32	415	0.0004545	407	0.0004458
0.34	0.34	329	0.0003603	342.3333	0.0003749
0.36	0.36	283	0.0003099	286.3333	0.0003136
0.38	0.38	247	0.0002705	252.6667	0.0002767
0.4	0.4	228	0.0002497	215	0.0002355
0.42	0.42	170	0.0001862	182.6667	0.0002001
0.44	0.44	150	0.0001643	153.6667	0.0001683
0.46	0.46	141	0.0001544	136	0.0001489
0.48	0.48	117	0.0001281	116	0.000127
0.5	0.5	90	0.00009857	100.6667	0.0001103
0.52	0.52	95	0.000104	82.3333	0.00009017
0.54	0.54	62	0.0000679	71	0.00007776
0.56	0.56	56	0.00006133	55.3333	0.0000606
0.58	0.58	48	0.00005257	49	0.00005367
0.6	0.6	43	0.00004709	36.6667	0.00004016
0.62	0.62	19	0.00002081	29	0.00003176
0.64	0.64	25	0.00002738	21.3333	0.00002336
0.66	0.66	20	0.0000219	20.3333	0.00002227
0.68	0.68	16	0.00001752	16.3333	0.00001789
0.7	0.7	13	0.00001424	13	0.00001424
0.72	0.72	10	0.00001095	10.6667	0.00001168
0.74	0.74	9	9.8569E-6	8.6667	9.4918E-6
0.76	0.76	7	7.6665E-6	7.6667	8.3966E-6
0.78	0.78	7	7.6665E-6	5.6667	6.2062E-6
0.8	0.8	3	3.2856E-6	4	4.3808E-6
0.82	0.82	2	2.1904E-6	2.3333	2.5555E-6
0.84	0.84	2	2.1904E-6	2	2.1904E-6
0.86	0.86	2	2.1904E-6	1.6667	1.8254E-6
0.88	0.88	1	1.0952E-6	1.6667	1.8254E-6
0.9	0.9	2	2.1904E-6	1	1.0952E-6
0.92	0.92	0	0	0.6667	7.3014E-7
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
