GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	1564	0.001714	1573	0.001724
-0.98	-0.98	1582	0.001734	1623.3333	0.001779
-0.96	-0.96	1724	0.00189	1666.6667	0.001827
-0.94	-0.94	1694	0.001857	1689	0.001851
-0.92	-0.92	1649	0.001807	1658.3333	0.001818
-0.9	-0.9	1632	0.001789	1667.6667	0.001828
-0.88	-0.88	1722	0.001887	1716	0.001881
-0.86	-0.86	1794	0.001966	1862.6667	0.002042
-0.84	-0.84	2072	0.002271	2056	0.002253
-0.82	-0.82	2302	0.002523	2335	0.002559
-0.8	-0.8	2631	0.002884	2663.3333	0.002919
-0.78	-0.78	3057	0.003351	3083.6667	0.00338
-0.76	-0.76	3563	0.003905	3654.3333	0.004005
-0.74	-0.74	4343	0.00476	4290.3333	0.004702
-0.72	-0.72	4965	0.005442	5132.3333	0.005625
-0.7	-0.7	6089	0.006674	6060	0.006642
-0.68	-0.68	7126	0.00781	7274.6667	0.007973
-0.66	-0.66	8609	0.009436	8694.3333	0.009529
-0.64	-0.64	10348	0.01134	10405	0.0114
-0.62	-0.62	12258	0.01344	12387	0.01358
-0.6	-0.6	14555	0.01595	14629.6667	0.01603
-0.58	-0.58	17076	0.01872	17296.3333	0.01896
-0.56	-0.56	20258	0.0222	20214	0.02216
-0.54	-0.54	23308	0.02555	23492.3333	0.02575
-0.52	-0.52	26911	0.0295	26865	0.02945
-0.5	-0.5	30376	0.03329	30348.3333	0.03326
-0.48	-0.48	33758	0.037	33911.3333	0.03717
-0.46	-0.46	37600	0.04121	37164.6667	0.04073
-0.44	-0.44	40136	0.04399	40014.6667	0.04386
-0.42	-0.42	42308	0.04637	41996.6667	0.04603
-0.4	-0.4	43546	0.04773	43161	0.04731
-0.38	-0.38	43629	0.04782	43435.3333	0.04761
-0.36	-0.36	43131	0.04727	42749.6667	0.04686
-0.34	-0.34	41489	0.04547	41365.6667	0.04534
-0.32	-0.32	39477	0.04327	39090.3333	0.04284
-0.3	-0.3	36305	0.03979	36414	0.03991
-0.28	-0.28	33460	0.03667	33227	0.03642
-0.26	-0.26	29916	0.03279	30030.3333	0.03291
-0.24	-0.24	26715	0.02928	26881.6667	0.02946
-0.22	-0.22	24014	0.02632	23937	0.02624
-0.2	-0.2	21082	0.02311	21418.6667	0.02348
-0.18	-0.18	19160	0.021	19070.3333	0.0209
-0.16	-0.16	16969	0.0186	17102.6667	0.01875
-0.14	-0.14	15179	0.01664	15260.6667	0.01673
-0.12	-0.12	13634	0.01494	13569.6667	0.01487
-0.1	-0.1	11896	0.01304	12048.3333	0.01321
-0.08	-0.08	10615	0.01163	10600	0.01162
-0.06	-0.06	9289	0.01018	9449	0.01036
-0.04	-0.04	8443	0.009254	8383.3333	0.009189
-0.02	-0.02	7418	0.00813	7550.3333	0.008275
0	0	6790	0.007442	6675.6667	0.007317
0.02	0.02	5819	0.006378	5831.6667	0.006392
0.04	0.04	4886	0.005355	5031.6667	0.005515
0.06	0.06	4390	0.004812	4386.3333	0.004808
0.08	0.08	3883	0.004256	3917	0.004293
0.1	0.1	3478	0.003812	3397	0.003723
0.12	0.12	2830	0.003102	2958.3333	0.003242
0.14	0.14	2567	0.002814	2552.6667	0.002798
0.16	0.16	2261	0.002478	2240.6667	0.002456
0.18	0.18	1894	0.002076	1992	0.002183
0.2	0.2	1821	0.001996	1715	0.00188
0.22	0.22	1430	0.001567	1486	0.001629
0.24	0.24	1207	0.001323	1260.3333	0.001381
0.26	0.26	1144	0.001254	1103	0.001209
0.28	0.28	958	0.00105	979.6667	0.001074
0.3	0.3	837	0.0009174	850.6667	0.0009324
0.32	0.32	757	0.0008297	738.6667	0.0008096
0.34	0.34	622	0.0006817	643.3333	0.0007051
0.36	0.36	551	0.0006039	545.3333	0.0005977
0.38	0.38	463	0.0005075	480.6667	0.0005268
0.4	0.4	428	0.0004691	414.6667	0.0004545
0.42	0.42	353	0.0003869	362	0.0003968
0.44	0.44	305	0.0003343	304	0.0003332
0.46	0.46	254	0.0002784	258.6667	0.0002835
0.48	0.48	217	0.0002378	227.6667	0.0002495
0.5	0.5	212	0.0002324	205	0.0002247
0.52	0.52	186	0.0002039	185.3333	0.0002031
0.54	0.54	158	0.0001732	163.3333	0.000179
0.56	0.56	146	0.00016	134	0.0001469
0.58	0.58	98	0.0001074	111	0.0001217
0.6	0.6	89	0.00009755	93.6667	0.0001027
0.62	0.62	94	0.000103	89.6667	0.00009828
0.64	0.64	86	0.00009426	86.3333	0.00009463
0.66	0.66	79	0.00008659	70.3333	0.00007709
0.68	0.68	46	0.00005042	53	0.00005809
0.7	0.7	34	0.00003727	37	0.00004055
0.72	0.72	31	0.00003398	37.3333	0.00004092
0.74	0.74	47	0.00005151	34.3333	0.00003763
0.76	0.76	25	0.0000274	30.6667	0.00003361
0.78	0.78	20	0.00002192	20	0.00002192
0.8	0.8	15	0.00001644	17.3333	0.000019
0.82	0.82	17	0.00001863	14.3333	0.00001571
0.84	0.84	11	0.00001206	10.6667	0.00001169
0.86	0.86	4	4.3842E-6	7.6667	8.4030E-6
0.88	0.88	8	8.7684E-6	5.3333	5.8456E-6
0.9	0.9	4	4.3842E-6	4.6667	5.1149E-6
0.92	0.92	2	2.1921E-6	2	2.1921E-6
0.94	0.94	0	0	1.3333	1.4614E-6
0.96	0.96	2	2.1921E-6	0.6667	7.3070E-7
0.98	0.98	0	0	1	1.0960E-6
