GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	31357	0.03553	30126.5	0.03413
-0.98	-0.98	28896	0.03274	29235	0.03312
-0.96	-0.96	27452	0.0311	27196.6667	0.03082
-0.94	-0.94	25242	0.0286	25158	0.02851
-0.92	-0.92	22780	0.02581	23153.3333	0.02623
-0.9	-0.9	21438	0.02429	21614	0.02449
-0.88	-0.88	20624	0.02337	20587.6667	0.02333
-0.86	-0.86	19701	0.02232	20008	0.02267
-0.84	-0.84	19699	0.02232	19628	0.02224
-0.82	-0.82	19484	0.02208	19598.3333	0.02221
-0.8	-0.8	19612	0.02222	19555.3333	0.02216
-0.78	-0.78	19570	0.02217	19648	0.02226
-0.76	-0.76	19762	0.02239	19735.3333	0.02236
-0.74	-0.74	19874	0.02252	20003.6667	0.02267
-0.72	-0.72	20375	0.02309	20185.6667	0.02287
-0.7	-0.7	20308	0.02301	20396	0.02311
-0.68	-0.68	20505	0.02323	20409.6667	0.02313
-0.66	-0.66	20416	0.02313	20587.6667	0.02333
-0.64	-0.64	20842	0.02361	20683.3333	0.02344
-0.62	-0.62	20792	0.02356	20501.3333	0.02323
-0.6	-0.6	19870	0.02251	20274	0.02297
-0.58	-0.58	20160	0.02284	19992.6667	0.02265
-0.56	-0.56	19948	0.0226	20005	0.02267
-0.54	-0.54	19907	0.02256	19697.3333	0.02232
-0.52	-0.52	19237	0.0218	19415.6667	0.022
-0.5	-0.5	19103	0.02164	18987	0.02151
-0.48	-0.48	18621	0.0211	18542	0.02101
-0.46	-0.46	17902	0.02028	18001.3333	0.0204
-0.44	-0.44	17481	0.01981	17406.3333	0.01972
-0.42	-0.42	16836	0.01908	16890	0.01914
-0.4	-0.4	16353	0.01853	16412	0.0186
-0.38	-0.38	16047	0.01818	15873.3333	0.01799
-0.36	-0.36	15220	0.01724	15235	0.01726
-0.34	-0.34	14438	0.01636	14530	0.01646
-0.32	-0.32	13932	0.01579	13868	0.01571
-0.3	-0.3	13234	0.01499	13229.3333	0.01499
-0.28	-0.28	12522	0.01419	12634.3333	0.01432
-0.26	-0.26	12147	0.01376	12010.6667	0.01361
-0.24	-0.24	11363	0.01287	11492.3333	0.01302
-0.22	-0.22	10967	0.01243	10820	0.01226
-0.2	-0.2	10130	0.01148	10241.3333	0.0116
-0.18	-0.18	9627	0.01091	9675	0.01096
-0.16	-0.16	9268	0.0105	9157	0.01038
-0.14	-0.14	8576	0.009717	8627	0.009775
-0.12	-0.12	8037	0.009106	8016	0.009082
-0.1	-0.1	7435	0.008424	7545	0.008549
-0.08	-0.08	7163	0.008116	7064.6667	0.008005
-0.06	-0.06	6596	0.007474	6695.6667	0.007586
-0.04	-0.04	6328	0.00717	6191	0.007015
-0.02	-0.02	5649	0.006401	5897	0.006682
0	0	5714	0.006474	5478.6667	0.006208
0.02	0.02	5073	0.005748	5129.6667	0.005812
0.04	0.04	4602	0.005214	4678.3333	0.005301
0.06	0.06	4360	0.00494	4369	0.00495
0.08	0.08	4145	0.004696	4120	0.004668
0.1	0.1	3855	0.004368	3834	0.004344
0.12	0.12	3502	0.003968	3542	0.004013
0.14	0.14	3269	0.003704	3274.3333	0.00371
0.16	0.16	3052	0.003458	3041.6667	0.003446
0.18	0.18	2804	0.003177	2845.3333	0.003224
0.2	0.2	2680	0.003037	2626.3333	0.002976
0.22	0.22	2395	0.002714	2444.6667	0.00277
0.24	0.24	2259	0.00256	2246.6667	0.002546
0.26	0.26	2086	0.002364	2081.3333	0.002358
0.28	0.28	1899	0.002152	1903.3333	0.002157
0.3	0.3	1725	0.001955	1774.6667	0.002011
0.32	0.32	1700	0.001926	1657.6667	0.001878
0.34	0.34	1548	0.001754	1552	0.001758
0.36	0.36	1408	0.001595	1422	0.001611
0.38	0.38	1310	0.001484	1327.3333	0.001504
0.4	0.4	1264	0.001432	1208	0.001369
0.42	0.42	1050	0.00119	1109	0.001257
0.44	0.44	1013	0.001148	999.3333	0.001132
0.46	0.46	935	0.001059	923.6667	0.001047
0.48	0.48	823	0.0009325	865.6667	0.0009808
0.5	0.5	839	0.0009506	794.3333	0.0009
0.52	0.52	721	0.0008169	735	0.0008328
0.54	0.54	645	0.0007308	653.3333	0.0007403
0.56	0.56	594	0.000673	580.3333	0.0006575
0.58	0.58	502	0.0005688	532.6667	0.0006035
0.6	0.6	502	0.0005688	489.3333	0.0005544
0.62	0.62	464	0.0005257	452.6667	0.0005129
0.64	0.64	392	0.0004442	398.3333	0.0004513
0.66	0.66	339	0.0003841	347	0.0003932
0.68	0.68	310	0.0003512	299	0.0003388
0.7	0.7	248	0.000281	266	0.0003014
0.72	0.72	240	0.0002719	227	0.0002572
0.74	0.74	193	0.0002187	202.6667	0.0002296
0.76	0.76	175	0.0001983	167	0.0001892
0.78	0.78	133	0.0001507	135.3333	0.0001533
0.8	0.8	98	0.000111	105	0.000119
0.82	0.82	84	0.00009518	79.6667	0.00009027
0.84	0.84	57	0.00006458	60.6667	0.00006874
0.86	0.86	41	0.00004645	42	0.00004759
0.88	0.88	28	0.00003173	28	0.00003173
0.9	0.9	15	0.000017	17	0.00001926
0.92	0.92	8	9.0644E-6	9.6667	0.00001095
0.94	0.94	6	6.7983E-6	5.6667	6.4206E-6
0.96	0.96	3	3.3991E-6	3.3333	3.7768E-6
0.98	0.98	1	1.1330E-6	2	2.2661E-6
