GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	33102	0.03758	31132.5	0.03534
-0.98	-0.98	29163	0.03311	29617.3333	0.03362
-0.96	-0.96	26587	0.03018	27007.6667	0.03066
-0.94	-0.94	25273	0.02869	25569.6667	0.02903
-0.92	-0.92	24849	0.02821	25164	0.02857
-0.9	-0.9	25370	0.0288	25439.6667	0.02888
-0.88	-0.88	26100	0.02963	26051.6667	0.02958
-0.86	-0.86	26685	0.0303	26695.3333	0.03031
-0.84	-0.84	27301	0.03099	27421	0.03113
-0.82	-0.82	28277	0.0321	28134	0.03194
-0.8	-0.8	28824	0.03272	28697.3333	0.03258
-0.78	-0.78	28991	0.03291	29170.6667	0.03312
-0.76	-0.76	29697	0.03371	29405.3333	0.03338
-0.74	-0.74	29528	0.03352	29459	0.03344
-0.72	-0.72	29152	0.0331	29308	0.03327
-0.7	-0.7	29244	0.0332	29064	0.033
-0.68	-0.68	28796	0.03269	28794.6667	0.03269
-0.66	-0.66	28344	0.03218	28155.6667	0.03196
-0.64	-0.64	27327	0.03102	27472	0.03119
-0.62	-0.62	26745	0.03036	26411.3333	0.02998
-0.6	-0.6	25162	0.02857	25439	0.02888
-0.58	-0.58	24410	0.02771	24249	0.02753
-0.56	-0.56	23175	0.02631	23074.3333	0.0262
-0.54	-0.54	21638	0.02457	21699.3333	0.02464
-0.52	-0.52	20285	0.02303	20439.3333	0.0232
-0.5	-0.5	19395	0.02202	19279.3333	0.02189
-0.48	-0.48	18158	0.02061	18099.6667	0.02055
-0.46	-0.46	16746	0.01901	16872.6667	0.01916
-0.44	-0.44	15714	0.01784	15593	0.0177
-0.42	-0.42	14319	0.01626	14370.6667	0.01631
-0.4	-0.4	13079	0.01485	13244.6667	0.01504
-0.38	-0.38	12336	0.014	12231.6667	0.01389
-0.36	-0.36	11280	0.01281	11236.6667	0.01276
-0.34	-0.34	10094	0.01146	10364.3333	0.01177
-0.32	-0.32	9719	0.01103	9493.6667	0.01078
-0.3	-0.3	8668	0.009841	8768.3333	0.009955
-0.28	-0.28	7918	0.008989	7885.3333	0.008952
-0.26	-0.26	7070	0.008026	7213	0.008189
-0.24	-0.24	6651	0.007551	6608.6667	0.007503
-0.22	-0.22	6105	0.006931	6086	0.006909
-0.2	-0.2	5502	0.006246	5545.3333	0.006296
-0.18	-0.18	5029	0.005709	5028.6667	0.005709
-0.16	-0.16	4555	0.005171	4613	0.005237
-0.14	-0.14	4255	0.004831	4231	0.004803
-0.12	-0.12	3883	0.004408	3862	0.004384
-0.1	-0.1	3448	0.003914	3495.6667	0.003969
-0.08	-0.08	3156	0.003583	3185.6667	0.003617
-0.06	-0.06	2953	0.003353	2940.3333	0.003338
-0.04	-0.04	2712	0.003079	2685.3333	0.003049
-0.02	-0.02	2391	0.002714	2475.3333	0.00281
0	0	2323	0.002637	2246	0.00255
0.02	0.02	2024	0.002298	2094.3333	0.002378
0.04	0.04	1936	0.002198	1878.6667	0.002133
0.06	0.06	1676	0.001903	1719.6667	0.001952
0.08	0.08	1547	0.001756	1564	0.001776
0.1	0.1	1469	0.001668	1448	0.001644
0.12	0.12	1328	0.001508	1344.6667	0.001527
0.14	0.14	1237	0.001404	1196.3333	0.001358
0.16	0.16	1024	0.001163	1081.3333	0.001228
0.18	0.18	983	0.001116	979	0.001111
0.2	0.2	930	0.001056	905.3333	0.001028
0.22	0.22	803	0.0009116	810	0.0009196
0.24	0.24	697	0.0007913	733	0.0008322
0.26	0.26	699	0.0007936	690.6667	0.0007841
0.28	0.28	676	0.0007675	649	0.0007368
0.3	0.3	572	0.0006494	579	0.0006573
0.32	0.32	489	0.0005552	507.3333	0.000576
0.34	0.34	461	0.0005234	469.6667	0.0005332
0.36	0.36	459	0.0005211	444.6667	0.0005048
0.38	0.38	414	0.00047	410.3333	0.0004658
0.4	0.4	358	0.0004064	365	0.0004144
0.42	0.42	323	0.0003667	325.3333	0.0003693
0.44	0.44	295	0.0003349	286.3333	0.0003251
0.46	0.46	241	0.0002736	255.3333	0.0002899
0.48	0.48	230	0.0002611	231.6667	0.000263
0.5	0.5	224	0.0002543	217.3333	0.0002467
0.52	0.52	198	0.0002248	193.6667	0.0002199
0.54	0.54	159	0.0001805	166.3333	0.0001888
0.56	0.56	142	0.0001612	142.6667	0.000162
0.58	0.58	127	0.0001442	131.3333	0.0001491
0.6	0.6	125	0.0001419	125.3333	0.0001423
0.62	0.62	124	0.0001408	112.3333	0.0001275
0.64	0.64	88	0.00009991	102.6667	0.0001166
0.66	0.66	96	0.000109	80.6667	0.00009158
0.68	0.68	58	0.00006585	71	0.00008061
0.7	0.7	59	0.00006698	56	0.00006358
0.72	0.72	51	0.0000579	47.6667	0.00005412
0.74	0.74	33	0.00003746	40	0.00004541
0.76	0.76	36	0.00004087	29.6667	0.00003368
0.78	0.78	20	0.00002271	24	0.00002725
0.8	0.8	16	0.00001816	16	0.00001816
0.82	0.82	12	0.00001362	11.6667	0.00001325
0.84	0.84	7	7.9470E-6	7.3333	8.3255E-6
0.86	0.86	3	3.4059E-6	3.6667	4.1627E-6
0.88	0.88	1	1.1353E-6	1.6667	1.8921E-6
0.9	0.9	1	1.1353E-6	0.6667	7.5686E-7
0.92	0.92	0	0	0.3333	3.7843E-7
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
