GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	50120	0.05802	44853.5	0.05192
-0.98	-0.98	39587	0.04583	41683.3333	0.04825
-0.96	-0.96	35343	0.04091	35797	0.04144
-0.94	-0.94	32461	0.03758	32611.6667	0.03775
-0.92	-0.92	30031	0.03477	30681.6667	0.03552
-0.9	-0.9	29553	0.03421	29475.3333	0.03412
-0.88	-0.88	28842	0.03339	29064.3333	0.03365
-0.86	-0.86	28798	0.03334	28783.3333	0.03332
-0.84	-0.84	28710	0.03324	28733	0.03326
-0.82	-0.82	28691	0.03321	28467	0.03295
-0.8	-0.8	28000	0.03241	28278.3333	0.03274
-0.78	-0.78	28144	0.03258	28052.6667	0.03248
-0.76	-0.76	28014	0.03243	28027	0.03245
-0.74	-0.74	27923	0.03233	27739.3333	0.03211
-0.72	-0.72	27281	0.03158	27173.3333	0.03146
-0.7	-0.7	26316	0.03046	26469.3333	0.03064
-0.68	-0.68	25811	0.02988	25778	0.02984
-0.66	-0.66	25207	0.02918	25097.6667	0.02905
-0.64	-0.64	24275	0.0281	24251.3333	0.02807
-0.62	-0.62	23272	0.02694	23128.3333	0.02677
-0.6	-0.6	21838	0.02528	22047	0.02552
-0.58	-0.58	21031	0.02435	20998.6667	0.02431
-0.56	-0.56	20127	0.0233	20005.3333	0.02316
-0.54	-0.54	18858	0.02183	18788.6667	0.02175
-0.52	-0.52	17381	0.02012	17741.3333	0.02054
-0.5	-0.5	16985	0.01966	16672.3333	0.0193
-0.48	-0.48	15651	0.01812	15703.3333	0.01818
-0.46	-0.46	14474	0.01676	14498.6667	0.01678
-0.44	-0.44	13371	0.01548	13457.6667	0.01558
-0.42	-0.42	12528	0.0145	12468	0.01443
-0.4	-0.4	11505	0.01332	11543	0.01336
-0.38	-0.38	10596	0.01227	10652	0.01233
-0.36	-0.36	9855	0.01141	9794	0.01134
-0.34	-0.34	8931	0.01034	8982.6667	0.0104
-0.32	-0.32	8162	0.009449	8217	0.009512
-0.3	-0.3	7558	0.00875	7520	0.008706
-0.28	-0.28	6840	0.007918	6937	0.008031
-0.26	-0.26	6413	0.007424	6344.6667	0.007345
-0.24	-0.24	5781	0.006692	5894	0.006823
-0.22	-0.22	5488	0.006353	5325.3333	0.006165
-0.2	-0.2	4707	0.005449	4899.6667	0.005672
-0.18	-0.18	4504	0.005214	4433.6667	0.005133
-0.16	-0.16	4090	0.004735	4153	0.004808
-0.14	-0.14	3865	0.004474	3810.6667	0.004411
-0.12	-0.12	3477	0.004025	3531	0.004088
-0.1	-0.1	3251	0.003764	3218.6667	0.003726
-0.08	-0.08	2928	0.00339	2977	0.003446
-0.06	-0.06	2752	0.003186	2770	0.003207
-0.04	-0.04	2630	0.003045	2518	0.002915
-0.02	-0.02	2172	0.002514	2367.6667	0.002741
0	0	2301	0.002664	2188.6667	0.002534
0.02	0.02	2093	0.002423	2100.3333	0.002431
0.04	0.04	1907	0.002208	1917.3333	0.00222
0.06	0.06	1752	0.002028	1753.3333	0.00203
0.08	0.08	1601	0.001853	1635	0.001893
0.1	0.1	1552	0.001797	1524	0.001764
0.12	0.12	1419	0.001643	1422.3333	0.001647
0.14	0.14	1296	0.0015	1317	0.001525
0.16	0.16	1236	0.001431	1218.3333	0.00141
0.18	0.18	1123	0.0013	1146	0.001327
0.2	0.2	1079	0.001249	1061.6667	0.001229
0.22	0.22	983	0.001138	1008	0.001167
0.24	0.24	962	0.001114	943.6667	0.001092
0.26	0.26	886	0.001026	884	0.001023
0.28	0.28	804	0.0009308	812.3333	0.0009404
0.3	0.3	747	0.0008648	748	0.0008659
0.32	0.32	693	0.0008023	705	0.0008161
0.34	0.34	675	0.0007814	676	0.0007826
0.36	0.36	660	0.0007641	623	0.0007212
0.38	0.38	534	0.0006182	581	0.0006726
0.4	0.4	549	0.0006356	527.6667	0.0006109
0.42	0.42	500	0.0005788	497.3333	0.0005757
0.44	0.44	443	0.0005128	452.6667	0.000524
0.46	0.46	415	0.0004804	422	0.0004885
0.48	0.48	408	0.0004723	406	0.00047
0.5	0.5	395	0.0004573	387	0.000448
0.52	0.52	358	0.0004144	349.6667	0.0004048
0.54	0.54	296	0.0003427	320.6667	0.0003712
0.56	0.56	308	0.0003566	287.6667	0.000333
0.58	0.58	259	0.0002998	276.3333	0.0003199
0.6	0.6	262	0.0003033	247.3333	0.0002863
0.62	0.62	221	0.0002558	224	0.0002593
0.64	0.64	189	0.0002188	194.6667	0.0002254
0.66	0.66	174	0.0002014	170	0.0001968
0.68	0.68	147	0.0001702	144.6667	0.0001675
0.7	0.7	113	0.0001308	125.6667	0.0001455
0.72	0.72	117	0.0001354	104	0.0001204
0.74	0.74	82	0.00009493	84	0.00009724
0.76	0.76	53	0.00006136	65.6667	0.00007602
0.78	0.78	62	0.00007177	54.3333	0.0000629
0.8	0.8	48	0.00005557	46.3333	0.00005364
0.82	0.82	29	0.00003357	37	0.00004283
0.84	0.84	34	0.00003936	26	0.0000301
0.86	0.86	15	0.00001736	20.3333	0.00002354
0.88	0.88	12	0.00001389	12	0.00001389
0.9	0.9	9	0.00001042	8	9.2612E-6
0.92	0.92	3	3.4730E-6	5	5.7883E-6
0.94	0.94	3	3.4730E-6	2.3333	2.7012E-6
0.96	0.96	1	1.1577E-6	1.3333	1.5435E-6
0.98	0.98	0	0	0.5	5.7883E-7
