GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	35371	0.04026	33474	0.0381
-0.98	-0.98	31577	0.03594	32049	0.03648
-0.96	-0.96	29199	0.03323	29406.6667	0.03347
-0.94	-0.94	27444	0.03124	27585.3333	0.0314
-0.92	-0.92	26113	0.02972	26510.6667	0.03017
-0.9	-0.9	25975	0.02957	26187.3333	0.02981
-0.88	-0.88	26474	0.03013	26373	0.03002
-0.86	-0.86	26670	0.03036	26881.3333	0.0306
-0.84	-0.84	27500	0.0313	27421	0.03121
-0.82	-0.82	28093	0.03198	27949.3333	0.03181
-0.8	-0.8	28255	0.03216	28371.3333	0.03229
-0.78	-0.78	28766	0.03274	28729.3333	0.0327
-0.76	-0.76	29167	0.0332	28891.6667	0.03289
-0.74	-0.74	28742	0.03271	28833.6667	0.03282
-0.72	-0.72	28592	0.03254	28639.3333	0.0326
-0.7	-0.7	28584	0.03253	28449	0.03238
-0.68	-0.68	28171	0.03206	28095	0.03198
-0.66	-0.66	27530	0.03134	27437.6667	0.03123
-0.64	-0.64	26612	0.03029	26776.3333	0.03048
-0.62	-0.62	26187	0.02981	25802.6667	0.02937
-0.6	-0.6	24609	0.02801	24791.6667	0.02822
-0.58	-0.58	23579	0.02684	23521.6667	0.02677
-0.56	-0.56	22377	0.02547	22414	0.02551
-0.54	-0.54	21286	0.02423	21205.3333	0.02414
-0.52	-0.52	19953	0.02271	20109	0.02289
-0.5	-0.5	19088	0.02173	18829	0.02143
-0.48	-0.48	17446	0.01986	17595.3333	0.02003
-0.46	-0.46	16252	0.0185	16161.3333	0.0184
-0.44	-0.44	14786	0.01683	15048	0.01713
-0.42	-0.42	14106	0.01606	14004.3333	0.01594
-0.4	-0.4	13121	0.01493	13064.6667	0.01487
-0.38	-0.38	11967	0.01362	12010	0.01367
-0.36	-0.36	10942	0.01245	11043.3333	0.01257
-0.34	-0.34	10221	0.01163	10133.6667	0.01153
-0.32	-0.32	9238	0.01051	9295.6667	0.01058
-0.3	-0.3	8428	0.009593	8491.6667	0.009665
-0.28	-0.28	7809	0.008888	7797.3333	0.008875
-0.26	-0.26	7155	0.008144	7175	0.008167
-0.24	-0.24	6561	0.007468	6609.6667	0.007523
-0.22	-0.22	6113	0.006958	5992	0.00682
-0.2	-0.2	5302	0.006035	5436	0.006187
-0.18	-0.18	4893	0.005569	4933	0.005615
-0.16	-0.16	4604	0.00524	4566.3333	0.005197
-0.14	-0.14	4202	0.004783	4219.3333	0.004803
-0.12	-0.12	3852	0.004384	3882	0.004419
-0.1	-0.1	3592	0.004088	3544.6667	0.004035
-0.08	-0.08	3190	0.003631	3266.3333	0.003718
-0.06	-0.06	3017	0.003434	2956.3333	0.003365
-0.04	-0.04	2662	0.00303	2705	0.003079
-0.02	-0.02	2436	0.002773	2502.6667	0.002849
0	0	2410	0.002743	2339.3333	0.002663
0.02	0.02	2172	0.002472	2167.6667	0.002467
0.04	0.04	1921	0.002187	1948.3333	0.002218
0.06	0.06	1752	0.001994	1752.6667	0.001995
0.08	0.08	1585	0.001804	1602.3333	0.001824
0.1	0.1	1470	0.001673	1490.6667	0.001697
0.12	0.12	1417	0.001613	1392.6667	0.001585
0.14	0.14	1291	0.001469	1279.3333	0.001456
0.16	0.16	1130	0.001286	1133.3333	0.00129
0.18	0.18	979	0.001114	1024.3333	0.001166
0.2	0.2	964	0.001097	934.6667	0.001064
0.22	0.22	861	0.00098	849	0.0009663
0.24	0.24	722	0.0008218	779.3333	0.0008871
0.26	0.26	755	0.0008594	724.3333	0.0008245
0.28	0.28	696	0.0007922	681	0.0007751
0.3	0.3	592	0.0006738	622.3333	0.0007084
0.32	0.32	579	0.000659	549.3333	0.0006253
0.34	0.34	477	0.0005429	502.6667	0.0005721
0.36	0.36	452	0.0005145	450	0.0005122
0.38	0.38	421	0.0004792	415.6667	0.0004731
0.4	0.4	374	0.0004257	395	0.0004496
0.42	0.42	390	0.0004439	365.3333	0.0004158
0.44	0.44	332	0.0003779	328.3333	0.0003737
0.46	0.46	263	0.0002994	278.3333	0.0003168
0.48	0.48	240	0.0002732	248.3333	0.0002827
0.5	0.5	242	0.0002754	238.3333	0.0002713
0.52	0.52	233	0.0002652	219.3333	0.0002496
0.54	0.54	183	0.0002083	203.3333	0.0002314
0.56	0.56	194	0.0002208	181	0.000206
0.58	0.58	166	0.0001889	166.3333	0.0001893
0.6	0.6	139	0.0001582	140.6667	0.0001601
0.62	0.62	117	0.0001332	118.3333	0.0001347
0.64	0.64	99	0.0001127	103.6667	0.000118
0.66	0.66	95	0.0001081	95	0.0001081
0.68	0.68	91	0.0001036	85	0.00009675
0.7	0.7	69	0.00007854	70	0.00007968
0.72	0.72	50	0.00005691	58.6667	0.00006678
0.74	0.74	57	0.00006488	49.3333	0.00005615
0.76	0.76	41	0.00004667	42.6667	0.00004856
0.78	0.78	30	0.00003415	33.6667	0.00003832
0.8	0.8	30	0.00003415	26.3333	0.00002997
0.82	0.82	19	0.00002163	19.6667	0.00002239
0.84	0.84	10	0.00001138	13	0.0000148
0.86	0.86	10	0.00001138	7	7.9675E-6
0.88	0.88	1	1.1382E-6	4.3333	4.9323E-6
0.9	0.9	2	2.2764E-6	1.6667	1.8970E-6
0.92	0.92	2	2.2764E-6	1.6667	1.8970E-6
0.94	0.94	1	1.1382E-6	1	1.1382E-6
0.96	0.96	0	0	0.6667	7.5881E-7
0.98	0.98	1	1.1382E-6	0.5	5.6911E-7
