GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	37072	0.04228	36375	0.04148
-0.98	-0.98	35678	0.04069	34989	0.0399
-0.96	-0.96	32217	0.03674	32636.6667	0.03722
-0.94	-0.94	30015	0.03423	30210	0.03445
-0.92	-0.92	28398	0.03239	28794.3333	0.03284
-0.9	-0.9	27970	0.0319	28098	0.03204
-0.88	-0.88	27926	0.03185	27997.3333	0.03193
-0.86	-0.86	28096	0.03204	28270.6667	0.03224
-0.84	-0.84	28790	0.03283	28676.6667	0.0327
-0.82	-0.82	29144	0.03324	29040.6667	0.03312
-0.8	-0.8	29188	0.03329	29214.6667	0.03332
-0.78	-0.78	29312	0.03343	29392	0.03352
-0.76	-0.76	29676	0.03384	29369.6667	0.03349
-0.74	-0.74	29121	0.03321	29213	0.03332
-0.72	-0.72	28842	0.03289	28993.3333	0.03306
-0.7	-0.7	29017	0.03309	28557.6667	0.03257
-0.68	-0.68	27814	0.03172	27962.6667	0.03189
-0.66	-0.66	27057	0.03086	26908	0.03069
-0.64	-0.64	25853	0.02948	26012	0.02966
-0.62	-0.62	25126	0.02865	24966.6667	0.02847
-0.6	-0.6	23921	0.02728	23964.3333	0.02733
-0.58	-0.58	22846	0.02605	22802	0.026
-0.56	-0.56	21639	0.02468	21686.3333	0.02473
-0.54	-0.54	20574	0.02346	20324.6667	0.02318
-0.52	-0.52	18761	0.0214	19076	0.02175
-0.5	-0.5	17893	0.02041	17859.3333	0.02037
-0.48	-0.48	16924	0.0193	16733.3333	0.01908
-0.46	-0.46	15383	0.01754	15527	0.01771
-0.44	-0.44	14274	0.01628	14311	0.01632
-0.42	-0.42	13276	0.01514	13245.3333	0.01511
-0.4	-0.4	12186	0.0139	12176	0.01389
-0.38	-0.38	11066	0.01262	11138	0.0127
-0.36	-0.36	10162	0.01159	10197.3333	0.01163
-0.34	-0.34	9364	0.01068	9373	0.01069
-0.32	-0.32	8593	0.0098	8530	0.009728
-0.3	-0.3	7633	0.008705	7848.3333	0.00895
-0.28	-0.28	7319	0.008347	7192.6667	0.008203
-0.26	-0.26	6626	0.007556	6641	0.007574
-0.24	-0.24	5978	0.006817	6039.6667	0.006888
-0.22	-0.22	5515	0.006289	5446.3333	0.006211
-0.2	-0.2	4846	0.005527	4985	0.005685
-0.18	-0.18	4594	0.005239	4535	0.005172
-0.16	-0.16	4165	0.00475	4184	0.004772
-0.14	-0.14	3793	0.004326	3835	0.004374
-0.12	-0.12	3547	0.004045	3519	0.004013
-0.1	-0.1	3217	0.003669	3239.6667	0.003695
-0.08	-0.08	2955	0.00337	2934.6667	0.003347
-0.06	-0.06	2632	0.003002	2679.3333	0.003056
-0.04	-0.04	2451	0.002795	2411.6667	0.00275
-0.02	-0.02	2152	0.002454	2238	0.002552
0	0	2111	0.002407	2023.3333	0.002307
0.02	0.02	1807	0.002061	1892	0.002158
0.04	0.04	1758	0.002005	1729.6667	0.001973
0.06	0.06	1624	0.001852	1591.6667	0.001815
0.08	0.08	1393	0.001589	1456.3333	0.001661
0.1	0.1	1352	0.001542	1328	0.001514
0.12	0.12	1239	0.001413	1233.6667	0.001407
0.14	0.14	1110	0.001266	1126	0.001284
0.16	0.16	1029	0.001174	1021	0.001164
0.18	0.18	924	0.001054	939.3333	0.001071
0.2	0.2	865	0.0009865	845.6667	0.0009644
0.22	0.22	748	0.000853	796.3333	0.0009082
0.24	0.24	776	0.000885	721.6667	0.000823
0.26	0.26	641	0.000731	653	0.0007447
0.28	0.28	542	0.0006181	591.6667	0.0006748
0.3	0.3	592	0.0006751	554.6667	0.0006326
0.32	0.32	530	0.0006044	529.6667	0.000604
0.34	0.34	467	0.0005326	471.6667	0.0005379
0.36	0.36	418	0.0004767	421.3333	0.0004805
0.38	0.38	379	0.0004322	382.3333	0.000436
0.4	0.4	350	0.0003992	359.6667	0.0004102
0.42	0.42	350	0.0003992	330.3333	0.0003767
0.44	0.44	291	0.0003319	300.3333	0.0003425
0.46	0.46	260	0.0002965	261	0.0002977
0.48	0.48	232	0.0002646	234.3333	0.0002672
0.5	0.5	211	0.0002406	206.6667	0.0002357
0.52	0.52	177	0.0002019	183.6667	0.0002095
0.54	0.54	163	0.0001859	162.6667	0.0001855
0.56	0.56	148	0.0001688	148.3333	0.0001692
0.58	0.58	134	0.0001528	129.6667	0.0001479
0.6	0.6	107	0.000122	111	0.0001266
0.62	0.62	92	0.0001049	101.3333	0.0001156
0.64	0.64	105	0.0001197	92.6667	0.0001057
0.66	0.66	81	0.00009237	80.6667	0.00009199
0.68	0.68	56	0.00006386	69	0.00007869
0.7	0.7	70	0.00007983	55.3333	0.0000631
0.72	0.72	40	0.00004562	50.6667	0.00005778
0.74	0.74	42	0.0000479	39.6667	0.00004524
0.76	0.76	37	0.0000422	36.6667	0.00004182
0.78	0.78	31	0.00003535	26.6667	0.00003041
0.8	0.8	12	0.00001369	20.6667	0.00002357
0.82	0.82	19	0.00002167	13.3333	0.00001521
0.84	0.84	9	0.00001026	11.3333	0.00001292
0.86	0.86	6	6.8426E-6	7.3333	8.3631E-6
0.88	0.88	7	7.9830E-6	4.6667	5.3220E-6
0.9	0.9	1	1.1404E-6	2.6667	3.0411E-6
0.92	0.92	0	0	1	1.1404E-6
0.94	0.94	2	2.2809E-6	0.6667	7.6029E-7
0.96	0.96	0	0	1	1.1404E-6
0.98	0.98	1	1.1404E-6	0.5	5.7021E-7
