GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	26830	0.03024	26462	0.02983
-0.98	-0.98	26094	0.02941	26081	0.0294
-0.96	-0.96	25319	0.02854	25022.6667	0.02821
-0.94	-0.94	23655	0.02667	23517.3333	0.02651
-0.92	-0.92	21578	0.02432	21795	0.02457
-0.9	-0.9	20152	0.02272	20335	0.02292
-0.88	-0.88	19275	0.02173	19368.6667	0.02183
-0.86	-0.86	18679	0.02106	18853	0.02125
-0.84	-0.84	18605	0.02097	18665.3333	0.02104
-0.82	-0.82	18712	0.02109	18561.6667	0.02092
-0.8	-0.8	18368	0.02071	18563.3333	0.02093
-0.78	-0.78	18610	0.02098	18766.6667	0.02115
-0.76	-0.76	19322	0.02178	19126.3333	0.02156
-0.74	-0.74	19447	0.02192	19431	0.0219
-0.72	-0.72	19524	0.02201	19690	0.0222
-0.7	-0.7	20099	0.02266	19902	0.02243
-0.68	-0.68	20083	0.02264	20141	0.0227
-0.66	-0.66	20241	0.02282	20150.6667	0.02272
-0.64	-0.64	20128	0.02269	20351.3333	0.02294
-0.62	-0.62	20685	0.02332	20297.3333	0.02288
-0.6	-0.6	20079	0.02263	20296	0.02288
-0.58	-0.58	20124	0.02269	20128	0.02269
-0.56	-0.56	20181	0.02275	20121	0.02268
-0.54	-0.54	20058	0.02261	19861	0.02239
-0.52	-0.52	19344	0.02181	19673.3333	0.02218
-0.5	-0.5	19618	0.02211	19301.6667	0.02176
-0.48	-0.48	18943	0.02135	19044.3333	0.02147
-0.46	-0.46	18572	0.02094	18466.6667	0.02082
-0.44	-0.44	17885	0.02016	18055	0.02035
-0.42	-0.42	17708	0.01996	17544.6667	0.01978
-0.4	-0.4	17041	0.01921	17056.6667	0.01923
-0.38	-0.38	16421	0.01851	16373.6667	0.01846
-0.36	-0.36	15659	0.01765	15789.6667	0.0178
-0.34	-0.34	15289	0.01723	15243.3333	0.01718
-0.32	-0.32	14782	0.01666	14667	0.01653
-0.3	-0.3	13930	0.0157	13966	0.01574
-0.28	-0.28	13186	0.01486	13320.6667	0.01502
-0.26	-0.26	12846	0.01448	12715	0.01433
-0.24	-0.24	12113	0.01365	12241.6667	0.0138
-0.22	-0.22	11766	0.01326	11535.6667	0.013
-0.2	-0.2	10728	0.01209	10946	0.01234
-0.18	-0.18	10344	0.01166	10292.3333	0.0116
-0.16	-0.16	9805	0.01105	9780	0.01102
-0.14	-0.14	9191	0.01036	9256.6667	0.01043
-0.12	-0.12	8774	0.009891	8745.3333	0.009858
-0.1	-0.1	8271	0.009324	8259	0.00931
-0.08	-0.08	7732	0.008716	7758.3333	0.008746
-0.06	-0.06	7272	0.008197	7276.6667	0.008203
-0.04	-0.04	6826	0.007695	6737.3333	0.007595
-0.02	-0.02	6114	0.006892	6356.3333	0.007165
0	0	6129	0.006909	5926	0.00668
0.02	0.02	5535	0.006239	5593.6667	0.006306
0.04	0.04	5117	0.005768	5168.6667	0.005826
0.06	0.06	4854	0.005472	4837.3333	0.005453
0.08	0.08	4541	0.005119	4568.6667	0.00515
0.1	0.1	4311	0.00486	4251.6667	0.004793
0.12	0.12	3903	0.0044	3958	0.004462
0.14	0.14	3660	0.004126	3666.3333	0.004133
0.16	0.16	3436	0.003873	3393.6667	0.003826
0.18	0.18	3085	0.003478	3179.6667	0.003584
0.2	0.2	3018	0.003402	2932	0.003305
0.22	0.22	2693	0.003036	2747.3333	0.003097
0.24	0.24	2531	0.002853	2496.3333	0.002814
0.26	0.26	2265	0.002553	2300.3333	0.002593
0.28	0.28	2105	0.002373	2102.3333	0.00237
0.3	0.3	1937	0.002184	1953.6667	0.002202
0.32	0.32	1819	0.00205	1803.6667	0.002033
0.34	0.34	1655	0.001866	1679.3333	0.001893
0.36	0.36	1564	0.001763	1534.6667	0.00173
0.38	0.38	1385	0.001561	1427.6667	0.001609
0.4	0.4	1334	0.001504	1315	0.001482
0.42	0.42	1226	0.001382	1194	0.001346
0.44	0.44	1022	0.001152	1079	0.001216
0.46	0.46	989	0.001115	971.6667	0.001095
0.48	0.48	904	0.001019	921	0.001038
0.5	0.5	870	0.0009807	839.3333	0.0009461
0.52	0.52	744	0.0008387	791.3333	0.000892
0.54	0.54	760	0.0008567	697	0.0007857
0.56	0.56	587	0.0006617	629.3333	0.0007094
0.58	0.58	541	0.0006098	544	0.0006132
0.6	0.6	504	0.0005681	500	0.0005636
0.62	0.62	455	0.0005129	459.6667	0.0005182
0.64	0.64	420	0.0004735	415.3333	0.0004682
0.66	0.66	371	0.0004182	370	0.0004171
0.68	0.68	319	0.0003596	334	0.0003765
0.7	0.7	312	0.0003517	289.3333	0.0003262
0.72	0.72	237	0.0002672	244.6667	0.0002758
0.74	0.74	185	0.0002085	192	0.0002164
0.76	0.76	154	0.0001736	156.3333	0.0001762
0.78	0.78	130	0.0001465	133	0.0001499
0.8	0.8	115	0.0001296	104.3333	0.0001176
0.82	0.82	68	0.00007665	78.3333	0.0000883
0.84	0.84	52	0.00005862	53	0.00005974
0.86	0.86	39	0.00004396	37.3333	0.00004208
0.88	0.88	21	0.00002367	24	0.00002705
0.9	0.9	12	0.00001353	13	0.00001465
0.92	0.92	6	6.7636E-6	7.6667	8.6423E-6
0.94	0.94	5	5.6363E-6	4.3333	4.8848E-6
0.96	0.96	2	2.2545E-6	2.6667	3.0060E-6
0.98	0.98	1	1.1273E-6	1.5	1.6909E-6
