GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	468	0.0005123	509.5	0.0005578
-0.98	-0.98	551	0.0006032	530	0.0005802
-0.96	-0.96	571	0.0006251	589.6667	0.0006455
-0.94	-0.94	647	0.0007083	643	0.0007039
-0.92	-0.92	711	0.0007784	734	0.0008035
-0.9	-0.9	844	0.000924	874	0.0009568
-0.88	-0.88	1067	0.001168	1063.6667	0.001164
-0.86	-0.86	1280	0.001401	1346	0.001474
-0.84	-0.84	1691	0.001851	1719.6667	0.001883
-0.82	-0.82	2188	0.002395	2206.3333	0.002415
-0.8	-0.8	2740	0.003	2875.6667	0.003148
-0.78	-0.78	3699	0.004049	3723.6667	0.004076
-0.76	-0.76	4732	0.00518	4776.3333	0.005229
-0.74	-0.74	5898	0.006457	6092.6667	0.00667
-0.72	-0.72	7648	0.008372	7634.6667	0.008358
-0.7	-0.7	9358	0.01024	9635.6667	0.01055
-0.68	-0.68	11901	0.01303	11941	0.01307
-0.66	-0.66	14564	0.01594	14602	0.01599
-0.64	-0.64	17341	0.01898	17781	0.01947
-0.62	-0.62	21438	0.02347	21440.3333	0.02347
-0.6	-0.6	25542	0.02796	25562.6667	0.02798
-0.58	-0.58	29708	0.03252	29821.3333	0.03265
-0.56	-0.56	34214	0.03746	34271.6667	0.03752
-0.54	-0.54	38893	0.04258	38670.3333	0.04233
-0.52	-0.52	42904	0.04697	42986.3333	0.04706
-0.5	-0.5	47162	0.05163	46823.3333	0.05126
-0.48	-0.48	50404	0.05518	49946.6667	0.05468
-0.46	-0.46	52274	0.05723	52057	0.05699
-0.44	-0.44	53493	0.05856	52851.6667	0.05786
-0.42	-0.42	52788	0.05779	52554.6667	0.05753
-0.4	-0.4	51383	0.05625	50776.6667	0.05559
-0.38	-0.38	48159	0.05272	48055	0.05261
-0.36	-0.36	44623	0.04885	44174	0.04836
-0.34	-0.34	39740	0.0435	39758.6667	0.04352
-0.32	-0.32	34913	0.03822	34835	0.03813
-0.3	-0.3	29852	0.03268	30024	0.03287
-0.28	-0.28	25307	0.0277	25216.3333	0.02761
-0.26	-0.26	20490	0.02243	20821.3333	0.02279
-0.24	-0.24	16667	0.01825	16835	0.01843
-0.22	-0.22	13348	0.01461	13568.3333	0.01485
-0.2	-0.2	10690	0.0117	10790	0.01181
-0.18	-0.18	8332	0.009121	8507.3333	0.009313
-0.16	-0.16	6500	0.007116	6636.3333	0.007265
-0.14	-0.14	5077	0.005558	5200.6667	0.005693
-0.12	-0.12	4025	0.004406	4100.6667	0.004489
-0.1	-0.1	3200	0.003503	3267.3333	0.003577
-0.08	-0.08	2577	0.002821	2615	0.002863
-0.06	-0.06	2068	0.002264	2086	0.002284
-0.04	-0.04	1613	0.001766	1671	0.001829
-0.02	-0.02	1332	0.001458	1354.6667	0.001483
0	0	1119	0.001225	1136	0.001244
0.02	0.02	957	0.001048	945.3333	0.001035
0.04	0.04	760	0.000832	785.3333	0.0008597
0.06	0.06	639	0.0006995	650.3333	0.0007119
0.08	0.08	552	0.0006043	555.6667	0.0006083
0.1	0.1	476	0.0005211	477	0.0005222
0.12	0.12	403	0.0004412	409.3333	0.0004481
0.14	0.14	349	0.0003821	344	0.0003766
0.16	0.16	280	0.0003065	289.3333	0.0003167
0.18	0.18	239	0.0002616	244	0.0002671
0.2	0.2	213	0.0002332	214.3333	0.0002346
0.22	0.22	191	0.0002091	182.6667	0.0002
0.24	0.24	144	0.0001576	159	0.0001741
0.26	0.26	142	0.0001555	140.3333	0.0001536
0.28	0.28	135	0.0001478	126.3333	0.0001383
0.3	0.3	102	0.0001117	109	0.0001193
0.32	0.32	90	0.00009853	90	0.00009853
0.34	0.34	78	0.00008539	80	0.00008758
0.36	0.36	72	0.00007882	69	0.00007554
0.38	0.38	57	0.0000624	58.6667	0.00006422
0.4	0.4	47	0.00005145	48.6667	0.00005328
0.42	0.42	42	0.00004598	39.3333	0.00004306
0.44	0.44	29	0.00003175	35	0.00003832
0.46	0.46	34	0.00003722	29.6667	0.00003248
0.48	0.48	26	0.00002846	27.3333	0.00002992
0.5	0.5	22	0.00002408	23	0.00002518
0.52	0.52	21	0.00002299	21.6667	0.00002372
0.54	0.54	22	0.00002408	17.6667	0.00001934
0.56	0.56	10	0.00001095	16.6667	0.00001825
0.58	0.58	18	0.00001971	11.6667	0.00001277
0.6	0.6	7	7.6631E-6	10.3333	0.00001131
0.62	0.62	6	6.5684E-6	7.3333	8.0280E-6
0.64	0.64	9	9.8526E-6	7	7.6631E-6
0.66	0.66	6	6.5684E-6	7.3333	8.0280E-6
0.68	0.68	7	7.6631E-6	6.3333	6.9333E-6
0.7	0.7	6	6.5684E-6	5	5.4736E-6
0.72	0.72	2	2.1895E-6	2.6667	2.9193E-6
0.74	0.74	0	0	1.3333	1.4596E-6
0.76	0.76	2	2.1895E-6	1	1.0947E-6
0.78	0.78	1	1.0947E-6	1.6667	1.8245E-6
0.8	0.8	2	2.1895E-6	2	2.1895E-6
0.82	0.82	3	3.2842E-6	1.6667	1.8245E-6
0.84	0.84	0	0	1.3333	1.4596E-6
0.86	0.86	1	1.0947E-6	0.3333	3.6491E-7
0.88	0.88	0	0	0.3333	3.6491E-7
0.9	0.9	0	0	0	0
0.92	0.92	0	0	0	0
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
