GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	52178	0.06055	47493.5	0.05511
-0.98	-0.98	42809	0.04968	44419.3333	0.05155
-0.96	-0.96	38271	0.04441	38470.3333	0.04464
-0.94	-0.94	34331	0.03984	34858	0.04045
-0.92	-0.92	31972	0.0371	32375.3333	0.03757
-0.9	-0.9	30823	0.03577	31019.3333	0.036
-0.88	-0.88	30263	0.03512	30177	0.03502
-0.86	-0.86	29445	0.03417	29764.6667	0.03454
-0.84	-0.84	29586	0.03433	29643.6667	0.0344
-0.82	-0.82	29900	0.0347	29519.6667	0.03426
-0.8	-0.8	29073	0.03374	29231	0.03392
-0.78	-0.78	28720	0.03333	28865	0.0335
-0.76	-0.76	28802	0.03342	28656	0.03325
-0.74	-0.74	28446	0.03301	28391.6667	0.03295
-0.72	-0.72	27927	0.03241	27875.3333	0.03235
-0.7	-0.7	27253	0.03162	27085.6667	0.03143
-0.68	-0.68	26077	0.03026	26262.3333	0.03048
-0.66	-0.66	25457	0.02954	25297.6667	0.02936
-0.64	-0.64	24359	0.02827	24468.6667	0.02839
-0.62	-0.62	23590	0.02737	23260.3333	0.02699
-0.6	-0.6	21832	0.02533	22200.3333	0.02576
-0.58	-0.58	21179	0.02458	20894.6667	0.02425
-0.56	-0.56	19673	0.02283	19750	0.02292
-0.54	-0.54	18398	0.02135	18466.3333	0.02143
-0.52	-0.52	17328	0.02011	17414.3333	0.02021
-0.5	-0.5	16517	0.01917	16272.6667	0.01888
-0.48	-0.48	14973	0.01737	15127.3333	0.01755
-0.46	-0.46	13892	0.01612	13919.3333	0.01615
-0.44	-0.44	12893	0.01496	12884.3333	0.01495
-0.42	-0.42	11868	0.01377	11815.3333	0.01371
-0.4	-0.4	10685	0.0124	10832.3333	0.01257
-0.38	-0.38	9944	0.01154	9890	0.01148
-0.36	-0.36	9041	0.01049	9053.3333	0.01051
-0.34	-0.34	8175	0.009486	8205	0.009521
-0.32	-0.32	7399	0.008586	7471.6667	0.00867
-0.3	-0.3	6841	0.007938	6778.6667	0.007866
-0.28	-0.28	6096	0.007074	6185	0.007177
-0.26	-0.26	5618	0.006519	5634.3333	0.006538
-0.24	-0.24	5189	0.006021	5177.3333	0.006008
-0.22	-0.22	4725	0.005483	4730	0.005489
-0.2	-0.2	4276	0.004962	4320.6667	0.005014
-0.18	-0.18	3961	0.004596	3925.6667	0.004555
-0.16	-0.16	3540	0.004108	3542	0.00411
-0.14	-0.14	3125	0.003626	3225	0.003742
-0.12	-0.12	3010	0.003493	2918.3333	0.003386
-0.1	-0.1	2620	0.00304	2724.3333	0.003161
-0.08	-0.08	2543	0.002951	2504.3333	0.002906
-0.06	-0.06	2350	0.002727	2351.6667	0.002729
-0.04	-0.04	2162	0.002509	2127	0.002468
-0.02	-0.02	1869	0.002169	1976.6667	0.002294
0	0	1899	0.002204	1815	0.002106
0.02	0.02	1677	0.001946	1669.6667	0.001938
0.04	0.04	1433	0.001663	1505	0.001746
0.06	0.06	1405	0.00163	1367.6667	0.001587
0.08	0.08	1265	0.001468	1274	0.001478
0.1	0.1	1152	0.001337	1171.3333	0.001359
0.12	0.12	1097	0.001273	1119.3333	0.001299
0.14	0.14	1109	0.001287	1039	0.001206
0.16	0.16	911	0.001057	968.3333	0.001124
0.18	0.18	885	0.001027	887.6667	0.00103
0.2	0.2	867	0.001006	846	0.0009817
0.22	0.22	786	0.0009121	786.3333	0.0009125
0.24	0.24	706	0.0008193	721.6667	0.0008374
0.26	0.26	673	0.000781	667	0.000774
0.28	0.28	622	0.0007218	613	0.0007113
0.3	0.3	544	0.0006313	570	0.0006614
0.32	0.32	544	0.0006313	524.6667	0.0006088
0.34	0.34	486	0.000564	495.6667	0.0005752
0.36	0.36	457	0.0005303	449.6667	0.0005218
0.38	0.38	406	0.0004711	423	0.0004909
0.4	0.4	406	0.0004711	399	0.000463
0.42	0.42	385	0.0004468	383.6667	0.0004452
0.44	0.44	360	0.0004178	352	0.0004085
0.46	0.46	311	0.0003609	320.6667	0.0003721
0.48	0.48	291	0.0003377	302.6667	0.0003512
0.5	0.5	306	0.0003551	290.3333	0.0003369
0.52	0.52	274	0.000318	273	0.0003168
0.54	0.54	239	0.0002773	238	0.0002762
0.56	0.56	201	0.0002332	213.6667	0.0002479
0.58	0.58	201	0.0002332	192	0.0002228
0.6	0.6	174	0.0002019	170.3333	0.0001977
0.62	0.62	136	0.0001578	142.3333	0.0001652
0.64	0.64	117	0.0001358	117	0.0001358
0.66	0.66	98	0.0001137	101.6667	0.000118
0.68	0.68	90	0.0001044	90	0.0001044
0.7	0.7	82	0.00009515	83.3333	0.0000967
0.72	0.72	78	0.00009051	77	0.00008935
0.74	0.74	71	0.00008239	64.3333	0.00007465
0.76	0.76	44	0.00005106	51	0.00005918
0.78	0.78	38	0.0000441	36.3333	0.00004216
0.8	0.8	27	0.00003133	32.3333	0.00003752
0.82	0.82	32	0.00003713	23.6667	0.00002746
0.84	0.84	12	0.00001393	19.3333	0.00002243
0.86	0.86	14	0.00001625	11.3333	0.00001315
0.88	0.88	8	9.2833E-6	10.6667	0.00001238
0.9	0.9	10	0.0000116	6.3333	7.3493E-6
0.92	0.92	1	1.1604E-6	4	4.6417E-6
0.94	0.94	1	1.1604E-6	1	1.1604E-6
0.96	0.96	1	1.1604E-6	0.6667	7.7361E-7
0.98	0.98	0	0	0.5	5.8021E-7
