GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	0	0	0	0
-0.98	-0.98	0	0	0	0
-0.96	-0.96	0	0	0	0
-0.94	-0.94	0	0	0	0
-0.92	-0.92	0	0	0	0
-0.9	-0.9	0	0	0	0
-0.88	-0.88	0	0	0	0
-0.86	-0.86	0	0	0	0
-0.84	-0.84	0	0	1.6667	3.9091E-6
-0.82	-0.82	5	0.00001173	3	7.0364E-6
-0.8	-0.8	4	9.3819E-6	5.3333	0.00001251
-0.78	-0.78	7	0.00001642	9	0.00002111
-0.76	-0.76	16	0.00003753	14.6667	0.0000344
-0.74	-0.74	21	0.00004925	29.3333	0.0000688
-0.72	-0.72	51	0.0001196	49	0.0001149
-0.7	-0.7	75	0.0001759	86.3333	0.0002025
-0.68	-0.68	133	0.0003119	150.6667	0.0003534
-0.66	-0.66	244	0.0005723	265.3333	0.0006223
-0.64	-0.64	419	0.0009827	437	0.001025
-0.62	-0.62	648	0.00152	718.6667	0.001686
-0.6	-0.6	1089	0.002554	1158.3333	0.002717
-0.58	-0.58	1738	0.004076	1843.6667	0.004324
-0.56	-0.56	2704	0.006342	2904.3333	0.006812
-0.54	-0.54	4271	0.01002	4411.6667	0.01035
-0.52	-0.52	6260	0.01468	6582	0.01544
-0.5	-0.5	9215	0.02161	9255.3333	0.02171
-0.48	-0.48	12291	0.02883	12517.3333	0.02936
-0.46	-0.46	16046	0.03764	16300.6667	0.03823
-0.44	-0.44	20565	0.04823	20503	0.04809
-0.42	-0.42	24898	0.0584	24810.3333	0.05819
-0.4	-0.4	28968	0.06794	28685	0.06728
-0.38	-0.38	32189	0.0755	31846.3333	0.07469
-0.36	-0.36	34382	0.08064	33960	0.07965
-0.34	-0.34	35309	0.08282	34712	0.08142
-0.32	-0.32	34445	0.08079	33962.6667	0.07966
-0.3	-0.3	32134	0.07537	31843	0.07469
-0.28	-0.28	28950	0.0679	28478	0.06679
-0.26	-0.26	24350	0.05711	24542.3333	0.05756
-0.24	-0.24	20327	0.04768	20276	0.04756
-0.22	-0.22	16151	0.03788	16099.6667	0.03776
-0.2	-0.2	11821	0.02773	12254.3333	0.02874
-0.18	-0.18	8791	0.02062	8945.6667	0.02098
-0.16	-0.16	6225	0.0146	6443.3333	0.01511
-0.14	-0.14	4314	0.01012	4449.3333	0.01044
-0.12	-0.12	2809	0.006588	2978.3333	0.006986
-0.1	-0.1	1812	0.00425	1889.3333	0.004431
-0.08	-0.08	1047	0.002456	1177.3333	0.002761
-0.06	-0.06	673	0.001578	714.6667	0.001676
-0.04	-0.04	424	0.0009945	456	0.00107
-0.02	-0.02	271	0.0006356	272.3333	0.0006387
0	0	122	0.0002861	155	0.0003635
0.02	0.02	72	0.0001689	73.6667	0.0001728
0.04	0.04	27	0.00006333	39.6667	0.00009304
0.06	0.06	20	0.00004691	19.3333	0.00004535
0.08	0.08	11	0.0000258	12	0.00002815
0.1	0.1	5	0.00001173	6.3333	0.00001485
0.12	0.12	3	7.0364E-6	3.3333	7.8182E-6
0.14	0.14	2	4.6909E-6	1.6667	3.9091E-6
0.16	0.16	0	0	1	2.3455E-6
0.18	0.18	1	2.3455E-6	0.3333	7.8182E-7
0.2	0.2	0	0	0.3333	7.8182E-7
0.22	0.22	0	0	0	0
0.24	0.24	0	0	0	0
0.26	0.26	0	0	0	0
0.28	0.28	0	0	0	0
0.3	0.3	0	0	0	0
0.32	0.32	0	0	0	0
0.34	0.34	0	0	0	0
0.36	0.36	0	0	0	0
0.38	0.38	0	0	0	0
0.4	0.4	0	0	0	0
0.42	0.42	0	0	0	0
0.44	0.44	0	0	0	0
0.46	0.46	0	0	0	0
0.48	0.48	0	0	0	0
0.5	0.5	0	0	0	0
0.52	0.52	0	0	0	0
0.54	0.54	0	0	0	0
0.56	0.56	0	0	0	0
0.58	0.58	0	0	0	0
0.6	0.6	0	0	0	0
0.62	0.62	0	0	0	0
0.64	0.64	0	0	0	0
0.66	0.66	0	0	0	0
0.68	0.68	0	0	0	0
0.7	0.7	0	0	0	0
0.72	0.72	0	0	0	0
0.74	0.74	0	0	0	0
0.76	0.76	0	0	0	0
0.78	0.78	0	0	0	0
0.8	0.8	0	0	0	0
0.82	0.82	0	0	0	0
0.84	0.84	0	0	0	0
0.86	0.86	0	0	0	0
0.88	0.88	0	0	0	0
0.9	0.9	0	0	0	0
0.92	0.92	0	0	0	0
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
