GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	76499	0.09135	71327	0.08517
-0.98	-0.98	66155	0.079	65915	0.07871
-0.96	-0.96	55091	0.06579	55275.3333	0.06601
-0.94	-0.94	44580	0.05323	45806.6667	0.0547
-0.92	-0.92	37749	0.04508	38787.3333	0.04632
-0.9	-0.9	34033	0.04064	34409	0.04109
-0.88	-0.88	31445	0.03755	31674.6667	0.03782
-0.86	-0.86	29546	0.03528	29814	0.0356
-0.84	-0.84	28451	0.03397	28519	0.03406
-0.82	-0.82	27560	0.03291	27409.3333	0.03273
-0.8	-0.8	26217	0.03131	26542.3333	0.03169
-0.78	-0.78	25850	0.03087	25712.3333	0.0307
-0.76	-0.76	25070	0.02994	25031	0.02989
-0.74	-0.74	24173	0.02887	24195.6667	0.02889
-0.72	-0.72	23344	0.02788	23321.3333	0.02785
-0.7	-0.7	22447	0.0268	22538.6667	0.02691
-0.68	-0.68	21825	0.02606	21753	0.02598
-0.66	-0.66	20987	0.02506	20916.6667	0.02498
-0.64	-0.64	19938	0.02381	19998.6667	0.02388
-0.62	-0.62	19071	0.02277	18931.6667	0.02261
-0.6	-0.6	17786	0.02124	17967	0.02145
-0.58	-0.58	17044	0.02035	16921.6667	0.02021
-0.56	-0.56	15935	0.01903	15989.3333	0.01909
-0.54	-0.54	14989	0.0179	15053.3333	0.01798
-0.52	-0.52	14236	0.017	14222	0.01698
-0.5	-0.5	13441	0.01605	13406	0.01601
-0.48	-0.48	12541	0.01498	12411.3333	0.01482
-0.46	-0.46	11252	0.01344	11490.3333	0.01372
-0.44	-0.44	10678	0.01275	10716.6667	0.0128
-0.42	-0.42	10220	0.0122	10009.6667	0.01195
-0.4	-0.4	9131	0.0109	9279.3333	0.01108
-0.38	-0.38	8487	0.01013	8556	0.01022
-0.36	-0.36	8050	0.009613	7934.3333	0.009475
-0.34	-0.34	7266	0.008676	7330.6667	0.008754
-0.32	-0.32	6676	0.007972	6778	0.008094
-0.3	-0.3	6392	0.007633	6273.3333	0.007491
-0.28	-0.28	5752	0.006869	5802.3333	0.006929
-0.26	-0.26	5263	0.006285	5299.3333	0.006328
-0.24	-0.24	4883	0.005831	4888.3333	0.005837
-0.22	-0.22	4519	0.005396	4487.3333	0.005358
-0.2	-0.2	4060	0.004848	4128	0.004929
-0.18	-0.18	3805	0.004544	3788.6667	0.004524
-0.16	-0.16	3501	0.004181	3497.6667	0.004177
-0.14	-0.14	3187	0.003806	3205.3333	0.003828
-0.12	-0.12	2928	0.003496	2935.6667	0.003506
-0.1	-0.1	2692	0.003215	2709	0.003235
-0.08	-0.08	2507	0.002994	2521.3333	0.003011
-0.06	-0.06	2365	0.002824	2332.3333	0.002785
-0.04	-0.04	2125	0.002538	2116.6667	0.002528
-0.02	-0.02	1860	0.002221	1930.6667	0.002305
0	0	1807	0.002158	1746.6667	0.002086
0.02	0.02	1573	0.001878	1635.6667	0.001953
0.04	0.04	1527	0.001823	1490.3333	0.00178
0.06	0.06	1371	0.001637	1374	0.001641
0.08	0.08	1224	0.001462	1236.6667	0.001477
0.1	0.1	1115	0.001331	1136.6667	0.001357
0.12	0.12	1071	0.001279	1052.6667	0.001257
0.14	0.14	972	0.001161	986.3333	0.001178
0.16	0.16	916	0.001094	890.3333	0.001063
0.18	0.18	783	0.000935	819.3333	0.0009784
0.2	0.2	759	0.0009063	741.6667	0.0008856
0.22	0.22	683	0.0008156	698.3333	0.0008339
0.24	0.24	653	0.0007798	622	0.0007427
0.26	0.26	530	0.0006329	575	0.0006866
0.28	0.28	542	0.0006472	524	0.0006257
0.3	0.3	500	0.0005971	500.3333	0.0005975
0.32	0.32	459	0.0005481	441.6667	0.0005274
0.34	0.34	366	0.000437	393.6667	0.0004701
0.36	0.36	356	0.0004251	348.6667	0.0004163
0.38	0.38	324	0.0003869	336	0.0004012
0.4	0.4	328	0.0003917	315.3333	0.0003765
0.42	0.42	294	0.0003511	291.6667	0.0003483
0.44	0.44	253	0.0003021	258.3333	0.0003085
0.46	0.46	228	0.0002723	230	0.0002746
0.48	0.48	209	0.0002496	213.3333	0.0002547
0.5	0.5	203	0.0002424	193.3333	0.0002309
0.52	0.52	168	0.0002006	174.3333	0.0002082
0.54	0.54	152	0.0001815	152	0.0001815
0.56	0.56	136	0.0001624	135.6667	0.000162
0.58	0.58	119	0.0001421	124.6667	0.0001489
0.6	0.6	119	0.0001421	117.6667	0.0001405
0.62	0.62	115	0.0001373	108.3333	0.0001294
0.64	0.64	91	0.0001087	92.6667	0.0001107
0.66	0.66	72	0.00008598	74.6667	0.00008916
0.68	0.68	61	0.00007284	61.6667	0.00007364
0.7	0.7	52	0.00006209	53.6667	0.00006408
0.72	0.72	48	0.00005732	47.6667	0.00005692
0.74	0.74	43	0.00005135	40.3333	0.00004816
0.76	0.76	30	0.00003582	31.3333	0.00003742
0.78	0.78	21	0.00002508	21.6667	0.00002587
0.8	0.8	14	0.00001672	17.6667	0.0000211
0.82	0.82	18	0.00002149	13.6667	0.00001632
0.84	0.84	9	0.00001075	13	0.00001552
0.86	0.86	12	0.00001433	9	0.00001075
0.88	0.88	6	7.1647E-6	6	7.1647E-6
0.9	0.9	0	0	2.6667	3.1843E-6
0.92	0.92	2	2.3882E-6	0.6667	7.9608E-7
0.94	0.94	0	0	0.6667	7.9608E-7
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
