GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	887	0.0009715	785.5	0.0008603
-0.98	-0.98	684	0.0007491	763.3333	0.000836
-0.96	-0.96	719	0.0007875	739.3333	0.0008097
-0.94	-0.94	815	0.0008926	802	0.0008784
-0.92	-0.92	872	0.000955	893.6667	0.0009788
-0.9	-0.9	994	0.001089	966.6667	0.001059
-0.88	-0.88	1034	0.001132	1062	0.001163
-0.86	-0.86	1158	0.001268	1170.3333	0.001282
-0.84	-0.84	1319	0.001445	1389.3333	0.001522
-0.82	-0.82	1691	0.001852	1631.3333	0.001787
-0.8	-0.8	1884	0.002063	1983.6667	0.002173
-0.78	-0.78	2376	0.002602	2346.6667	0.00257
-0.76	-0.76	2780	0.003045	2850.3333	0.003122
-0.74	-0.74	3395	0.003718	3508.3333	0.003842
-0.72	-0.72	4350	0.004764	4369.3333	0.004785
-0.7	-0.7	5363	0.005874	5511.3333	0.006036
-0.68	-0.68	6821	0.007471	6919.6667	0.007579
-0.66	-0.66	8575	0.009392	8789.3333	0.009626
-0.64	-0.64	10972	0.01202	11097.3333	0.01215
-0.62	-0.62	13745	0.01505	14051.6667	0.01539
-0.6	-0.6	17438	0.0191	17573.3333	0.01925
-0.58	-0.58	21537	0.02359	21938	0.02403
-0.56	-0.56	26839	0.02939	26967.3333	0.02954
-0.54	-0.54	32526	0.03562	32571.3333	0.03567
-0.52	-0.52	38349	0.042	38450.6667	0.04211
-0.5	-0.5	44477	0.04871	44418.6667	0.04865
-0.48	-0.48	50430	0.05523	49878	0.05463
-0.46	-0.46	54727	0.05994	54056.3333	0.0592
-0.44	-0.44	57012	0.06244	56866	0.06228
-0.42	-0.42	58859	0.06446	57733.6667	0.06323
-0.4	-0.4	57330	0.06279	56884	0.0623
-0.38	-0.38	54463	0.05965	53825.6667	0.05895
-0.36	-0.36	49684	0.05442	49515	0.05423
-0.34	-0.34	44398	0.04863	44380.3333	0.04861
-0.32	-0.32	39059	0.04278	38961	0.04267
-0.3	-0.3	33426	0.03661	33341	0.03652
-0.28	-0.28	27538	0.03016	28010.6667	0.03068
-0.26	-0.26	23068	0.02526	23290.6667	0.02551
-0.24	-0.24	19266	0.0211	19299	0.02114
-0.22	-0.22	15563	0.01705	15884	0.0174
-0.2	-0.2	12823	0.01404	13053	0.0143
-0.18	-0.18	10773	0.0118	10750.3333	0.01177
-0.16	-0.16	8655	0.009479	8874.3333	0.009719
-0.14	-0.14	7195	0.00788	7255.3333	0.007946
-0.12	-0.12	5916	0.006479	6031.3333	0.006606
-0.1	-0.1	4983	0.005458	4977.6667	0.005452
-0.08	-0.08	4034	0.004418	4157.6667	0.004554
-0.06	-0.06	3456	0.003785	3447.6667	0.003776
-0.04	-0.04	2853	0.003125	2932.3333	0.003212
-0.02	-0.02	2488	0.002725	2474	0.00271
0	0	2081	0.002279	2081	0.002279
0.02	0.02	1674	0.001833	1735.6667	0.001901
0.04	0.04	1452	0.00159	1453	0.001591
0.06	0.06	1233	0.00135	1230	0.001347
0.08	0.08	1005	0.001101	1035	0.001134
0.1	0.1	867	0.0009496	899.3333	0.000985
0.12	0.12	826	0.0009047	772	0.0008455
0.14	0.14	623	0.0006823	660.3333	0.0007232
0.16	0.16	532	0.0005827	532	0.0005827
0.18	0.18	441	0.000483	454.6667	0.000498
0.2	0.2	391	0.0004282	394.3333	0.0004319
0.22	0.22	351	0.0003844	345.6667	0.0003786
0.24	0.24	295	0.0003231	306.6667	0.0003359
0.26	0.26	274	0.0003001	270.6667	0.0002964
0.28	0.28	243	0.0002661	244.3333	0.0002676
0.3	0.3	216	0.0002366	209.6667	0.0002296
0.32	0.32	170	0.0001862	181	0.0001982
0.34	0.34	157	0.000172	156.6667	0.0001716
0.36	0.36	143	0.0001566	144	0.0001577
0.38	0.38	132	0.0001446	137	0.00015
0.4	0.4	136	0.000149	131.3333	0.0001438
0.42	0.42	126	0.000138	119.3333	0.0001307
0.44	0.44	96	0.0001051	102.6667	0.0001124
0.46	0.46	86	0.00009419	90	0.00009857
0.48	0.48	88	0.00009638	84.6667	0.00009273
0.5	0.5	80	0.00008762	81.6667	0.00008944
0.52	0.52	77	0.00008433	77	0.00008433
0.54	0.54	74	0.00008105	69	0.00007557
0.56	0.56	56	0.00006133	63	0.000069
0.58	0.58	59	0.00006462	56.6667	0.00006206
0.6	0.6	55	0.00006024	49.3333	0.00005403
0.62	0.62	34	0.00003724	44	0.00004819
0.64	0.64	43	0.00004709	36.3333	0.00003979
0.66	0.66	32	0.00003505	38	0.00004162
0.68	0.68	39	0.00004271	35	0.00003833
0.7	0.7	34	0.00003724	31.3333	0.00003432
0.72	0.72	21	0.000023	28	0.00003067
0.74	0.74	29	0.00003176	22.3333	0.00002446
0.76	0.76	17	0.00001862	19.3333	0.00002117
0.78	0.78	12	0.00001314	13.6667	0.00001497
0.8	0.8	12	0.00001314	11.3333	0.00001241
0.82	0.82	10	0.00001095	9	9.8571E-6
0.84	0.84	5	5.4762E-6	7	7.6666E-6
0.86	0.86	6	6.5714E-6	4.6667	5.1111E-6
0.88	0.88	3	3.2857E-6	3	3.2857E-6
0.9	0.9	0	0	1.3333	1.4603E-6
0.92	0.92	1	1.0952E-6	0.3333	3.6508E-7
0.94	0.94	0	0	0.3333	3.6508E-7
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
