GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	67714	0.08002	61695	0.07291
-0.98	-0.98	55676	0.06579	57063.3333	0.06743
-0.96	-0.96	47800	0.05649	48335.6667	0.05712
-0.94	-0.94	41531	0.04908	41859.3333	0.04947
-0.92	-0.92	36247	0.04283	37314.6667	0.0441
-0.9	-0.9	34166	0.04037	34157	0.04036
-0.88	-0.88	32058	0.03788	32179	0.03803
-0.86	-0.86	30313	0.03582	30827.6667	0.03643
-0.84	-0.84	30112	0.03558	29861	0.03529
-0.82	-0.82	29158	0.03446	29034	0.03431
-0.8	-0.8	27832	0.03289	28179	0.0333
-0.78	-0.78	27547	0.03255	27516.3333	0.03252
-0.76	-0.76	27170	0.03211	26970.6667	0.03187
-0.74	-0.74	26195	0.03096	26136.6667	0.03089
-0.72	-0.72	25045	0.0296	25182.6667	0.02976
-0.7	-0.7	24308	0.02873	24235.6667	0.02864
-0.68	-0.68	23354	0.0276	23483.3333	0.02775
-0.66	-0.66	22788	0.02693	22473	0.02656
-0.64	-0.64	21277	0.02514	21502	0.02541
-0.62	-0.62	20441	0.02416	20281.3333	0.02397
-0.6	-0.6	19126	0.0226	19265.6667	0.02277
-0.58	-0.58	18230	0.02154	18167.3333	0.02147
-0.56	-0.56	17146	0.02026	17168.6667	0.02029
-0.54	-0.54	16130	0.01906	16085.6667	0.01901
-0.52	-0.52	14981	0.0177	15158.6667	0.01791
-0.5	-0.5	14365	0.01698	14245	0.01683
-0.48	-0.48	13389	0.01582	13258.6667	0.01567
-0.46	-0.46	12022	0.01421	12226.3333	0.01445
-0.44	-0.44	11268	0.01332	11257	0.0133
-0.42	-0.42	10481	0.01239	10408.3333	0.0123
-0.4	-0.4	9476	0.0112	9611.3333	0.01136
-0.38	-0.38	8877	0.01049	8798.3333	0.0104
-0.36	-0.36	8042	0.009503	8106	0.009579
-0.34	-0.34	7399	0.008744	7405.3333	0.008751
-0.32	-0.32	6775	0.008006	6798	0.008033
-0.3	-0.3	6220	0.00735	6229.3333	0.007361
-0.28	-0.28	5693	0.006728	5714.3333	0.006753
-0.26	-0.26	5230	0.00618	5295	0.006257
-0.24	-0.24	4962	0.005864	4913.3333	0.005806
-0.22	-0.22	4548	0.005374	4494.6667	0.005311
-0.2	-0.2	3974	0.004696	4097	0.004842
-0.18	-0.18	3769	0.004454	3710	0.004384
-0.16	-0.16	3387	0.004002	3404	0.004023
-0.14	-0.14	3056	0.003611	3059.6667	0.003616
-0.12	-0.12	2736	0.003233	2797.3333	0.003306
-0.1	-0.1	2600	0.003072	2601.3333	0.003074
-0.08	-0.08	2468	0.002916	2396.3333	0.002832
-0.06	-0.06	2121	0.002506	2200	0.0026
-0.04	-0.04	2011	0.002376	1957	0.002313
-0.02	-0.02	1739	0.002055	1851.3333	0.002188
0	0	1804	0.002132	1714.6667	0.002026
0.02	0.02	1601	0.001892	1624	0.001919
0.04	0.04	1467	0.001734	1462.3333	0.001728
0.06	0.06	1319	0.001559	1327	0.001568
0.08	0.08	1195	0.001412	1205	0.001424
0.1	0.1	1101	0.001301	1119.6667	0.001323
0.12	0.12	1063	0.001256	1051.3333	0.001242
0.14	0.14	990	0.00117	976	0.001153
0.16	0.16	875	0.001034	865.3333	0.001023
0.18	0.18	731	0.0008638	795.3333	0.0009399
0.2	0.2	780	0.0009217	755.6667	0.000893
0.22	0.22	756	0.0008934	730	0.0008627
0.24	0.24	654	0.0007728	661.6667	0.0007819
0.26	0.26	575	0.0006795	596.3333	0.0007047
0.28	0.28	560	0.0006618	540	0.0006381
0.3	0.3	485	0.0005731	508	0.0006003
0.32	0.32	479	0.000566	476.3333	0.0005629
0.34	0.34	465	0.0005495	449.6667	0.0005314
0.36	0.36	405	0.0004786	409	0.0004833
0.38	0.38	357	0.0004219	370.6667	0.000438
0.4	0.4	350	0.0004136	344	0.0004065
0.42	0.42	325	0.0003841	321.6667	0.0003801
0.44	0.44	290	0.0003427	294	0.0003474
0.46	0.46	267	0.0003155	260.3333	0.0003076
0.48	0.48	224	0.0002647	250.6667	0.0002962
0.5	0.5	261	0.0003084	235.3333	0.0002781
0.52	0.52	221	0.0002612	220.3333	0.0002604
0.54	0.54	179	0.0002115	183	0.0002163
0.56	0.56	149	0.0001761	155	0.0001832
0.58	0.58	137	0.0001619	147	0.0001737
0.6	0.6	155	0.0001832	142	0.0001678
0.62	0.62	134	0.0001584	137.3333	0.0001623
0.64	0.64	123	0.0001454	120	0.0001418
0.66	0.66	103	0.0001217	101	0.0001194
0.68	0.68	77	0.00009099	80	0.00009454
0.7	0.7	60	0.0000709	64.3333	0.00007602
0.72	0.72	56	0.00006618	55.6667	0.00006578
0.74	0.74	51	0.00006027	50.6667	0.00005987
0.76	0.76	45	0.00005318	44.3333	0.00005239
0.78	0.78	37	0.00004372	35	0.00004136
0.8	0.8	23	0.00002718	28	0.00003309
0.82	0.82	24	0.00002836	18.6667	0.00002206
0.84	0.84	9	0.00001064	15.6667	0.00001851
0.86	0.86	14	0.00001654	9.3333	0.00001103
0.88	0.88	5	5.9086E-6	6.6667	7.8782E-6
0.9	0.9	1	1.1817E-6	2.3333	2.7574E-6
0.92	0.92	1	1.1817E-6	0.6667	7.8782E-7
0.94	0.94	0	0	0.3333	3.9391E-7
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
