GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	63461	0.07462	57701	0.06785
-0.98	-0.98	51941	0.06107	53331.6667	0.06271
-0.96	-0.96	44593	0.05243	45218	0.05317
-0.94	-0.94	39120	0.046	39558.3333	0.04651
-0.92	-0.92	34962	0.04111	35702.6667	0.04198
-0.9	-0.9	33026	0.03883	33239.6667	0.03908
-0.88	-0.88	31731	0.03731	31761.3333	0.03735
-0.86	-0.86	30527	0.03589	30845.6667	0.03627
-0.84	-0.84	30279	0.0356	30129	0.03543
-0.82	-0.82	29581	0.03478	29592	0.03479
-0.8	-0.8	28916	0.034	28874	0.03395
-0.78	-0.78	28125	0.03307	28288.3333	0.03326
-0.76	-0.76	27824	0.03272	27574.6667	0.03242
-0.74	-0.74	26775	0.03148	26849	0.03157
-0.72	-0.72	25948	0.03051	25983.6667	0.03055
-0.7	-0.7	25228	0.02966	25181	0.02961
-0.68	-0.68	24367	0.02865	24187	0.02844
-0.66	-0.66	22966	0.027	23196.6667	0.02727
-0.64	-0.64	22257	0.02617	22199.3333	0.0261
-0.62	-0.62	21375	0.02513	21131	0.02485
-0.6	-0.6	19761	0.02324	19963.3333	0.02347
-0.58	-0.58	18754	0.02205	18797	0.0221
-0.56	-0.56	17876	0.02102	17744.6667	0.02086
-0.54	-0.54	16604	0.01952	16587	0.0195
-0.52	-0.52	15281	0.01797	15495.6667	0.01822
-0.5	-0.5	14602	0.01717	14444	0.01698
-0.48	-0.48	13449	0.01581	13447.3333	0.01581
-0.46	-0.46	12291	0.01445	12443.6667	0.01463
-0.44	-0.44	11591	0.01363	11521	0.01355
-0.42	-0.42	10681	0.01256	10595.6667	0.01246
-0.4	-0.4	9515	0.01119	9705	0.01141
-0.38	-0.38	8919	0.01049	8871	0.01043
-0.36	-0.36	8179	0.009617	8180.6667	0.009619
-0.34	-0.34	7444	0.008753	7539.3333	0.008865
-0.32	-0.32	6995	0.008225	6889.3333	0.008101
-0.3	-0.3	6229	0.007324	6354.3333	0.007472
-0.28	-0.28	5839	0.006866	5811	0.006833
-0.26	-0.26	5365	0.006308	5360.3333	0.006303
-0.24	-0.24	4877	0.005734	4914	0.005778
-0.22	-0.22	4500	0.005291	4465	0.00525
-0.2	-0.2	4018	0.004724	4095.3333	0.004815
-0.18	-0.18	3768	0.00443	3716.6667	0.00437
-0.16	-0.16	3364	0.003955	3426.3333	0.004029
-0.14	-0.14	3147	0.0037	3196.3333	0.003758
-0.12	-0.12	3078	0.003619	2952	0.003471
-0.1	-0.1	2631	0.003094	2722	0.003201
-0.08	-0.08	2457	0.002889	2454	0.002885
-0.06	-0.06	2274	0.002674	2281.3333	0.002682
-0.04	-0.04	2113	0.002484	2093	0.002461
-0.02	-0.02	1892	0.002225	1950.6667	0.002294
0	0	1847	0.002172	1804.3333	0.002122
0.02	0.02	1674	0.001968	1677.6667	0.001973
0.04	0.04	1512	0.001778	1539	0.00181
0.06	0.06	1431	0.001683	1420	0.00167
0.08	0.08	1317	0.001549	1336.6667	0.001572
0.1	0.1	1262	0.001484	1245	0.001464
0.12	0.12	1156	0.001359	1169.3333	0.001375
0.14	0.14	1090	0.001282	1092	0.001284
0.16	0.16	1030	0.001211	1008	0.001185
0.18	0.18	904	0.001063	943	0.001109
0.2	0.2	895	0.001052	856.3333	0.001007
0.22	0.22	770	0.0009054	798.6667	0.0009391
0.24	0.24	731	0.0008595	735.3333	0.0008646
0.26	0.26	705	0.0008289	696.3333	0.0008188
0.28	0.28	653	0.0007678	663	0.0007796
0.3	0.3	631	0.0007419	610	0.0007172
0.32	0.32	546	0.000642	561.6667	0.0006604
0.34	0.34	508	0.0005973	500.6667	0.0005887
0.36	0.36	448	0.0005268	455.3333	0.0005354
0.38	0.38	410	0.0004821	423.3333	0.0004978
0.4	0.4	412	0.0004844	384	0.0004515
0.42	0.42	330	0.000388	364.3333	0.0004284
0.44	0.44	351	0.0004127	338.3333	0.0003978
0.46	0.46	334	0.0003927	320	0.0003763
0.48	0.48	275	0.0003233	298.6667	0.0003512
0.5	0.5	287	0.0003375	279.6667	0.0003288
0.52	0.52	277	0.0003257	263.3333	0.0003096
0.54	0.54	226	0.0002657	243.3333	0.0002861
0.56	0.56	227	0.0002669	214	0.0002516
0.58	0.58	189	0.0002222	197.6667	0.0002324
0.6	0.6	177	0.0002081	162.6667	0.0001913
0.62	0.62	122	0.0001434	148.6667	0.0001748
0.64	0.64	147	0.0001728	123.3333	0.000145
0.66	0.66	101	0.0001188	113.3333	0.0001333
0.68	0.68	92	0.0001082	86	0.0001011
0.7	0.7	65	0.00007643	79.6667	0.00009367
0.72	0.72	82	0.00009642	69	0.00008113
0.74	0.74	60	0.00007055	59.6667	0.00007016
0.76	0.76	37	0.00004351	42	0.00004938
0.78	0.78	29	0.0000341	31	0.00003645
0.8	0.8	27	0.00003175	29	0.0000341
0.82	0.82	31	0.00003645	25.6667	0.00003018
0.84	0.84	19	0.00002234	20	0.00002352
0.86	0.86	10	0.00001176	11.3333	0.00001333
0.88	0.88	5	5.8791E-6	5.6667	6.6629E-6
0.9	0.9	2	2.3516E-6	3.6667	4.3113E-6
0.92	0.92	4	4.7033E-6	2	2.3516E-6
0.94	0.94	0	0	2	2.3516E-6
0.96	0.96	2	2.3516E-6	0.6667	7.8388E-7
0.98	0.98	0	0	1	1.1758E-6
