cnum	sn2	sn1	press_sim	comp
18	0.02931986563	0.02294253185	0	18:0/18:1 P-PE
3	0.2206774652	0.1529149413	500	18:0/18:1 P-PE
4	0.221176073	0.1961331218	500	18:0/18:1 P-PE
5	0.2321033627	0.2178515494	500	18:0/18:1 P-PE
6	0.2132618874	0.2349304259	500	18:0/18:1 P-PE
7	0.2018550634	0.2346340716	500	18:0/18:1 P-PE
8	0.1259267926	0.2363495231	500	18:0/18:1 P-PE
9	0.08199382573	0.2285136133	500	18:0/18:1 P-PE
10	0.07044620812	0.2213128507	500	18:0/18:1 P-PE
11	0.09903841466	0.2078844607	500	18:0/18:1 P-PE
12	0.1494089514	0.1953624189	500	18:0/18:1 P-PE
13	0.1546714455	0.1782721728	500	18:0/18:1 P-PE
14	0.1598851085	0.1618679464	500	18:0/18:1 P-PE
15	0.1432158947	0.1408406049	500	18:0/18:1 P-PE
16	0.1297668666	0.1187986434	500	18:0/18:1 P-PE
17	0.09799262881	0.08908476681	500	18:0/18:1 P-PE
18	0.03345316276	0.02584982105	500	18:0/18:1 P-PE
3	0.2269054204	0.1590442359	1000	18:0/18:1 P-PE
4	0.2285763025	0.2046984732	1000	18:0/18:1 P-PE
5	0.2411006242	0.2277429998	1000	18:0/18:1 P-PE
6	0.2230943888	0.2465603352	1000	18:0/18:1 P-PE
7	0.2116646469	0.2480492145	1000	18:0/18:1 P-PE
8	0.1315534264	0.2503696084	1000	18:0/18:1 P-PE
9	0.08273760974	0.2436291128	1000	18:0/18:1 P-PE
10	0.07562469691	0.2375903279	1000	18:0/18:1 P-PE
11	0.1108820662	0.2250327468	1000	18:0/18:1 P-PE
12	0.1655417532	0.212467134	1000	18:0/18:1 P-PE
13	0.1727529913	0.1953275651	1000	18:0/18:1 P-PE
14	0.1787461787	0.1782970876	1000	18:0/18:1 P-PE
15	0.1614314318	0.1567729563	1000	18:0/18:1 P-PE
16	0.1468019783	0.1325720698	1000	18:0/18:1 P-PE
17	0.1117655039	0.09968802333	1000	18:0/18:1 P-PE
18	0.03830749914	0.02893558145	1000	18:0/18:1 P-PE
