N	Nu	chi2	comment	d	dof	eta1	offs	q	rhor	scal	sigC	sigH	zH	shot	time	N_err	Nu_err	d_err	eta1_err	offs_err	rhor_err	scal_err	sigC_err	zH_err
22.30398210439091	8.908048363943621e-06	118374.2897300156	[]	64.59687063836274	491.0	0.7089934030298909	0.2066411397549754	@->X	-1.752286483171474	2.761501122870525e-07	5.739459906584124	3.0	7.535718366567241	S3_PEO_16C_044MPa_X3_Y2_mcg.par	20220202 152145	20.29346592630744	1.603338352595702	0.4260782406096232	0.0918702776742475	0.0020003032292581	0.7027270728224342	2.7356697137297085e-07	1.8831213389069088	1.547421028545797
22.458012353726744	7.782843979738118e-07	109752.44576079176	[]	71.62453827040125	491.0	0.7290101989568714	0.1991951584024834	@->X	-1.6475044008967392	1.4605648503651057e-07	5.988826408235126	3.0	11.021359939718298	S3_PEO_16C_155MPa_X3_Y7_mcg.par	20220202 152221	24.12065399532036	0.9204504301621784	0.6297596475258596	0.0824561487637271	0.0013148445267296	1.6471509437188978	2.9395514353862844e-07	4.126250866573046	0.4561812027940531
189.03772395308036	117.4635224589528	85462.34158836909	[]	5631.765450872206	491.0	0.6205261368499493	0.2065532787459072	@->X	-0.4271796051446044	7.383636486139412e-08	17.37613722188726	3.0	5.825510270807466	S3_PEO_08C_088MPa_X1_Y4_mcg.par	20220202 152705									
2.00000590257456	10.475762274616956	81887.81946556368	[]	7485.554019574235	491.0	0.7374626106705132	0.0639983630710586	@->X	-0.5866026040877239	-1.739517267798189e-06	10.701219947407964	3.0	8.336327899084177	S3_PEO_04C_066MPa_X0_Y3_mcg.par	20220202 152226									
9.230558174659343	17.706314647556837	76127.73514734396	[]	7485.554019574235	491.0	0.7374626106705132	0.2085000850798399	@->X	-0.428278749187243	8.257164997169263e-07	17.17614152199624	3.0	5.708879142397383	S3_PEO_08C_066MPa_X1_Y3_mcg.par	20220202 152210									
24.258235099238032	19.79571234662937	74149.76261813311	[]	2386.679233899601	491.0	0.4376851998521118	0.207692039451696	@->X	-1.7667702437460235	8.21188706589087e-08	2.204507498847087	3.0	23.974641671745616	S3_PEO_08C_133MPa_X1_Y6_mcg.par	20220202 152731									
30.215153074065903	3.46250004109874e-06	64125.57308587095	[]	5168.534010248763	491.0	0.5993542962779759	0.0911323857951473	@->X	-1.162087382602672	-1.4094335038971172e-05	5.167860546640944	3.0	4.346578533159936	S3_PEO_04C_111MPa_X0_Y5_mcg.par	20220202 152819									
31.54923302246486	1.600068569930909e-05	53932.48168941448	[]	6558.65973522322	491.0	0.6789943737602313	0.0387150754158912	@->X	-0.6756194405822809	-2.134005854760949e-07	9.997541541541274	3.0	7.58950561262616	S3_PEO_04C_088MPa_X0_Y4_mcg.par	20220202 152756									
157.65812471884217	163.5363756141972	38538.66905223351	[]	6557.934375957251	491.0	0.7339039597154354	0.1100114784405272	@->X	-9.672321244679146	-1.708425666291755e-07	0.6116603125650066	3.0	-1.5951557907506084	S3_PEO_04C_044MPa_X0_Y2_mcg.par	20220202 152419									
51.82579312132769	5.725547944300925e-06	37651.12431079611	[]	138.9734794038671	491.0	0.0917288257621388	0.118767295822701	@->X	-4.539471168351636	-2.703660270324952e-06	1.3221096724259116	3.0	-0.0002156710517999	S3_PEO_04C_200MPa_X0_Y9_mcg.par	20220202 155839	366.6313412972812	8.459322909833654	3.436597766560043	0.0473633953858303	0.0272731134990755	1.39195566863723	1.961186005904952e-05	0.3561284209492188	289.90497209830187
80.18371793787149	17.50783236702817	36382.69276029943	[]	133.40973766860046	491.0	0.1102790111600088	0.1007026074860172	@->X	-5.949197305576405	-7.917547874331861e-07	1.0015375132530706	3.0	-0.7934381661344185	S3_PEO_04C_177MPa_X0_Y8_mcg.par	20220202 155830									
61.67919834293499	44.34032634536297	36019.905749219	[]	3777.606622074182	491.0	0.5185197480650439	0.1016273670079104	@->X	-6.99670459927317	-6.026300351040954e-07	0.8490954539941256	3.0	1.181325364439065	S3_PEO_04C_133MPa_X0_Y6_mcg.par	20220202 152919									
152.94441349863476	135.56816900889697	35900.59955301572	[]	133.4486575144976	491.0	0.0951272362445963	0.1036424982924665	@->X	-7.381402081421626	-2.1970225937338666e-07	0.8063444757259867	3.0	1.205307526946508	S3_PEO_04C_155MPa_X0_Y7_mcg.par	20220202 155730									
20.763110418389637	14.67840198014702	28983.232073044062	[]	3774.8102594598304	491.0	0.7023271045925716	0.1274227943011945	@->X	-12.893561754285514	-1.6506305630928144e-06	0.4551382092013197	3.0	1.828122998434361	S3_PEO_04C_000MPa_X0_Y0_mcg.par	20220202 152617									
43.34948459345815	44.5299537589172	28157.78369382743	[]	5166.406454966354	491.0	0.7203816848094675	0.118253347466001	@->X	-11.39217572394933	-6.359174031742314e-07	0.5181982607340381	3.0	-1.7141094756951554	S3_PEO_04C_022MPa_X0_Y1_mcg.par	20220202 152528									
9.859913744073678	20.67757071963431	12078.502321300188	[]	72.12535718263219	491.0	0.3342149384535974	0.2110947730144017	@->X	-0.612890957565496	2.0053416437966497e-07	8.977260641597308	3.0	18.07833046855568	S3_PEO_16C_111MPa_X3_Y5_mcg.par	20220202 152151	1.6202220746265763	4.959404389980858	0.2460530453318314	0.0429024496264456	0.0004273176787638	0.0290170061897279	4.3417112736719215e-08	0.5015928365521155	0.0864817925128563
7.172658005743991	22.30778630239397	9761.348092967944	[]	70.39974476611923	491.0	0.2697167153882577	0.2123898903839189	@->X	-0.6510453930699911	1.958100336442055e-07	8.438098929628921	3.0	18.077083287292997	S3_PEO_16C_088MPa_X3_Y4_mcg.par	20220202 152143	0.9415195233442216	4.768639073666309	0.261176337796456	0.0351731155013845	0.0003831463677442	0.0286147605936483	3.890179701741408e-08	0.4268235528622219	0.0900724999406499
48.12440958753345	36.99797514409816	6840.705093876083	[]	79.80994464178832	491.0	0.1751431505668964	0.0277555696221451	@->X	-1.1862332514583602	2.3485088444283025e-08	4.098058910622792	3.0	23.34004219306104	S3_PEO_20C_200MPa_X4_Y9_mcg.par	20220202 152332									
50.38458951891296	4.613780835592341	3525.987554275243	[]	74.35695635481748	497.0	0.5019346392204744	0.0281666053260439	@->X	-0.7609746176829442	4.7734692449878235e-08	5.886088971007324	3.0	20.688654619722843	S3_PEO_20C_155MPa_X4_Y7_mcg.par	20220202 152208									
50.38458951891296	4.613780835592341	3310.07937435117	[]	73.22602856048925	491.0	0.5019346392204744	0.0281666053260439	@->X	-0.7609746176829442	4.9598304525663746e-08	5.886088971007324	3.0	20.262563123977117	S3_PEO_20C_133MPa_X4_Y6_mcg.par	20220202 152152	42.33149438387043	7.405645671699239	0.1709907390620169	0.0618137672567532	0.0004596539723844	0.059080704072836	4.0621722402432046e-08	0.5666579794849004	0.2535042932232926
50.38458951891296	4.613780835592341	3158.6030454915394	[]	77.3083998801962	494.0	0.5376670048103819	0.0281666053260439	@->X	-0.9760182543275562	4.1915994270021624e-08	4.389856561954209	3.0	21.73742306561365	S3_PEO_20C_177MPa_X4_Y8_mcg.par	20220202 152222									
20.592670824527968	6.1428248227568805	2956.6363960346603	[]	64.4570526454418	491.0	0.2124838078671284	0.0304116763393228	@->X	-1.0107041086764554	8.033061264386245e-08	6.45096007529155	3.0	18.1706960311384	S3_PEO_20C_000MPa_X4_Y0_mcg.par	20220202 152147	2.348343764920612	1.2687186309871006	0.0618514551365334	0.0161453316060836	0.0004660907303261	0.1129502627172024	1.3185918618020633e-08	0.764852792138946	0.3635803059116232
20.845428628796807	8.12389780356719	2224.668271915902	[]	72.20857754441644	491.0	0.4567815755360256	0.0283304576812466	@->X	-0.7231487720631312	1.0047853239125577e-07	6.148821644904153	3.0	19.919871848538783	S3_PEO_20C_111MPa_X4_Y5_mcg.par	20220202 152141	7.825464916743817	4.1573214680562325	0.1713852698754306	0.0624611185528843	0.00038388437588	0.0449843775172937	3.60799861096475e-08	0.4783538422387351	0.2043136148829373
19.85560222638596	15.275791401224724	1703.3379512256183	[]	65.33336643534962	491.0	0.2236138324016001	0.0299340149550113	@->X	-0.8976987629314701	6.838172868294959e-08	6.360848124647017	3.0	18.719671731258995	S3_PEO_20C_022MPa_X4_Y1_mcg.par	20220202 152140	2.1956258986332995	2.2499235587219046	0.0641700326512556	0.0181499635299669	0.0003478030511249	0.0636734429345998	9.057452450236601e-09	0.5048583169062231	0.2249750230518611
9.661721248264502	10.8491341467075	1213.386898010869	[]	70.25490857414674	491.0	0.342096566343338	0.0286041967545238	@->X	-0.722829216479135	1.4380437596300813e-07	6.308644438604161	3.0	19.67240665898329	S3_PEO_20C_088MPa_X4_Y4_mcg.par	20220202 152134	1.1470158228712573	2.4021012773499093	0.1741241029974951	0.0415898186773773	0.0002866947827084	0.0335184639743788	2.2392586619564113e-08	0.3604920971971313	0.1492618847089127
22.032648701782577	35.07216484541885	1071.0669255662128	[]	66.1827449979609	491.0	0.215633070629944	0.0294382073210916	@->X	-0.811451942730389	4.6485486779575354e-08	6.406756891364217	3.0	19.13094427412651	S3_PEO_20C_044MPa_X4_Y2_mcg.par	20220202 152132	2.82014044758837	5.151329277147439	0.0646407611906287	0.0188155363802728	0.0002732934465898	0.0401333699723626	6.533466323000793e-09	0.3663186597494187	0.1531396863899736
16.699015970992797	35.139618500797134	824.7913284540685	[]	67.37674080847567	491.0	0.2484065729811697	0.028977055927545	@->X	-0.7553370182918488	5.4779750553072616e-08	6.43241561523504	3.0	19.406853300610887	S3_PEO_20C_066MPa_X4_Y3_mcg.par	20220202 145757	2.030723959992562	5.371298943504426	0.0881208252325723	0.0247781543595612	0.0002385099620131	0.030312748032894	7.660453520651849e-09	0.3072426253857604	0.1251394794247515
