N	N_err	Nu	Nu_err	chi2	comment	d	d_err	dof	eta1	eta1_err	offs	offs_err	q	rhor	rhor_err	scal	scal_err	sigC	sigC_err	sigH	zH	zH_err	shot	time
2.000401991056789	13675.35285274339	28.953462864113707	601030.5632118641	10212.842319764604	[]	115.26444141278948	19400.51182332511	491.0	2.096713994142934	2459.165907463447	0.026129442345167	0.0007506637345601	@->X	-0.5130196779282742	0.0613384850005566	1.1892416242661677e-07	0.0023608287506059	6.060302551403924	0.949373601789666	3.0	25.166947944243766	0.2418940184647467	S3_PEO_04C_177MPa_X0_Y8_mcg.par	20220202 145719
25.910033831257245	18.961266322886896	9.013392423002736	6.929432530985375	9742.317365677647	[]	125.6881545760278	0.2185557816624028	491.0	0.0978154768652947	0.012631606697815	0.0266313241884645	0.0006927596839194	@->X	-0.5051249052260508	0.0444029300191342	1.432354523011047e-07	1.0372336399547036e-07	4.530384106489652	0.4622587754645308	3.0	26.31056749747357	0.1436923627330192	S3_PEO_04C_066MPa_X0_Y3_mcg.par	20220202 145657
12.182093320566896	4.746272016462801	6.768827998584516	3.2465133557038865	9394.06874346492	[]	125.09371571600562	0.2806824174794622	491.0	0.0946055916548831	0.0157989072380803	0.0263801409512445	0.0006763700781948	@->X	-0.4976188161244757	0.0438035144830119	2.547825276918412e-07	1.0156214135528957e-07	4.688539819306471	0.482138197789517	3.0	26.03424454573182	0.1475905270938935	S3_PEO_04C_088MPa_X0_Y4_mcg.par	20220202 145708
4.174190438746475	0.6154337936496812	4.941853343759066	1.7228770621331524	7874.019363334803	[]	122.70919571660782	0.4830366459257439	491.0	0.0680884065126564	0.0209416808237255	0.0263184432342403	0.0006194859085088	@->X	-0.4939099770655076	0.0416062591118387	5.025042851642993e-07	1.173183397438971e-07	4.825668465101146	0.4802324789203231	3.0	25.70953266337071	0.1459747278356036	S3_PEO_04C_111MPa_X0_Y5_mcg.par	20220202 145633
26.988067034788383	9.335344539024904	1.2024553163977866e-06	1.0364272854791663	7739.43807679521	[]	64.42548880529904	0.1197816371186533	491.0	0.3492481314084958	0.0268626335221649	0.0216215078049631	0.0007516323093465	@->X	-1.1631976762914118	0.243905733433887	1.240469660780448e-07	5.6754914557461135e-08	8.384392548871904	1.4934689027722077	3.0	12.67518220228479	0.399613107263167	S3_PEO_20C_000MPa_X4_Y0_mcg.par	20220202 145740
73.75628174492493		29.49204528733139		5880.941987435299	[]	125.6442391298718		491.0	0.1184930881051821		0.0283435552529882		@->X	-0.6402615144456968		3.8387631110498423e-08		4.773199389269816		3.0	25.60578970106404		S3_PEO_04C_044MPa_X0_Y2_mcg.par	20220202 145754
24.524478360471683	11.29482343264702	31.399322570737315	17.54103460682153	5441.94537424371	[]	87.25178406462256	0.2306696827594256	491.0	0.2260023788025019	0.0317231834651187	0.0264238251682535	0.0005237388828463	@->X	-0.5072877610282204	0.0311175463297611	7.23958604235588e-08	3.713352341948761e-08	5.949385252852933	0.4421217071252183	3.0	25.54885239394069	0.1568088573511918	S3_PEO_04C_133MPa_X0_Y6_mcg.par	20220202 145731
10.991411536328297	1.528135397813246	13.747859159839134	3.302792498103545	4206.452058816671	[]	83.07009156146974	0.2084964759613407	491.0	0.2044622968448344	0.030933458082862	0.0250189612607313	0.0004637934477397	@->X	-0.4840157614969572	0.0251511353257103	1.7619818737787994e-07	3.2725445190700974e-08	5.860877902885806	0.3802446989812078	3.0	25.843084245700872	0.1264510151630707	S3_PEO_04C_200MPa_X0_Y9_mcg.par	20220202 145230
74.79659814482	2014.241588312842	0.0001276921008367	143.67763820298396	3795.410735356221	[]	91.40128493483904	3.2637623098586825	491.0	1.386967578289281	1.309238269452096	0.0298023086890715	0.0004367893003309	@->X	-0.8643568679806433	0.0668304073493875	3.995335335963431e-08	1.0296812997461004e-06	4.455156480481635	0.3797703302334477	3.0	23.16765544104232	0.1570947275210583	S3_PEO_04C_022MPa_X0_Y1_mcg.par	20220202 145731
38.92441998502847	40.290161255626266	1.0441199556722011e-05	5.772315533519671	3559.0861888818413	[]	74.3960067555753	0.1908829188957694	491.0	0.5319908387435613	0.0744211850505801	0.0280654570351174	0.0004595141330399	@->X	-0.8324561738481845	0.0719972080106526	6.412713362393599e-08	6.357860712589646e-08	5.369238197219884	0.5611894951013676	3.0	20.785562814441672	0.2608944071864002	S3_PEO_20C_155MPa_X4_Y7_mcg.par	20220202 145623
20.845317767261932	7.822781166366608	8.12270186430974	4.155521669669817	2224.6682712412253	[]	72.20858935671556	0.1713901138631582	491.0	0.4567937151666521	0.0624621332180135	0.0283304461383916	0.0003838878187505	@->X	-0.7231434917416124	0.044982301172552	1.0048353893947233e-07	3.60847695521234e-08	6.148859830843283	0.478367120015553	3.0	19.91985645276249	0.2043159063944895	S3_PEO_20C_111MPa_X4_Y5_mcg.par	20220202 145654
19.85582829961154	2.195445055877122	15.275823392801067	2.249822831140463	1703.3379515412644	[]	65.33336469127539	0.0641705733257623	491.0	0.2236156555252932	0.0181497427559721	0.029933994899945	0.0003477992985678	@->X	-0.8976932776741601	0.0636751963962403	6.838161158869212e-08	9.057117923556832e-09	6.360905961716123	0.5048407097255778	3.0	18.719640680987325	0.2249753719638949	S3_PEO_20C_022MPa_X4_Y1_mcg.par	20220202 145624
27.396293277100774	6.343902515815721	2.1617348156762175e-07	0.2321405124482878	1583.6241341991322	[]	171.46178142724273	0.1461911583844497	491.0	0.0888070086164682	0.0018709518488105	0.0265456303597923	0.00029034999355	@->X	-0.6233232432324197	0.0191232319760145	1.2291342744648573e-07	2.890971565389704e-08	7.660316858112901	0.251506019525442	3.0	25.058421749235897	0.1114781469751843	S3_PEO_04C_155MPa_X0_Y7_mcg.par	20220202 145612
16.699015970992797	2.030723959992562	35.139618500797134	5.371298943504426	824.7913284540685	[]	67.37674080847567	0.0881208252325723	491.0	0.2484065729811697	0.0247781543595612	0.028977055927545	0.0002385099620131	@->X	-0.7553370182918488	0.030312748032894	5.4779750553072616e-08	7.660453520651849e-09	6.43241561523504	0.3072426253857604	3.0	19.406853300610887	0.1251394794247515	S3_PEO_20C_066MPa_X4_Y3_mcg.par	20220202 145605
