q	iq	err
0.0116643819	0.9374084281314956	0.006824776340848881
0.0119839541	0.9083035811971919	0.006476160052326248
0.0123035262	0.8731360896644507	0.006189878113715605
0.0126230983	0.845798692493029	0.005471002896599952
0.0129426704	0.8182275731508578	0.005453502025953489
0.0132622425	0.7924110809511374	0.004888339889272326
0.0135818146	0.7622118481297617	0.004677111615003285
0.0139013867	0.7504221657471601	0.004648881234446886
0.0142209588	0.7265203412150895	0.004153289659741231
0.0145405309	0.7057035805465812	0.00422952761841204
0.014860103	0.683553939911079	0.0036618876020095
0.0151796751	0.6668100156524639	0.003786846075325755
0.0154992472	0.6529870314663477	0.0035437574730332005
0.0158188193	0.6350746350440659	0.003302103119348519
0.0161383915	0.6154835582129197	0.0033119046361727955
0.0164579636	0.6099236605431034	0.003051860387704317
0.0167775357	0.5954918669557034	0.002982164465778296
0.0170971078	0.5771488047609028	0.0028792632737519638
0.0174166799	0.5710833081381732	0.0026832010283238178
0.017736252	0.5513019531113864	0.0026406860576979724
0.0180558241	0.5425780634954172	0.0024911626547979193
0.0183753962	0.5331060491809617	0.002540159774033601
0.0186949683	0.515935972414011	0.002334891657548937
0.0190145404	0.5031907641230411	0.0022277949999930033
0.0193341125	0.4955588578405065	0.002214182143626789
0.0196536846	0.4899458388839897	0.0020789669584173236
0.0199732568	0.4765485117061247	0.002116075106073982
0.0202928289	0.47325980304541476	0.001866577458480968
0.020612401	0.46688466563217745	0.0018481623955471107
0.0209319731	0.4587097507087464	0.0017695049088078344
0.0212515452	0.4528002681176304	0.0016360092529375623
0.0215711173	0.44715577682024016	0.0016330726611248146
0.0218906894	0.44118896871768687	0.0014979472803492808
0.0222102615	0.43518664202194945	0.0015521709453629906
0.0225298336	0.4279177459559213	0.0014466341380355726
0.0228494057	0.4221698012946961	0.0014275780938021393
0.0231689778	0.4171548552290502	0.0013838353333893371
0.0234885499	0.4074066782651006	0.0013054690873160312
0.023808122	0.40593737649306616	0.0013263052799495697
0.0241276942	0.39689566742402005	0.0012800626067906503
0.0244472663	0.388717465735993	0.0012846503113393341
0.0247668384	0.3876534820668866	0.001291297921510786
0.0250864105	0.37868078807000827	0.0012634582361844724
0.0254059826	0.3780917874307399	0.001311477432546106
0.0257255547	0.36730745154786953	0.0012487155793003734
0.0260451268	0.36556880194979985	0.001225650218211431
0.0263646989	0.3567435264704007	0.0012226147786654703
0.026684271	0.3584110604438627	0.001205764955654997
0.0270038431	0.35343650627989226	0.001222564952247771
0.0273234152	0.35542335319049984	0.001210155193589066
0.0276429873	0.34723347689634254	0.0011710667300187279
0.0279625595	0.3424109974208469	0.0011316183938225777
0.0282821316	0.3409277440893267	0.0010833795452604015
0.0286017037	0.33943120192493065	0.0010619343648336024
0.0289212758	0.34042304891843866	0.0010085869416009403
0.0292408479	0.3327577138150671	0.0010049234931472728
0.02956042	0.33021668787950353	0.0009885674711276572
0.0298799921	0.32884525774853046	0.0009491502749819775
0.0301995642	0.33163712962643055	0.0009564712358990485
0.0305191363	0.3249134108578476	0.0008991847015786243
0.0308387084	0.3233690732047056	0.0009220272391630169
0.0311582805	0.3254136867351939	0.0009129642635031684
0.0314778526	0.3247361786638389	0.0009137718528532804
0.0317974247	0.3316963419088469	0.0009062454828847424
0.0321169969	0.3349134177114591	0.000907810845376618
0.032436569	0.3415337692665401	0.0009427209917040293
0.0327561411	0.3540418938908375	0.0009696443114287643
0.0330757132	0.36442557087484195	0.0009945703895661495
0.0333952853	0.3760435814464402	0.0010382891467797428
0.0337148574	0.3875248437884588	0.0010702972242389304
0.0340344295	0.40220833199905276	0.0011326450700332588
0.0343540016	0.4100689807453179	0.0011204272683200778
0.0346735737	0.42063786577165785	0.001164942074229609
0.0349931458	0.4200801658039947	0.0011641130532285963
0.0353127179	0.4220548291737896	0.0011955145316112903
0.03563229	0.4173231818717672	0.0011787298069706675
0.0359518622	0.4128049467910979	0.0011377255768109705
0.0362714343	0.40881621290555725	0.0011437834131245825
0.0365910064	0.39810097368611447	0.0010867333414156855
0.0369105785	0.392650480140955	0.0010762502289256408
0.0372301506	0.3880718048866232	0.0010413059490354817
0.0375497227	0.38181805738862	0.0010082594480276123
