q	iq	err
0.0116643819	0.7240698510853526	0.014454631023467345
0.0119839541	0.6714537291492583	0.013695803074292724
0.0123035262	0.6173142900057181	0.013134995841951425
0.0126230983	0.595279782761207	0.01182444205836257
0.0129426704	0.5447897133475539	0.011707637080394327
0.0132622425	0.5022857088413311	0.01044790973536549
0.0135818146	0.4668109129437032	0.010074683238040902
0.0139013867	0.44261700281605115	0.009932834881398612
0.0142209588	0.4124802377110012	0.008889566604198592
0.0145405309	0.3931252513179693	0.00913659799643329
0.014860103	0.3661190657886274	0.007913596852535438
0.0151796751	0.3410931275531503	0.008123650606092202
0.0154992472	0.3232599487364373	0.007582633706298734
0.0158188193	0.3134522477066035	0.007182703132440872
0.0161383915	0.2826030546900905	0.007088523629315726
0.0164579636	0.283834089964159	0.006623908125385017
0.0167775357	0.274340438912358	0.00654603532488948
0.0170971078	0.24678623146814946	0.006203682148521985
0.0174166799	0.25156721657331627	0.005911565066451311
0.017736252	0.22832074091829158	0.005766424203938253
0.0180558241	0.22201923406942256	0.005466017005027752
0.0183753962	0.21148482815697173	0.005549461488066781
0.0186949683	0.20265182904266776	0.005183113976974223
0.0190145404	0.19331229906285585	0.004970611835428709
0.0193341125	0.1835599156956599	0.004897167780000855
0.0196536846	0.18154798815790496	0.00463544878373263
0.0199732568	0.17060929266816788	0.004718567860404109
0.0202928289	0.17177360087425012	0.004213187361294325
0.020612401	0.16166269309775708	0.004105873884017331
0.0209319731	0.15431296952186024	0.003921404495553019
0.0212515452	0.1512054058507874	0.0036427299158665123
0.0215711173	0.1518839192197752	0.0036967551427227715
0.0218906894	0.14614934117490275	0.0033783238067887733
0.0222102615	0.1391308441285326	0.0034693970707682176
0.0225298336	0.13300555556408508	0.0032212375992291932
0.0228494057	0.13533141052009712	0.003258576787943365
0.0231689778	0.13060419472727933	0.0031465027105993335
0.0234885499	0.12204959121845667	0.0029470405953264805
0.023808122	0.12309023949102456	0.003020184310165028
0.0241276942	0.11676407325373583	0.002912950651069484
0.0244472663	0.1122195182797647	0.002935061333376605
0.0247668384	0.1091693317292124	0.0029182520301534835
0.0250864105	0.10854304592727002	0.0029241817342648252
0.0254059826	0.10546236289019867	0.0029987984649569865
0.0257255547	0.10124947068217913	0.002889787436753755
0.0260451268	0.10269867356204111	0.002873170390251852
0.0263646989	0.09624854707114888	0.002853221633553538
0.026684271	0.095885383246589	0.002793801327613152
0.0270038431	0.09136520530626811	0.002809633104391106
0.0273234152	0.09536225082832117	0.002824143446355209
0.0276429873	0.09250625212878598	0.00276451917109447
0.0279625595	0.09035411095414705	0.002680120011144006
0.0282821316	0.08661995070610452	0.002529835823860697
0.0286017037	0.08907743540737026	0.002524195686409828
0.0289212758	0.09166272216765778	0.0024255000656874482
0.0292408479	0.08648700209850241	0.0024068913386969216
0.02956042	0.08535382711893712	0.0023746959688399627
0.0298799921	0.08426826811164616	0.0022765056978406163
0.0301995642	0.08853686281166141	0.002325386340203782
0.0305191363	0.08386762893420707	0.0021793032734787453
0.0308387084	0.08674213071230762	0.00228618452266959
0.0311582805	0.0899387710760961	0.0022854530966271366
0.0314778526	0.09131625353189232	0.0023029303335782474
0.0317974247	0.10122067064072102	0.0023428570273967024
0.0321169969	0.10615073313111824	0.0023741568543789774
0.032436569	0.11148861214214566	0.0024689620000861827
0.0327561411	0.12766887745046168	0.002592548531866872
0.0330757132	0.1449592415371399	0.0027260948121224714
0.0333952853	0.16559682524766517	0.0029098576880496364
0.0337148574	0.19271335135705273	0.0030925826949297387
0.0340344295	0.2235409706404496	0.0033545949113999683
0.0343540016	0.24893331719659184	0.0033994259258301445
0.0346735737	0.2850964873361435	0.003643144026495307
0.0349931458	0.303389970898972	0.0037343768100443894
0.0353127179	0.32965488687313205	0.003958205800952684
0.03563229	0.3400130491380478	0.00399697447329126
0.0359518622	0.35626907224452947	0.0039723613405733245
0.0362714343	0.3593075092786946	0.004070247788176197
0.0365910064	0.3462534614396559	0.003951135776006242
0.0369105785	0.3317505303283651	0.003919330082215367
0.0372301506	0.30909786507261533	0.0037621209188246196
0.0375497227	0.2851723955433105	0.0036165018165232993
0.0378692948	0.27166489200111316	0.00331565319686795
0.0381888669	0.24871830242129062	0.0032373237839071725
0.038508439	0.22946077351014527	0.003028209774143085
0.0388280111	0.21049847555162285	0.002882772531774073
0.0391475832	0.19298119574362618	0.002754070981448756
0.0394671553	0.17499717822081912	0.00265720137327997
0.0397867274	0.16301582564651218	0.0025503584822651965
0.0401062996	0.15336464319840207	0.0023981019610833003
0.0404258717	0.13930246633069912	0.00227872269927692
0.0407454438	0.13011252986479102	0.0021678921066474316
0.0410650159	0.12415867230901725	0.002130959627767965
0.041384588	0.1158971236677934	0.002018708363971593
0.0417041601	0.11065913963667057	0.0019617912540956296
0.0420237322	0.10518402824097876	0.0019304831667299868
0.0423433043	0.10013727583040731	0.0018626320953215336
0.0426628764	0.09593407463015584	0.001828638410869573
0.0429824485	0.09260626246682173	0.0017265051625727332
0.0433020206	0.08920076334079621	0.0017337372323142437
0.0436215927	0.086268395228054	0.001684857688069268
0.0439411649	0.08428039793173529	0.00164946981572561
0.044260737	0.08362229973092464	0.0016523592503826098
0.0445803091	0.07937857372236393	0.0015819950229728754
0.0448998812	0.07776590308875542	0.0015587744971072163
0.0452194533	0.0758410774335188	0.0015481326142086868
0.0455390254	0.07794595346250037	0.0015699883341952626
0.0458585975	0.07513580204753936	0.0015240440214389457
0.0461781696	0.07323610331881701	0.0014950524574182502
0.0464977417	0.07336158999860048	0.0015006734700411068
0.0468173138	0.07426703328809123	0.001516584446398761
0.0471368859	0.07301139638883343	0.0014660190639885847
0.047456458	0.07106638886137967	0.0014662201813165111
0.0477760301	0.07137385190259743	0.0014606603936962216
0.0480956023	0.07145073201832064	0.0014694198121799702
0.0484151744	0.07130940645799268	0.001469436126926646
0.0487347465	0.07047107632520556	0.0014242073899002373
0.0490543186	0.07003370228348328	0.0014380147532767117
0.0493738907	0.06776651625934761	0.0014059856622669145
0.0496934628	0.07005214885255463	0.0014398141549187451
0.0500130349	0.0697186348743137	0.001398231030820676
0.050332607	0.0720957904482125	0.001439371500054695
0.0506521791	0.06990409749647979	0.0014257960751250397
0.0509717512	0.07030811496526812	0.0014260440619720035
0.0512913233	0.06996481362758189	0.0013910555602086503
0.0516108954	0.06795794283561568	0.0013709627455890758
0.0519304676	0.0694811234986978	0.0014131880003752984
0.0522500397	0.0710845882028744	0.001422662442217562
0.0525696118	0.07033024232071892	0.0013946162981867281
0.0528891839	0.06989684785095805	0.0013793242442302221
0.053208756	0.0721933743850081	0.001400017851278587
0.0535283281	0.07201768966424192	0.0014032760579558452
0.0538479002	0.07636482109589109	0.0014512723619607244
0.0541674723	0.07567607832406988	0.001419898020237088
0.0544870444	0.07726439232329564	0.001461684096032294
0.0548066165	0.07788152243264122	0.001442083534344809
0.0551261886	0.07900065469799633	0.0014681263627713626
0.0554457607	0.07841945453879327	0.0014391991077052331
0.0557653328	0.08005435107877001	0.0014399550673489109
0.056084905	0.0824855257126966	0.0014915081629807187
0.0564044771	0.08362139199801785	0.0014805655658868514
0.0567240492	0.08439067581393739	0.0014980565462504214
0.0570436213	0.08563044035299869	0.0014787185946592738
0.0573631934	0.08985263088006873	0.0015406542120726735
0.0576827655	0.09011987513391495	0.0015316243556712957
0.0580023376	0.09378055742678755	0.001538507555138732
0.0583219097	0.09772428131792814	0.0016020537648024035
0.0586414818	0.09866974201341618	0.0015642438771903897
0.0589610539	0.10222053570352464	0.0016181178424743239
0.059280626	0.1047150891352562	0.0016343616764275728
0.0596001981	0.10652314348960276	0.001640696046191467
0.0599197703	0.11271041905109931	0.0016653888097983788
0.0602393424	0.11683035097216707	0.001689296474461528
0.0605589145	0.12049083647550832	0.0017290517490181647
0.0608784866	0.1306171775327469	0.0018149130563769522
0.0611980587	0.13191566096697357	0.0017878805297294653
0.0615176308	0.141103979676014	0.0018639165946337053
0.0618372029	0.15064788267334586	0.0018925065269494769
0.062156775	0.15744300265608954	0.0019511648626907817
0.0624763471	0.17080118901894475	0.0020368286951405255
0.0627959192	0.18023560864109364	0.002091715294666777
0.0631154913	0.19446495406574374	0.0021573727776023166
0.0634350634	0.21201007522087356	0.0022577984790872014
0.0637546355	0.2300340786208924	0.002373572391923876
0.0640742077	0.24775621227164563	0.0023893819085063876
0.0643937798	0.2660920525079488	0.0025341108936361026
0.0647133519	0.2932862837380169	0.00264643670338335
0.065032924	0.3208643104108685	0.0027518476577979606
0.0653524961	0.34820186450150625	0.0028986839370844938
0.0656720682	0.3838586276847433	0.0029621168955698547
0.0659916403	0.41046184091627974	0.003150589997534532
0.0663112124	0.44938315346070146	0.003274378233627975
0.0666307845	0.4914476802718824	0.0033942890434462787
0.0669503566	0.5389335921967274	0.0035401128716364564
0.0672699287	0.5817840763282346	0.00366773055875095
0.0675895008	0.6337180861516839	0.0038473750994814657
0.067909073	0.6778594651462413	0.004019667351269449
0.0682286451	0.7312328166655263	0.004032909966158641
0.0685482172	0.7874009099955563	0.004222673475254727
0.0688677893	0.8441567706566763	0.004382958583609995
0.0691873614	0.8923993748285788	0.004510888296129106
0.0695069335	0.9457384170687199	0.004544256690137704
0.0698265056	0.9938260887303308	0.004657089138086463
0.0701460777	1.0408387639906598	0.004830903107187102
0.0704656498	1.076865169457586	0.004790276142598488
0.0707852219	1.1073559367388877	0.004930534644757406
0.071104794	1.139826431710021	0.004851384474492473
0.0714243661	1.149540799022046	0.005014137010092618
0.0717439382	1.1529396336782827	0.004953497802713232
0.0720635104	1.1710015266959561	0.004942751147281866
0.0723830825	1.1567302645571156	0.004941636657785572
0.0727026546	1.1439319208576482	0.004826381180961997
0.0730222267	1.1323008672944797	0.00489406681109296
