																																																																																																																																																																																																																																																																																																																																																		
	JWL0034		0.00	ND	ND	ND	0.00	ND	0.00	0.00	0.00	0.00	ND	ND	ND	ND	0.01	ND	ND	ND	0.00	0.00	ND	0.00	0.00	ND	0.00	0.00	0.00	ND	ND	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	0.02	0.02	ND	ND	ND	0.01	0.00	ND	0.01	0.01	ND	0.00	0.00	0.06	0.03	ND	0.29	ND	ND	0.04	ND	ND	ND	0.04	0.01	0.02	0.02	0.01	ND	0.00	0.09	ND	ND	0.80	ND	ND	0.52	ND	0.08	ND	0.23	ND	0.03	0.02	0.06	0.03	ND	ND	0.04	0.03	0.03	0.04	0.04	ND	0.07	0.39	0.25	0.59	0.28	0.22	0.12	0.13	0.35	0.44	ND	0.02	0.01	ND	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	ND	0.01	0.01	0.04	0.06	ND	0.03	0.01	0.12	ND	ND	ND	ND	0.10	0.07	0.10	0.22	0.11	1.31	0.85	0.11	0.01	0.00	0.01	ND	ND	ND	ND	0.02	ND	0.18	0.07	ND	0.15	ND	ND	ND	0.05	ND	ND	ND	0.05	0.87	0.12	0.90	0.68	0.58	0.01	ND	ND	ND	ND	ND	ND	ND	0.15	ND	0.07	ND	ND	ND	ND	ND	0.44	0.16	ND	ND	ND	ND	0.06	ND	ND	ND	0.27	0.17	0.29	0.21	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	0.01	0.03	0.04	0.03	0.05	ND	ND	0.05	0.07	0.11	ND	0.47	ND	ND	ND	ND	0.00	ND	ND	ND	0.01	ND	ND	ND	ND	0.00	0.01	ND	ND	0.00	ND	0.07	ND	0.09	0.04	ND	0.01	0.02	0.31	ND	ND	0.11	ND	ND	ND	ND	ND	ND	0.00	0.00	0.01	ND	ND	0.03	0.04	ND	0.01	0.04	ND	ND	0.00	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	ND	ND	ND	0.01	0.02	0.00	0.00	0.00	ND	0.00	0.00	0.00	ND	ND	0.00	0.00	0.04	ND	ND	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	ND	ND	ND	ND	ND	0.00	ND	ND	0.02	ND	0.00	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	ND
	JWL0039		0.01	ND	0.02	0.01	0.01	ND	0.06	0.03	ND	0.02	ND	ND	0.04	0.02	0.03	ND	0.03	ND	0.01	ND	ND	ND	ND	ND	0.01	0.01	0.01	0.02	0.01	0.01	0.01	ND	0.02	0.01	ND	0.00	0.00	0.07	0.08	ND	ND	0.00	0.00	0.01	0.01	0.02	0.02	0.01	0.01	0.00	0.22	0.10	ND	0.29	ND	ND	0.04	0.03	0.04	0.03	0.05	0.02	0.03	0.03	0.01	ND	0.00	0.24	ND	0.08	0.41	0.22	0.16	0.10	0.06	0.08	0.07	0.49	ND	0.12	0.08	0.05	0.04	0.04	0.02	0.03	0.03	0.03	ND	0.09	ND	0.44	0.42	0.31	0.32	0.20	ND	0.20	0.21	ND	1.84	ND	0.05	0.04	0.02	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.13	ND	0.18	0.07	0.49	0.13	0.08	0.09	0.06	0.06	0.06	0.07	0.42	ND	3.74	0.77	0.91	0.01	0.01	0.03	0.02	0.03	0.02	0.02	0.03	ND	0.59	0.21	0.16	0.18	0.22	0.03	0.03	0.15	ND	ND	ND	0.12	1.60	ND	1.36	1.50	0.33	0.01	ND	0.01	0.01	0.01	0.01	0.03	ND	0.26	ND	0.09	ND	ND	0.05	ND	0.14	0.20	0.13	0.35	ND	ND	ND	0.26	ND	0.20	0.55	1.01	0.92	ND	0.10	ND	0.00	0.00	ND	0.01	ND	ND	ND	ND	ND	0.01	0.05	0.05	0.02	0.05	0.03	ND	0.02	0.03	0.02	ND	0.51	0.09	ND	0.19	ND	0.00	ND	ND	0.00	0.00	0.00	ND	0.00	0.00	0.01	0.08	ND	ND	0.00	ND	0.04	0.01	0.03	0.01	ND	ND	0.05	0.83	0.10	ND	0.18	0.08	ND	0.06	ND	ND	ND	ND	0.01	ND	0.00	ND	0.01	0.02	ND	0.00	0.11	ND	0.02	ND	ND	0.00	ND	0.00	ND	0.01	0.01	0.00	0.00	0.00	0.01	ND	ND	0.02	0.02	0.02	0.00	0.00	0.00	ND	0.00	0.00	0.01	ND	ND	0.00	ND	0.01	ND	0.00	ND	ND	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	ND	ND	ND	ND	ND	ND	0.00	0.03	ND	ND	ND	ND	ND	ND	0.00	ND	0.00	0.00	0.00	ND	0.00	0.00	ND	ND	ND	ND	0.00	ND	0.00	0.00	ND
	JWL0042		0.00	0.00	0.01	0.01	0.00	0.00	ND	ND	ND	0.00	0.00	0.02	ND	ND	ND	ND	0.00	0.00	0.00	ND	0.00	0.00	ND	ND	0.00	0.01	0.01	ND	0.00	0.00	ND	ND	0.00	ND	ND	0.00	ND	0.01	0.01	0.01	0.01	ND	ND	0.00	ND	0.01	0.01	0.00	0.00	ND	0.06	0.03	ND	0.03	ND	0.00	0.02	0.01	0.01	0.01	0.01	0.01	ND	ND	0.00	0.00	ND	0.05	0.03	0.03	0.08	0.04	ND	0.03	0.01	0.00	0.01	0.00	0.00	0.04	0.03	0.01	0.01	0.01	0.01	0.03	ND	ND	ND	ND	ND	0.15	0.14	0.16	0.05	0.04	0.02	0.01	0.01	0.02	0.01	0.00	0.03	0.02	ND	0.03	0.02	0.02	0.02	0.02	0.02	ND	ND	0.01	ND	0.01	0.01	0.01	ND	0.05	0.02	0.38	0.06	0.06	0.05	0.03	0.02	0.02	0.03	0.05	ND	0.05	ND	0.03	0.01	0.00	0.06	ND	0.02	0.01	0.01	0.02	ND	ND	0.07	0.05	0.03	0.21	0.03	0.05	0.02	0.02	0.03	0.01	ND	0.10	ND	ND	0.13	0.03	0.00	0.01	0.01	0.01	0.01	ND	ND	ND	0.05	0.00	0.04	0.01	0.02	ND	0.03	0.02	ND	ND	0.07	0.05	ND	ND	ND	0.01	0.01	0.11	0.13	0.07	ND	ND	0.00	0.00	ND	ND	ND	0.01	ND	ND	0.00	0.00	0.00	0.01	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	0.10	ND	ND	0.00	0.00	ND	0.00	ND	ND	ND	ND	ND	ND	0.00	ND	0.00	ND	ND	0.01	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.01	ND	ND	0.02	0.01	0.00	0.00	ND	0.00	ND	0.00	0.00	ND	ND	ND	0.00	ND	ND	ND	0.02	0.00	0.00	0.00	ND	ND	0.00	ND	0.00	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	ND	0.00	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	0.00	0.00	0.00	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	0.00	0.00	0.00	0.00	ND	0.00	ND	ND	ND	0.00	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
	JWL0043		0.00	0.00	0.00	0.00	0.00	0.00	ND	0.01	0.01	ND	ND	0.01	ND	ND	ND	0.00	0.00	ND	0.00	0.00	ND	0.00	ND	ND	0.00	0.00	0.00	0.00	ND	ND	0.00	0.00	ND	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	ND	0.00	0.01	0.01	0.01	0.01	ND	0.00	0.01	0.01	0.01	0.01	0.01	ND	ND	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.02	0.01	ND	0.01	ND	ND	ND	0.00	0.00	0.03	0.02	0.02	ND	ND	ND	0.01	ND	ND	ND	ND	ND	0.07	0.02	0.02	0.02	0.01	0.01	ND	ND	ND	0.00	ND	0.01	0.01	0.01	0.01	0.01	ND	0.01	0.01	0.01	ND	ND	ND	ND	ND	ND	0.00	ND	0.03	0.01	0.04	0.03	ND	0.01	ND	0.01	0.01	ND	ND	ND	ND	ND	ND	0.00	0.00	0.01	ND	ND	ND	ND	ND	ND	ND	0.05	0.02	ND	0.06	ND	0.04	ND	0.02	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	0.00	0.03	0.01	ND	ND	0.02	ND	ND	ND	0.07	0.03	0.02	ND	ND	ND	ND	ND	0.02	ND	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	0.01	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	0.00	0.00	ND	ND	0.00	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	0.00	0.00	0.00	0.00	ND	0.00	ND	ND	ND	ND	ND	0.00	0.00	ND	ND	0.00	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
	JWL0044		0.04	ND	0.03	0.03	0.02	0.02	0.12	0.04	0.04	ND	ND	0.04	0.04	0.03	ND	0.03	0.10	0.00	0.02	ND	ND	ND	ND	ND	0.03	0.03	0.03	0.03	0.02	0.02	0.02	ND	0.02	0.03	ND	ND	0.00	0.03	0.02	0.03	0.02	0.01	ND	0.02	ND	0.01	0.01	0.01	0.01	0.00	0.06	0.04	ND	ND	0.01	ND	0.03	0.03	0.02	0.02	0.05	ND	ND	ND	0.00	ND	0.00	0.07	0.05	0.05	0.08	0.07	0.06	0.01	0.01	0.02	ND	0.01	ND	0.06	0.04	0.03	0.02	0.02	ND	0.03	ND	0.02	ND	ND	ND	0.15	0.20	0.20	0.07	0.06	0.02	0.02	0.01	0.03	0.01	ND	0.03	0.03	0.02	0.06	0.03	ND	0.03	0.04	0.05	ND	ND	ND	ND	ND	ND	ND	ND	0.08	0.04	0.47	0.14	0.09	0.09	ND	0.04	0.03	0.03	0.04	ND	ND	ND	0.02	0.02	0.01	0.04	0.02	0.02	0.02	0.02	0.02	ND	ND	0.09	0.16	ND	0.52	0.08	0.12	0.02	0.04	0.03	0.04	ND	0.06	ND	ND	0.13	ND	0.02	0.01	0.01	0.03	ND	ND	0.03	ND	0.05	0.01	0.09	0.03	0.02	ND	0.09	ND	ND	ND	0.94	0.21	0.10	0.05	ND	0.00	0.01	ND	0.27	ND	ND	ND	0.00	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	0.01	ND	ND	0.01	0.01	ND	ND	ND	ND	0.05	ND	0.10	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.01	ND	0.00	ND	ND	ND	ND	ND	ND	ND	0.01	ND	ND	0.02	ND	ND	0.00	ND	ND	ND	0.00	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	0.01	ND	ND	ND	ND	ND	0.00	ND	ND	ND	0.00	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
	JWL0058		0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	ND	ND	ND	0.00	0.00	0.00	0.00	ND	0.01	0.01	0.01	0.01	ND	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.06	ND	ND	0.01	0.01	0.01	0.01	0.03	ND	ND	ND	0.00	ND	ND	0.06	0.03	ND	0.09	0.05	ND	0.07	ND	ND	0.02	0.04	ND	0.03	0.02	0.03	0.01	0.01	ND	0.02	0.01	ND	0.01	ND	ND	0.10	0.07	0.06	0.08	0.05	0.03	ND	0.03	0.05	0.15	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	ND	ND	ND	ND	0.02	ND	0.00	0.05	0.02	0.13	0.05	0.05	0.03	0.03	0.03	0.02	ND	0.02	0.01	0.24	0.18	0.01	0.00	0.00	0.02	ND	0.01	0.01	0.01	0.01	0.01	ND	0.10	0.05	ND	0.12	0.03	0.04	ND	ND	ND	ND	0.01	0.18	0.02	0.14	ND	0.09	0.01	0.00	0.00	0.01	0.00	ND	ND	ND	ND	ND	0.06	0.01	ND	ND	0.02	0.01	ND	ND	0.08	0.04	0.05	ND	ND	ND	0.01	ND	0.01	ND	0.08	ND	ND	0.01	ND	ND	ND	ND	ND	ND	0.00	0.00	0.01	0.00	ND	0.00	ND	0.00	0.00	0.00	0.00	0.00	ND	ND	ND	0.00	0.01	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	0.00	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	0.00	0.00	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	0.02	ND	0.00	0.00	ND	ND	0.00	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	0.00	0.00	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	ND	ND	0.00	ND	0.00	0.00	0.00	ND	0.00	0.00	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	ND
	JWL0062		ND	ND	ND	ND	ND	ND	0.01	ND	ND	ND	ND	0.01	ND	0.01	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.02	0.01	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	0.02	0.02	0.01	ND	0.02	ND	0.00	ND	0.02	0.01	0.01	ND	0.00	0.08	0.04	ND	0.10	0.05	0.00	0.11	ND	ND	ND	0.07	0.04	0.04	0.03	0.00	0.00	0.00	0.14	0.06	ND	0.36	0.19	0.15	0.39	ND	ND	0.02	0.03	0.00	0.07	0.05	0.14	0.07	0.09	0.07	0.15	0.14	0.09	0.07	0.02	0.01	0.24	1.11	0.67	1.40	0.72	0.83	ND	ND	0.12	0.08	ND	0.03	0.03	0.02	0.23	0.15	0.12	0.14	0.16	0.16	0.14	0.16	0.14	0.11	0.08	0.19	ND	0.00	0.08	ND	2.80	1.66	1.17	0.80	1.06	2.78	ND	ND	0.59	ND	0.72	0.44	ND	0.03	ND	0.17	0.10	0.44	0.25	0.28	0.17	0.08	0.39	0.10	1.15	ND	4.86	3.83	ND	0.30	0.13	0.17	0.11	ND	1.75	ND	0.82	0.68	0.41	0.02	ND	ND	0.15	0.16	0.14	0.34	0.19	0.41	ND	0.05	0.15	0.11	ND	2.55	1.87	ND	ND	3.00	0.34	ND	ND	0.38	ND	ND	2.01	ND	0.88	0.86	0.50	ND	ND	ND	0.05	0.06	0.05	0.06	0.07	ND	0.01	ND	1.40	ND	ND	ND	ND	ND	0.61	0.62	ND	0.07	0.34	0.25	0.33	1.31	ND	0.01	ND	0.02	0.02	0.02	0.02	0.02	0.02	0.01	ND	0.00	ND	ND	ND	0.14	0.10	0.23	0.12	0.13	0.14	0.04	0.02	0.22	0.05	0.02	0.22	0.37	ND	0.39	ND	ND	0.01	ND	ND	ND	ND	ND	0.02	0.07	0.09	0.01	ND	0.11	0.04	ND	ND	ND	0.00	ND	ND	0.01	0.03	ND	ND	0.04	0.03	0.03	0.04	0.07	0.08	ND	ND	ND	ND	0.00	ND	0.01	0.01	0.00	0.00	0.01	0.01	0.03	0.04	ND	ND	ND	ND	ND	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	ND	ND	0.00	ND	ND	0.00	ND	ND	0.02	ND	ND	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	ND	ND	0.00	0.00
	JWL0070		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.01	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	0.00	ND	0.01	ND	ND	ND	0.00	ND	ND	ND	0.05	ND	0.00	0.05	ND	ND	ND	0.04	0.02	0.02	ND	0.00	ND	ND	0.05	0.02	ND	0.14	0.09	0.07	0.17	ND	ND	0.01	ND	ND	ND	ND	0.05	0.04	0.04	0.03	0.12	0.09	0.06	0.05	0.00	0.01	0.07	0.30	0.38	0.46	0.42	0.34	ND	ND	ND	0.02	0.03	0.03	0.02	ND	0.20	0.12	0.12	ND	0.15	0.12	0.11	0.13	0.12	0.10	ND	0.14	ND	0.00	0.03	ND	0.92	1.19	0.66	ND	ND	0.83	0.31	ND	ND	ND	0.21	0.09	0.08	ND	ND	0.11	0.05	0.43	0.37	0.30	0.16	0.11	0.11	0.04	0.11	0.07	2.70	1.39	0.49	0.14	0.09	0.13	0.17	ND	0.61	ND	0.28	0.29	0.03	ND	0.05	0.03	0.27	0.22	0.16	0.41	0.21	0.28	ND	0.02	0.02	0.02	0.02	0.22	0.32	0.18	0.16	2.75	0.35	ND	ND	ND	0.50	ND	1.05	0.75	0.66	0.50	0.37	ND	0.00	ND	0.06	0.05	0.04	0.21	0.13	ND	ND	0.00	0.17	0.06	0.07	ND	0.08	ND	0.57	0.42	0.30	0.12	0.17	0.14	0.23	2.35	ND	0.00	ND	0.01	0.02	0.01	0.01	0.04	0.05	0.04	ND	0.26	ND	0.00	ND	0.07	0.04	0.24	0.11	0.15	ND	0.03	0.14	0.09	ND	ND	0.29	0.32	0.23	0.75	ND	ND	0.02	ND	ND	ND	ND	ND	ND	0.08	0.09	0.00	0.51	0.34	ND	ND	ND	ND	0.00	ND	ND	ND	ND	0.00	ND	0.03	0.02	0.02	ND	0.12	0.10	0.06	ND	ND	ND	ND	ND	ND	ND	0.01	ND	ND	ND	0.01	0.02	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	0.00	ND	0.01	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	0.02	0.04	ND	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	ND	ND
	JWL0099		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	0.00	0.00	ND	0.00	0.00	ND	0.00	ND	0.00	ND	ND	ND	ND	0.00	0.00	0.00	ND	0.00	ND	0.00	0.00	0.00	ND	0.00	ND	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	ND	ND	ND	0.00	0.00	0.00	ND	0.00	ND	ND	0.02	0.01	ND	0.02	0.01	0.01	0.01	ND	ND	ND	0.00	ND	0.02	0.01	0.01	ND	ND	ND	0.01	ND	ND	0.00	0.00	0.00	0.04	0.03	0.03	0.03	0.02	0.02	ND	ND	ND	ND	ND	0.01	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.01	ND	ND	ND	ND	ND	0.01	ND	ND	0.02	0.01	0.09	0.06	0.05	0.03	ND	0.07	ND	ND	ND	ND	ND	ND	ND	0.00	0.00	0.02	ND	0.02	0.02	0.01	0.03	ND	ND	0.03	0.03	ND	0.32	0.11	0.04	ND	0.01	0.01	0.01	ND	0.01	ND	0.03	ND	ND	0.00	0.00	0.00	0.02	0.02	0.01	0.03	0.02	ND	ND	0.01	0.00	0.00	0.00	0.02	0.03	0.01	0.01	0.29	0.06	0.00	0.01	ND	0.02	ND	0.05	0.02	0.06	ND	0.01	0.00	0.00	ND	0.01	0.01	0.01	0.02	0.01	ND	ND	0.00	0.03	ND	ND	ND	ND	ND	0.05	0.03	0.03	0.00	ND	ND	0.03	0.12	0.00	0.00	0.00	0.00	0.01	ND	ND	0.00	0.00	0.00	ND	ND	0.00	0.00	ND	0.01	ND	0.02	0.01	0.01	ND	ND	0.00	ND	ND	ND	ND	ND	0.03	0.09	0.00	ND	ND	ND	ND	ND	0.00	0.00	ND	0.01	0.01	ND	0.02	0.02	ND	0.00	ND	ND	0.00	0.00	ND	0.00	0.00	ND	0.00	0.00	0.00	ND	0.00	0.00	0.01	0.01	0.00	0.00	ND	0.00	ND	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	ND	0.00	ND	0.00	0.00	0.00	ND	0.00	0.00	ND	ND	ND	0.00	0.00	0.00	ND	ND	ND	0.00	ND	0.00	ND	ND	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00
	JWL0100		ND	ND	ND	ND	ND	ND	0.00	ND	ND	ND	ND	0.00	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	0.00	ND	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	0.00	ND	ND	ND	ND	0.00	0.00	ND	ND	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.02	ND	ND	0.01	ND	ND	ND	0.01	ND	ND	ND	0.00	0.00	ND	0.02	0.01	ND	0.03	0.02	0.02	0.02	ND	ND	ND	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	ND	ND	0.00	ND	0.02	0.06	0.05	0.05	0.06	0.02	ND	ND	ND	ND	0.00	0.01	0.01	ND	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	ND	ND	0.01	ND	ND	0.01	0.01	0.09	0.07	0.06	0.04	ND	0.07	ND	ND	0.00	0.01	ND	ND	0.01	0.00	0.00	0.02	ND	0.02	0.02	0.02	0.04	ND	ND	0.02	0.02	0.01	0.43	0.18	0.07	0.02	0.02	0.01	0.02	ND	0.05	ND	0.02	0.02	0.01	0.00	0.01	ND	0.02	0.02	0.01	0.04	0.02	ND	0.00	0.01	0.00	0.00	0.00	0.02	0.03	0.02	0.01	0.45	ND	0.03	ND	ND	0.04	0.00	ND	0.02	0.03	ND	ND	ND	0.00	ND	0.02	ND	ND	0.02	0.01	ND	ND	0.00	0.01	0.01	0.01	ND	0.00	0.00	0.06	ND	0.02	ND	ND	ND	ND	0.08	ND	0.00	0.00	0.01	ND	ND	ND	0.00	0.00	0.00	ND	ND	0.00	0.00	ND	0.01	ND	0.01	0.01	0.01	0.01	0.00	ND	ND	ND	ND	0.03	0.03	ND	0.03	ND	ND	0.00	ND	ND	ND	0.00	0.00	ND	0.01	0.01	ND	0.02	0.02	0.01	ND	ND	ND	0.00	0.00	ND	ND	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.01	0.01	ND	0.00	ND	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	ND	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	ND	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	ND	ND	ND
	JWL0131		ND	0.00	ND	0.00	ND	ND	0.00	0.00	0.00	0.00	ND	0.01	0.00	ND	ND	ND	0.00	ND	0.00	ND	0.00	ND	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.00	ND	0.00	ND	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00	ND	ND	0.00	0.00	0.00	0.02	0.01	ND	0.04	0.02	0.01	0.01	0.01	ND	ND	ND	0.00	0.01	0.01	0.04	ND	ND	ND	0.01	ND	0.01	ND	0.00	0.00	0.05	0.10	0.09	0.07	0.05	0.03	ND	ND	0.01	0.01	0.00	0.01	0.01	0.00	0.02	0.01	ND	0.01	0.02	0.01	0.01	ND	ND	0.01	ND	ND	ND	ND	0.03	ND	0.40	0.20	0.08	ND	ND	0.06	0.04	ND	0.05	ND	0.04	0.01	0.01	0.00	0.00	0.01	0.01	0.03	0.02	0.01	0.02	0.01	ND	0.03	0.17	ND	0.65	0.13	0.09	0.06	0.06	ND	ND	ND	0.08	0.05	0.09	ND	ND	0.00	ND	ND	0.01	0.01	ND	0.03	ND	ND	0.00	0.01	0.01	0.01	0.01	0.06	0.06	ND	0.02	0.28	0.12	0.04	0.06	0.03	ND	ND	0.10	ND	0.04	0.03	0.01	0.00	0.00	0.00	0.01	ND	0.01	0.01	0.01	0.00	ND	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.04	0.03	0.01	0.12	0.00	0.00	ND	0.01	ND	ND	0.00	0.01	ND	ND	0.00	ND	0.00	0.00	ND	0.02	0.01	0.01	0.00	0.00	0.01	0.01	ND	ND	0.01	0.00	0.02	ND	ND	0.03	ND	ND	0.00	0.00	ND	0.00	0.00	ND	0.00	ND	0.01	ND	0.01	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	0.00	0.00	0.00	0.00	0.01	ND	ND	ND	0.00	0.00	0.00	ND	ND	0.00	ND	ND	0.00	ND	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	0.00	ND	ND	ND	ND	ND	ND	0.00	0.00	0.00	0.00	0.00	ND	0.00	0.00	ND	0.00	ND	0.00	ND	ND	0.00	ND	0.00	ND	ND	ND	0.00	ND	ND	ND	0.00	0.00	ND	ND	ND	ND	ND	0.00
