P_act	clock	flow	inj	status	vol	watch
199.9	20220820 062308	-9.55486	False	RUN LOCAL	84.3912	667.6436169147491
182.2	20220820 062309	-9.59198	False	RUN LOCAL	84.4866	668.1260390281677
169.7	20220820 062309	-9.59737	False	RUN LOCAL	False	668.708016872406
152.8	20220820 062310	-9.60073	False	RUN LOCAL	84.6543	669.3310468196869
136.9	20220820 062311	-9.60755	False	RUN LOCAL	84.7565	669.8745238780975
119.1	20220820 062311	-9.60888	False	RUN LOCAL	84.843	670.4710290431976
104.1	20220820 062312	-9.61116	False	RUN LOCAL	84.939	671.0951249599457
85.9	20220820 062312	-9.61275	False	RUN LOCAL	False	671.7783119678497
69.3	20220820 062313	-9.61861	False	RUN LOCAL	False	672.4500527381897
52.4	20220820 062314	-9.62298	False	RUN LOCAL	85.2576	673.105731010437
33.8	20220820 062315	-9.63551	False	RUN LOCAL	85.3629	673.7857370376587
21.2	20220820 062315	-9.6422	False	RUN LOCAL	85.4711	674.2501599788666
12.3	20220820 062315	-8.13989	False	RUN LOCAL	85.5426	674.7816200256348
8.0	20220820 062316	-4.86169	False	RUN LOCAL	85.5927	675.4197270870209
5.2	20220820 062317	-3.29383	False	RUN LOCAL	85.6298	675.9958431720734
4.0	20220820 062317	-2.39088	False	RUN LOCAL	85.652	676.5986828804016
3.3	20220820 062318	-1.84818	False	RUN LOCAL	85.6695	677.1585841178894
2.8	20220820 062318	-1.26146	False	RUN LOCAL	85.6823	677.7274098396301
2.5	20220820 062319	-1.22845	False	RUN LOCAL	85.6938	678.302170753479
2.1	20220820 062320	-1.3107	False	RUN LOCAL	85.7064	678.9792351722717
1.8	20220820 062320	-1.35529	False	RUN LOCAL	85.7215	679.5035059452057
1.4	20220820 062321	-1.34834	False	RUN LOCAL	85.7334	680.147833108902
1.2	20220820 062322	-1.34718	False	RUN LOCAL	85.7472	680.8425259590149
0.7	20220820 062322	-1.3356	False	RUN LOCAL	85.7629	681.401969909668
0.7	20220820 062323	-1.3356	False	RUN LOCAL	85.7757	681.974347114563
0.7	20220820 062323	-1.25278	False	RUN LOCAL	85.7871	682.5804328918457
0.7	20220820 062324	-1.71321	False	RUN LOCAL	85.8001	683.2667891979218
0.7	20220820 062325	-1.49161	False	RUN LOCAL	85.8146	683.8179440498352
0.7	20220820 062325	-1.41293	False	RUN LOCAL	85.8262	684.4687080383301
0.7	20220820 062326	-1.35631	False	RUN LOCAL	85.8406	685.0596358776093
0.7	20220820 062326	-1.33304	False	RUN LOCAL	85.8542	685.6608901023865
0.7	20220820 062327	-1.32562	False	RUN LOCAL	85.8679	686.3457820415497
0.7	20220820 062328	-1.32299	False	RUN LOCAL	85.8829	686.9549598693848
0.7	20220820 062328	-1.31712	False	RUN LOCAL	85.8958	687.6567947864532
0.7	20220820 062329	-1.29827	False	RUN LOCAL	85.9094	688.1800310611725
0.7	20220820 062329	-0.59656	False	RUN LOCAL	85.9161	688.725909948349
0.7	20220820 062330	-0.27221	False	RUN LOCAL	85.9199	689.3385951519012
0.7	20220820 062331	0.08456	False	RUN LOCAL	85.9199	689.8509948253632
0.7	20220820 062331	0.18128	False	RUN LOCAL	85.9184	690.4368960857391
0.7	20220820 062332	0.23457	False	RUN LOCAL	85.9161	691.0600440502167
0.7	20220820 062332	0.267	False	RUN LOCAL	85.9132	691.6125979423523
0.7	20220820 062333	0.31391	False	RUN LOCAL	85.9102	692.1884150505066
0.7	20220820 062334	-0.12687	False	RUN LOCAL	85.9073	692.8446569442749
0.7	20220820 062334	-0.07493	False	RUN LOCAL	85.9056	693.4327847957611
0.7	20220820 062335	-0.07493	False	RUN LOCAL	85.9041	693.931074142456
0.7	20220820 062335	0.00755	False	RUN LOCAL	85.9027	694.5901339054108
0.7	20220820 062336	0.03848	False	RUN LOCAL	85.9011	695.1323969364166
0.7	20220820 062336	0.0659	False	RUN LOCAL	85.8998	695.7165648937225
0.7	20220820 062337	0.10539	False	RUN LOCAL	85.8984	696.3892731666565
0.7	20220820 062338	0.12077	False	RUN LOCAL	85.8969	696.924017906189
0.7	20220820 062338	0.13375	False	RUN LOCAL	85.8956	697.5253808498383
0.7	20220820 062339	0.14652	False	RUN LOCAL	85.894	698.119873046875
0.7	20220820 062339	0.15444	False	RUN LOCAL	85.8924	698.7521798610687
0.7	20220820 062340	0.15871	False	RUN LOCAL	85.8908	699.3625330924988
0.7	20220820 062341	0.15788	False	RUN LOCAL	85.8894	700.0016639232635
0.7	20220820 062341	0.15286	False	RUN LOCAL	85.888	700.5792989730835
0.7	20220820 062342	0.14758	False	RUN LOCAL	85.8867	701.1069030761719
0.7	20220820 062342	0.14782	False	RUN LOCAL	85.8853	701.6594970226288
0.7	20220820 062343	0.14753	False	RUN LOCAL	85.884	702.1835961341858
0.7	20220820 062343	0.14199	False	RUN LOCAL	85.8828	702.7673950195312
0.7	20220820 062344	0.13961	False	RUN LOCAL	85.8817	703.3322629928589
0.7	20220820 062345	0.13603	False	RUN LOCAL	85.8805	703.9401590824127
0.7	20220820 062345	0.13448	False	RUN LOCAL	85.8792	704.5086569786072
0.7	20220820 062346	0.13398	False	RUN LOCAL	85.878	704.9405279159546
0.7	20220820 062346	0.13497	False	RUN LOCAL	85.877	705.4571840763092
0.7	20220820 062347	0.1379	False	RUN LOCAL	85.8756	706.0506408214569
0.7	20220820 062347	0.13815	False	RUN LOCAL	85.8743	706.6418581008911
0.7	20220820 062348	0.13633	False	RUN LOCAL	85.873	707.1300160884857
0.7	20220820 062348	0.13418	False	RUN LOCAL	85.8719	707.6664550304413
0.7	20220820 062349	0.13673	False	RUN LOCAL	85.8707	708.2737898826599
0.7	20220820 062350	0.13935	False	RUN LOCAL	85.8692	708.9524099826813
0.7	20220820 062350	0.14357	False	RUN LOCAL	85.8673	709.489401102066
0.7	20220820 062351	0.14577	False	RUN LOCAL	85.8659	710.0526828765869
0.7	20220820 062351	0.14718	False	RUN LOCAL	85.8643	710.7681269645691
0.7	20220820 062352	0.15085	False	RUN LOCAL	85.8626	711.4813189506531
0.7	20220820 062353	0.14995	False	RUN LOCAL	85.8607	711.8967969417572
0.7	20220820 062353	0.15021	False	RUN LOCAL	85.8597	712.3838999271393
0.7	20220820 062354	0.15169	False	RUN LOCAL	85.8584	712.9484951496124
0.7	20220820 062354	0.15042	False	RUN LOCAL	85.8571	713.5244328975677
0.7	20220820 062355	0.14877	False	RUN LOCAL	85.8558	714.0247650146484
0.7	20220820 062355	0.14884	False	RUN LOCAL	85.8545	714.4732668399811
0.7	20220820 062356	0.15138	False	RUN LOCAL	85.8533	715.1234171390533
0.7	20220820 062356	0.14776	False	RUN LOCAL	85.8519	715.6774730682373
0.7	20220820 062357	0.1503	False	RUN LOCAL	False	716.3317828178406
0.7	20220820 062358	0.15018	False	RUN LOCAL	85.8487	716.8194491863251
0.7	20220820 062358	0.14806	False	RUN LOCAL	85.8476	717.3457410335541
0.7	20220820 062359	0.14775	False	RUN LOCAL	85.8463	717.9442129135132
0.7	20220820 062359	0.14769	False	RUN LOCAL	85.8448	718.507936000824
0.7	20220820 062400	0.14808	False	RUN LOCAL	85.8435	719.1011888980865
0.7	20220820 062400	0.14704	False	RUN LOCAL	85.8421	719.6100218296051
0.7	20220820 062401	0.14454	False	RUN LOCAL	85.841	720.1723709106445
0.7	20220820 062401	0.14355	False	RUN LOCAL	85.8396	720.6941819190979
0.7	20220820 062402	0.14086	False	RUN LOCAL	85.8387	721.2158579826355
0.7	20220820 062403	0.13391	False	RUN LOCAL	85.8376	721.7874240875244
0.7	20220820 062403	0.13138	False	RUN LOCAL	85.8365	722.345360994339
0.7	20220820 062404	0.13034	False	RUN LOCAL	85.8354	722.9687418937683
0.7	20220820 062404	0.12986	False	RUN LOCAL	85.834	723.5615570545197
0.7	20220820 062405	0.12986	False	RUN LOCAL	85.8328	724.0865359306335
0.7	20220820 062405	0.12748	False	RUN LOCAL	85.8318	724.6646530628204
0.7	20220820 062406	0.11905	False	RUN LOCAL	85.8309	725.413015127182
0.7	20220820 062407	0.11908	False	RUN LOCAL	85.8295	725.952624797821
0.7	20220820 062407	0.1181	False	RUN LOCAL	85.8284	726.5932219028473
0.7	20220820 062408	0.11393	False	RUN LOCAL	85.8274	727.1910650730133
0.7	20220820 062408	0.11102	False	RUN LOCAL	85.8266	727.7120261192322
0.7	20220820 062409	0.10366	False	RUN LOCAL	85.8257	728.4086389541626
0.7	20220820 062410	0.10137	False	RUN LOCAL	85.8248	729.0622980594635
0.7	20220820 062410	0.09555	False	RUN LOCAL	85.824	729.5950450897217
0.7	20220820 062411	0.09555	False	RUN LOCAL	85.8235	730.1389570236206
0.7	20220820 062411	0.0868	False	RUN LOCAL	85.8229	730.6881039142609
0.7	20220820 062412	0.08364	False	RUN LOCAL	85.8222	731.1991710662842
0.7	20220820 062413	0.07822	False	RUN LOCAL	False	731.9201059341431
0.7	20220820 062413	0.07236	False	RUN LOCAL	85.8211	732.5608100891113
0.7	20220820 062414	0.07236	False	RUN LOCAL	85.8205	733.0825181007385
0.7	20220820 062414	0.06682	False	RUN LOCAL	85.82	733.7083141803741
0.7	20220820 062415	0.06278	False	RUN LOCAL	85.8194	734.379870891571
0.7	20220820 062416	0.06471	False	RUN LOCAL	85.8186	735.1110789775848
0.7	20220820 062416	0.06608	False	RUN LOCAL	85.8177	735.6105971336365
0.7	20220820 062417	0.0628	False	RUN LOCAL	85.8173	736.2592871189117
0.7	20220820 062418	0.06073	False	RUN LOCAL	85.8167	737.0526762008667
0.7	20220820 062418	0.06032	False	RUN LOCAL	85.816	737.6097910404205
0.7	20220820 062419	0.06027	False	RUN LOCAL	85.8155	738.1066319942474
0.7	20220820 062419	0.05594	False	RUN LOCAL	False	738.642007112503
0.7	20220820 062420	0.05323	False	RUN LOCAL	85.8148	739.1973481178284
0.7	20220820 062421	0.05269	False	RUN LOCAL	False	739.7940740585327
0.7	20220820 062421	0.0538	False	RUN LOCAL	85.8137	740.3776698112488
0.7	20220820 062422	0.0501	False	RUN LOCAL	False	740.9384639263153
0.7	20220820 062422	0.04701	False	RUN LOCAL	85.8131	741.5518050193787
0.7	20220820 062423	0.04463	False	RUN LOCAL	85.8128	742.1521580219269
0.7	20220820 062423	0.03995	False	RUN LOCAL	False	742.7536849975586
0.7	20220820 062424	0.03573	False	RUN LOCAL	85.8123	743.3373870849609
0.7	20220820 062425	0.03436	False	RUN LOCAL	85.812	743.9098501205444
0.7	20220820 062426	0.0283	False	RUN LOCAL	85.8118	745.1735949516296
0.7	20220820 062426	0.02889	False	RUN LOCAL	85.8113	745.7848460674286
0.7	20220820 062427	0.02731	False	RUN LOCAL	85.8111	746.3779759407043
0.7	20220820 062428	0.02492	False	RUN LOCAL	85.811	747.0327620506287
0.7	20220820 062428	0.0242	False	RUN LOCAL	85.8108	747.666454076767
0.7	20220820 062429	0.02386	False	RUN LOCAL	85.8104	748.2082228660583
0.7	20220820 062430	0.02637	False	RUN LOCAL	85.8102	748.8973708152771
0.7	20220820 062430	0.02687	False	RUN LOCAL	85.8098	749.4316458702087
0.7	20220820 062431	0.02687	False	RUN LOCAL	85.8096	749.9759528636932
0.7	20220820 062431	0.02303	False	RUN LOCAL	85.8095	750.7018868923187
0.7	20220820 062432	0.01858	False	RUN LOCAL	85.8095	751.2788438796997
0.7	20220820 062432	0.01582	False	RUN LOCAL	85.8094	751.7427530288696
0.7	20220820 062433	0.01533	False	RUN LOCAL	85.8094	752.340921163559
0.7	20220820 062434	0.01494	False	RUN LOCAL	85.8092	753.0008251667023
0.7	20220820 062434	0.01271	False	RUN LOCAL	85.8092	753.6312570571899
0.7	20220820 062435	0.00997	False	RUN LOCAL	85.8091	754.2976360321045
0.7	20220820 062436	0.00925	False	RUN LOCAL	85.8091	754.9426507949829
0.7	20220820 062436	0.00773	False	RUN LOCAL	85.8091	755.4808177947998
0.7	20220820 062437	0.00645	False	RUN LOCAL	85.8091	756.0044569969177
0.7	20220820 062437	0.00537	False	RUN LOCAL	85.8091	756.5476548671722
0.7	20220820 062438	0.00443	False	RUN LOCAL	85.8091	757.1420788764954
0.7	20220820 062439	0.00322	False	RUN LOCAL	85.8091	757.793890953064
0.7	20220820 062439	0.00286	False	RUN LOCAL	85.8091	758.4329369068146
0.7	20220820 062440	0.00286	False	RUN LOCAL	85.809	758.959361076355
0.7	20220820 062440	0.00499	False	RUN LOCAL	85.8089	759.5490329265594
0.7	20220820 062441	0.00495	False	RUN LOCAL	85.8087	760.0495839118958
0.7	20220820 062441	0.0063	False	RUN LOCAL	85.8087	760.6478509902954
0.7	20220820 062442	0.00708	False	RUN LOCAL	85.8085	761.220529794693
0.7	20220820 062442	0.01097	False	RUN LOCAL	85.8083	761.7775490283966
0.7	20220820 062443	0.01323	False	RUN LOCAL	85.8081	762.41659283638
0.7	20220820 062444	0.01134	False	RUN LOCAL	False	763.0429580211639
0.7	20220820 062444	0.01148	False	RUN LOCAL	85.8078	763.6208209991455
0.7	20220820 062445	0.01631	False	RUN LOCAL	85.8076	764.2094469070435
0.7	20220820 062446	0.01437	False	RUN LOCAL	85.8074	764.8083789348602
0.7	20220820 062446	0.01315	False	RUN LOCAL	85.8074	765.5100610256195
0.7	20220820 062447	0.0126	False	RUN LOCAL	85.8073	766.1978340148926
0.7	20220820 062448	0.01009	False	RUN LOCAL	85.8073	766.8406689167023
0.7	20220820 062448	0.00948	False	RUN LOCAL	85.8072	767.3270168304443
0.7	20220820 062449	0.0082	False	RUN LOCAL	85.8072	767.8433721065521
0.7	20220820 062449	0.00687	False	RUN LOCAL	85.8072	768.3165149688721
0.7	20220820 062450	0.0058	False	RUN LOCAL	85.8072	769.0694468021393
0.7	20220820 062450	0.00492	False	RUN LOCAL	85.8072	769.6321017742157
0.7	20220820 062451	0.00414	False	RUN LOCAL	85.8072	770.2934148311615
0.7	20220820 062452	0.00274	False	RUN LOCAL	85.8072	770.8960809707642
0.7	20220820 062452	0.00263	False	RUN LOCAL	85.8072	771.5480539798737
0.7	20220820 062453	0.00279	False	RUN LOCAL	85.8072	772.1120131015778
0.7	20220820 062453	0.0021	False	RUN LOCAL	85.8072	772.7117078304291
0.7	20220820 062454	0.00142	False	RUN LOCAL	85.8072	773.2980778217316
0.7	20220820 062455	0.00105	False	RUN LOCAL	85.8072	773.845999956131
0.7	20220820 062455	0.00071	False	RUN LOCAL	85.8072	774.4063611030579
0.7	20220820 062456	0.00064	False	RUN LOCAL	85.8072	775.0195460319519
0.7	20220820 062456	0.00052	False	RUN LOCAL	85.8072	775.5673449039459
0.7	20220820 062457	0.00036	False	RUN LOCAL	85.8072	776.1820778846741
0.7	20220820 062457	0.00023	False	RUN LOCAL	85.8072	776.6687180995941
0.7	20220820 062458	0.00017	False	RUN LOCAL	85.8072	777.3841888904572
0.7	20220820 062459	6e-05	False	RUN LOCAL	85.8072	777.9887809753418
0.7	20220820 062459	0.00014	False	RUN LOCAL	85.8072	778.6641149520874
0.7	20220820 062500	2e-05	False	RUN LOCAL	85.8072	779.3187038898468
0.7	20220820 062501	9e-05	False	RUN LOCAL	85.8072	779.9560368061066
0.7	20220820 062501	6e-05	False	RUN LOCAL	85.8072	780.4773309230804
0.7	20220820 062502	4e-05	False	RUN LOCAL	85.8072	781.6628427505493
0.7	20220820 062503	1e-05	False	RUN LOCAL	85.8072	782.2361841201782
0.7	20220820 062504	0.0	False	RUN LOCAL	85.8072	782.8464319705963
0.7	20220820 062507	-0.00163	False	RUN LOCAL	85.8073	786.6475031375885
0.7	20220820 062508	-0.00123	False	RUN LOCAL	85.8073	787.3086068630219
0.7	20220820 062509	-0.00105	False	RUN LOCAL	85.8073	787.971216917038
0.7	20220820 062509	-0.0009	False	RUN LOCAL	85.8073	788.4548079967499
0.7	20220820 062510	-0.00073	False	RUN LOCAL	85.8073	789.1586360931396
0.7	20220820 062510	-0.00065	False	RUN LOCAL	85.8073	789.7750568389893
0.7	20220820 062511	-0.00049	False	RUN LOCAL	85.8073	790.3408298492432
0.7	20220820 062512	-0.00041	False	RUN LOCAL	85.8073	791.006885766983
0.7	20220820 062512	-0.00032	False	RUN LOCAL	85.8073	791.5936651229858
0.7	20220820 062513	-0.00024	False	RUN LOCAL	85.8073	792.7827570438385
0.7	20220820 062514	-0.00016	False	RUN LOCAL	85.8073	793.413626909256
0.7	20220820 062516	-8e-05	False	RUN LOCAL	85.8073	795.2752959728241
0.7	20220820 062517	0.0	False	RUN LOCAL	85.8073	796.4258670806885
0.7	20220820 062529	-0.00086	False	RUN LOCAL	85.8073	808.2765581607819
0.7	20220820 062530	-0.00108	False	RUN LOCAL	85.8073	808.8442361354828
0.7	20220820 062530	-0.00095	False	RUN LOCAL	85.8073	809.5066459178925
0.7	20220820 062531	-0.00081	False	RUN LOCAL	85.8073	810.0812239646912
0.7	20220820 062532	-0.00067	False	RUN LOCAL	85.8073	810.7974028587341
0.7	20220820 062532	-0.00051	False	RUN LOCAL	85.8073	811.3244857788086
0.7	20220820 062533	-0.00044	False	RUN LOCAL	85.8073	812.0435981750488
0.7	20220820 062533	-0.00037	False	RUN LOCAL	85.8073	812.6008749008179
0.7	20220820 062534	-0.0003	False	RUN LOCAL	85.8073	813.1656250953674
0.7	20220820 062534	-0.00177	False	RUN LOCAL	85.8074	813.7367191314697
0.7	20220820 062535	-0.00156	False	RUN LOCAL	85.8074	814.2971057891846
0.7	20220820 062536	-0.00571	False	RUN LOCAL	85.8077	815.4168059825897
0.7	20220820 062537	-0.00493	False	RUN LOCAL	85.8077	815.9690601825714
0.7	20220820 062537	-0.00433	False	RUN LOCAL	85.8077	816.5869069099426
0.7	20220820 062538	-0.00366	False	RUN LOCAL	85.8077	817.1822390556335
0.7	20220820 062539	-0.00259	False	RUN LOCAL	85.8077	817.8686800003052
0.7	20220820 062539	-0.00224	False	RUN LOCAL	85.8077	818.386735200882
0.7	20220820 062540	-0.002	False	RUN LOCAL	85.8077	818.9700291156769
0.7	20220820 062540	-0.00159	False	RUN LOCAL	85.8077	819.5128707885742
0.7	20220820 062541	-0.00113	False	RUN LOCAL	85.8077	820.6194911003113
0.7	20220820 062542	-0.00104	False	RUN LOCAL	85.8077	821.1936299800873
0.7	20220820 062543	-0.00081	False	RUN LOCAL	85.8077	821.9535138607025
0.7	20220820 062543	-0.00057	False	RUN LOCAL	85.8077	822.5868139266968
0.7	20220820 062544	-0.00164	False	RUN LOCAL	85.8077	823.7291719913483
0.7	20220820 062545	-0.00133	False	RUN LOCAL	85.8078	824.2485089302063
0.7	20220820 062546	-0.00121	False	RUN LOCAL	85.8078	824.8722910881042
0.7	20220820 062546	-0.00086	False	RUN LOCAL	85.8078	825.2938318252563
0.7	20220820 062547	-0.00071	False	RUN LOCAL	85.8078	825.8799591064453
0.7	20220820 062547	-0.00058	False	RUN LOCAL	85.8078	826.4817967414856
0.7	20220820 062548	-0.00052	False	RUN LOCAL	85.8078	826.9482171535492
0.7	20220820 062548	-0.00097	False	RUN LOCAL	85.8078	827.5144259929657
0.7	20220820 062549	-0.00083	False	RUN LOCAL	85.8078	828.0851240158081
0.7	20220820 062549	-0.00079	False	RUN LOCAL	85.8078	828.6326069831848
0.7	20220820 062550	-0.00057	False	RUN LOCAL	85.8078	829.1923320293427
0.7	20220820 062551	-0.00041	False	RUN LOCAL	85.8078	829.8275909423828
0.7	20220820 062551	-0.00039	False	RUN LOCAL	85.8078	830.4115571975708
0.7	20220820 062552	-0.00035	False	RUN LOCAL	85.8078	831.6350400447845
0.7	20220820 062553	-0.00032	False	RUN LOCAL	85.8078	832.1970460414886
0.7	20220820 062554	-0.00012	False	RUN LOCAL	85.8078	832.8764009475708
0.7	20220820 062554	-0.00019	False	RUN LOCAL	85.8078	833.3598699569702
0.7	20220820 062555	-3e-05	False	RUN LOCAL	85.8078	833.9197881221771
0.7	20220820 062555	-1e-05	False	RUN LOCAL	85.8078	834.6784918308258
0.7	20220820 062556	-0.0001	False	RUN LOCAL	85.8078	835.2044899463654
0.7	20220820 062557	0.0	False	RUN LOCAL	85.8078	835.8311610221863
0.7	20220820 062558	-8e-05	False	RUN LOCAL	85.8078	836.9922139644623
0.7	20220820 062558	-5e-05	False	RUN LOCAL	85.8078	837.6158540248871
0.7	20220820 062559	3e-05	False	RUN LOCAL	85.8078	838.1392650604248
0.7	20220820 062601	4e-05	False	RUN LOCAL	85.8078	839.8003120422363
0.7	20220820 062601	3e-05	False	RUN LOCAL	85.8078	840.394819021225
0.7	20220820 062602	-4e-05	False	RUN LOCAL	85.8078	840.9399900436401
0.7	20220820 062603	4e-05	False	RUN LOCAL	85.8078	842.2241129875183
0.7	20220820 062604	9e-05	False	RUN LOCAL	85.8078	842.8016021251678
0.7	20220820 062605	0.0	False	STOP LOCAL	85.8078	844.0566668510437
0.7	20220820 062605	0.0	False	STOP LOCAL	85.8079	844.745600938797
0.9	20220820 062708	0.0	False	STOP LOCAL	85.8079	906.8287229537964
0.8	20220820 062709	0.0	False	STOP LOCAL	85.8079	908.3842060565948
0.9	20220820 062711	0.0	False	STOP LOCAL	85.8079	909.9528570175171
0.8	20220820 062711	0.0	False	STOP LOCAL	85.8079	910.5182981491089
0.9	20220820 062712	0.0	False	STOP LOCAL	85.8079	911.1550960540771
0.8	20220820 062712	0.0	False	STOP LOCAL	85.8079	911.6689169406891
0.9	20220820 062713	0.0	False	STOP LOCAL	85.8079	912.2707459926605
0.8	20220820 062714	0.0	False	STOP LOCAL	85.8079	913.5423691272736
0.9	20220820 062715	0.0	False	STOP LOCAL	85.8079	914.1684169769287
0.8	20220820 062715	0.0	False	STOP LOCAL	85.8079	914.7056200504303
0.9	20220820 062717	0.0	False	STOP LOCAL	85.8079	916.4943821430206
0.8	20220820 062719	0.0	False	STOP LOCAL	85.8079	918.262717962265
0.9	20220820 062720	0.0	False	STOP LOCAL	85.8079	918.8828148841858
0.8	20220820 062721	0.0	False	STOP LOCAL	85.8079	920.1490471363068
0.9	20220820 062721	0.0	False	STOP LOCAL	85.8079	920.7221660614014
0.8	20220820 062724	0.0	False	STOP LOCAL	85.8079	923.6714928150177
0.9	20220820 062725	0.0	False	STOP LOCAL	85.8079	924.2158010005951
0.8	20220820 062727	0.0	False	STOP LOCAL	85.8079	926.5124568939209
0.9	20220820 062728	0.0	False	STOP LOCAL	85.8079	927.1078388690948
0.8	20220820 062729	0.0	False	STOP LOCAL	85.8079	928.6232750415802
0.9	20220820 062730	0.0	False	STOP LOCAL	85.8079	929.2394309043884
0.8	20220820 062731	0.0	False	STOP LOCAL	85.8079	929.8953578472137
0.9	20220820 062732	0.0	False	STOP LOCAL	85.8079	931.0047550201416
0.8	20220820 062732	0.0	False	STOP LOCAL	85.8079	931.6063289642334
0.9	20220820 062733	0.0	False	STOP LOCAL	85.8079	932.2230541706085
0.8	20220820 062733	0.0	False	STOP LOCAL	85.8079	932.7138960361481
0.9	20220820 062735	0.0	False	STOP LOCAL	85.8079	933.9768588542938
0.8	20220820 062737	0.0	False	STOP LOCAL	85.8079	936.2369821071625
0.9	20220820 062737	0.0	False	STOP LOCAL	85.8079	936.7040328979492
0.8	20220820 062739	0.0	False	STOP LOCAL	85.8079	938.1654109954834
0.9	20220820 062739	0.0	False	STOP LOCAL	85.8079	938.7458939552307
0.8	20220820 062740	0.0	False	STOP LOCAL	85.8079	939.2209160327911
0.9	20220820 062741	0.0	False	STOP LOCAL	85.8079	940.3578450679779
0.8	20220820 062742	0.0	False	STOP LOCAL	85.8079	941.4778859615326
0.9	20220820 062743	0.0	False	STOP LOCAL	85.8079	942.47265791893
0.8	20220820 062745	0.0	False	STOP LOCAL	85.8079	944.0281658172607
0.9	20220820 062745	0.0	False	STOP LOCAL	85.8079	944.658313035965
0.8	20220820 062750	0.0	False	STOP LOCAL	85.8079	949.2181370258331
0.9	20220820 062751	0.0	False	STOP LOCAL	85.8079	950.2845067977905
0.8	20220820 062752	0.0	False	STOP LOCAL	85.8079	951.6852390766144
0.9	20220820 062753	0.0	False	STOP LOCAL	85.8079	952.7348020076752
0.8	20220820 062757	0.0	False	STOP LOCAL	85.8079	955.9198079109192
0.9	20220820 062757	0.0	False	STOP LOCAL	85.8079	956.4573910236359
0.8	20220820 062758	0.0	False	STOP LOCAL	85.8079	957.432060956955
0.9	20220820 062759	0.0	False	STOP LOCAL	85.8079	957.9666419029236
0.8	20220820 062759	0.0	False	STOP LOCAL	85.8079	958.5682728290558
0.9	20220820 062801	0.0	False	STOP LOCAL	85.8079	960.2100439071655
1.0	20220820 062802	0.0	False	STOP LOCAL	85.8079	961.70680809021
0.9	20220820 062803	0.0	False	STOP LOCAL	85.8079	962.1958022117615
0.8	20220820 062805	0.0	False	STOP LOCAL	85.8079	963.8037760257721
0.9	20220820 062807	0.0	False	STOP LOCAL	85.8079	965.9539909362793
0.8	20220820 062808	0.0	False	STOP LOCAL	85.8079	967.4851670265198
0.9	20220820 062809	0.0	False	STOP LOCAL	85.8079	967.8891980648041
0.8	20220820 062809	0.0	False	STOP LOCAL	85.8079	968.3329319953918
0.9	20220820 062809	0.0	False	STOP LOCAL	85.8079	968.7650990486145
0.8	20220820 062810	0.0	False	STOP LOCAL	85.8079	969.365963935852
0.9	20220820 062812	0.0	False	STOP LOCAL	85.8079	970.9794750213623
0.8	20220820 062812	0.0	False	STOP LOCAL	85.8079	971.5438981056213
0.9	20220820 062813	0.0	False	STOP LOCAL	85.8079	972.5823318958282
0.8	20220820 062816	0.0	False	STOP LOCAL	85.8079	974.9316201210022
0.9	20220820 062816	0.0	False	STOP LOCAL	85.8079	975.3611531257629
0.8	20220820 062817	0.0	False	STOP LOCAL	85.8079	976.5122759342194
0.9	20220820 062818	0.0	False	STOP LOCAL	85.8079	977.0847659111023
1.0	20220820 062818	0.0	False	STOP LOCAL	85.8079	977.6621990203857
0.9	20220820 062819	0.0	False	STOP LOCAL	85.8079	978.218987941742
1.0	20220820 062832	0.0	False	STOP LOCAL	85.8079	991.6537017822266
0.9	20220820 062833	0.0	False	STOP LOCAL	85.8079	992.1957340240479
0.8	20220820 062835	0.0	False	STOP LOCAL	85.8079	994.3202359676361
0.9	20220820 062836	0.0	False	STOP LOCAL	85.8079	995.3283689022064
0.8	20220820 062837	0.0	False	STOP LOCAL	85.8079	996.3916091918945
0.9	20220820 062838	0.0	False	STOP LOCAL	85.8079	996.9568219184875
0.8	20220820 062840	0.0	False	STOP LOCAL	85.8079	999.1730999946594
0.9	20220820 062840	0.0	False	STOP LOCAL	85.8079	999.7266359329224
0.8	20220820 062841	0.0	False	STOP LOCAL	85.8079	1000.2219908237457
0.9	20220820 062842	0.0	False	STOP LOCAL	85.8079	1000.7935190200806
0.8	20220820 062844	0.0	False	STOP LOCAL	85.8079	1002.9767501354218
1.0	20220820 062844	0.0	False	STOP LOCAL	85.8079	1003.6123530864716
0.9	20220820 062845	0.0	False	STOP LOCAL	85.8079	1004.1769380569458
1.0	20220820 062846	0.0	False	STOP LOCAL	85.8079	1005.2053470611572
0.9	20220820 062846	0.0	False	STOP LOCAL	85.8079	1005.7528240680695
0.8	20220820 062849	0.0	False	STOP LOCAL	85.8079	1008.3129498958588
0.9	20220820 062851	0.0	False	STOP LOCAL	85.8079	1010.4294810295105
0.8	20220820 062852	0.0	False	STOP LOCAL	85.8079	1010.9355688095093
0.9	20220820 062852	0.0	False	STOP LOCAL	85.8079	1011.4974761009216
0.8	20220820 062853	0.0	False	STOP LOCAL	85.8079	1012.0581970214844
0.9	20220820 062854	0.0	False	STOP LOCAL	85.8079	1013.0948269367218
0.8	20220820 062855	0.0	False	STOP LOCAL	85.8079	1014.1611058712006
0.9	20220820 062856	0.0	False	STOP LOCAL	85.8079	1015.3054761886597
0.8	20220820 062857	0.0	False	STOP LOCAL	85.8079	1016.3539781570435
0.9	20220820 062858	0.0	False	STOP LOCAL	85.8079	1016.9003541469574
