P_act	clock	flow	inj	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
0.1	20220817 150623	0.0	False	17.765	15	15	STOP REMOTE	97.6934	1.0703489780426025	538.0	460.0
0.0	20220817 150624	0.0	False	17.765	15	15	STOP REMOTE	97.6934	1.468946933746338	538.0	460.0
0.0	20220817 150624	0.0	False	18.371	15	15	STOP REMOTE	97.6934	1.6082909107208252	538.0	460.0
0.0	20220817 150624	0.0	False	17.692	15	15	STOP REMOTE	97.6934	2.099771022796631	538.0	460.0
0.0	20220817 150625	0.0	False	17.765	15	15	STOP REMOTE	97.6934	2.6869070529937744	538.0	460.0
0.1	20220817 150625	0.0	False	17.765	15	15	STOP REMOTE	97.6934	2.7847299575805664	538.0	460.0
0.1	20220817 150625	0.0	False	17.506	15	15	STOP REMOTE	97.6934	3.1959028244018555	538.0	460.0
0.1	20220817 150626	0.0	False	21.314	15	15	STOP REMOTE	97.6934	3.9687390327453613	538.0	460.0
0.1	20220817 150627	0.0	False	16.966	15	15	STOP REMOTE	97.6934	4.441733121871948	538.0	460.0
0.1	20220817 150627	0.0	False	19.129	15	15	STOP REMOTE	97.6934	4.899558782577515	538.0	460.0
0.1	20220817 150628	0.0	False	16.564	15	15	STOP REMOTE	97.6934	5.32573676109314	538.0	460.0
0.1	20220817 150628	0.0	False	18.281	15	15	STOP REMOTE	97.6934	5.894593954086304	538.0	460.0
0.1	20220817 150629	0.0	False	18.517	15	15	STOP REMOTE	97.6934	6.532156944274902	538.0	460.0
0.1	20220817 150629	0.0	False	18.178	15	15	STOP REMOTE	97.6934	7.160279989242554	538.0	460.0
0.2	20220817 150630	0.0	False	18.178	15	15	STOP REMOTE	97.6934	7.464505910873413	538.0	460.0
0.2	20220817 150630	0.0	False	19.764	15	15	STOP REMOTE	97.6934	7.7944910526275635	538.0	460.0
0.2	20220817 150631	0.0	False	20.188	15	15	STOP REMOTE	97.6934	8.372653007507324	538.0	460.0
