P_act	clock	flow	inj	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
1.1	20220817 134903	0.0	False	19.658	15	15	STOP REMOTE	97.9859	1.090425968170166	538.0	460.0
1.1	20220817 134903	0.0	False	20.824	15	15	STOP REMOTE	97.9859	1.5573160648345947	538.0	460.0
1.1	20220817 134904	0.0	False	19.627	15	15	STOP REMOTE	97.9859	2.1039562225341797	538.0	460.0
0.7	20220817 134904	0.0	False	19.627	15	15	STOP REMOTE	97.9859	2.346829891204834	538.0	460.0
0.7	20220817 134904	0.0	False	18.145	15	15	STOP REMOTE	97.9859	2.5489351749420166	538.0	460.0
0.7	20220817 134905	0.0	False	18.544	15	15	STOP REMOTE	97.9859	2.966709852218628	538.0	460.0
1.0	20220817 134905	0.0	False	18.544	15	15	STOP REMOTE	97.9859	3.4493720531463623	538.0	460.0
1.0	20220817 134905	0.0	False	18.575	15	15	STOP REMOTE	97.9859	3.489309072494507	538.0	460.0
1.0	20220817 134906	0.0	False	19.041	15	15	STOP REMOTE	97.9859	3.9588539600372314	538.0	460.0
0.7	20220817 134906	0.0	False	19.041	15	15	STOP REMOTE	97.9859	4.028078079223633	538.0	460.0
0.7	20220817 134906	0.0	False	20.431	15	15	STOP REMOTE	97.9859	4.397316932678223	538.0	460.0
1.1	20220817 134906	0.0	False	20.431	15	15	STOP REMOTE	97.9859	4.538219928741455	538.0	460.0
1.1	20220817 134907	0.0	False	19.566	15	15	STOP REMOTE	97.9859	4.962561845779419	538.0	460.0
1.1	20220817 134907	0.0	False	19.58	15	15	STOP REMOTE	97.9859	5.44943904876709	538.0	460.0
0.7	20220817 134907	0.0	False	19.58	15	15	STOP REMOTE	97.9859	5.822350025177002	538.0	460.0
0.7	20220817 134908	0.0	False	20.1	15	15	STOP REMOTE	97.9859	5.942856073379517	538.0	460.0
0.7	20220817 134908	0.0	False	17.668	15	15	STOP REMOTE	97.9859	6.367252826690674	538.0	460.0
0.7	20220817 134908	0.0	False	20.829	15	15	STOP REMOTE	97.9859	6.793220043182373	538.0	460.0
1.1	20220817 134909	0.0	False	20.829	15	15	STOP REMOTE	97.9859	7.226594924926758	538.0	460.0
1.1	20220817 134909	0.0	False	19.275	15	15	STOP REMOTE	97.9859	7.241858959197998	538.0	460.0
1.1	20220817 134909	0.0	False	19.88	15	15	STOP REMOTE	97.9859	7.710410833358765	538.0	460.0
0.7	20220817 134909	0.0	False	19.88	15	15	STOP REMOTE	97.9859	7.839359998703003	538.0	460.0
0.7	20220817 134910	0.0	False	19.496	15	15	STOP REMOTE	97.9859	8.225486040115356	538.0	460.0
0.7	20220817 134910	0.0	False	19.621	15	15	STOP REMOTE	97.9859	8.627572059631348	538.0	460.0
1.1	20220817 134911	0.0	False	19.664	15	15	STOP REMOTE	97.9859	9.135649919509888	538.0	460.0
