P_act	clock	flow	inj	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
0.1	20220818 163831	0.0	False	24.119	15	15	STOP REMOTE	89.3783	1.0081102848052979	538.0	460.0
0.2	20220818 163832	0.0	False	24.119	15	15	STOP REMOTE	89.3783	1.4752423763275146	538.0	460.0
0.2	20220818 163832	0.0	False	24.677	15	15	STOP REMOTE	89.3783	1.498122215270996	538.0	460.0
0.2	20220818 163832	0.0	False	23.778	15	15	STOP REMOTE	89.3783	2.009932041168213	538.0	460.0
0.2	20220818 163833	0.0	False	24.029	15	15	STOP REMOTE	89.3783	2.5120272636413574	538.0	460.0
0.2	20220818 163833	0.0	False	24.768	15	15	STOP REMOTE	89.3783	2.923283338546753	538.0	460.0
0.2	20220818 163834	0.0	False	25.874	15	15	STOP REMOTE	89.3783	3.4354071617126465	538.0	460.0
0.2	20220818 163834	0.0	False	21.466	15	15	STOP REMOTE	89.3783	3.930908203125	538.0	460.0
0.2	20220818 163835	0.0	False	25.094	15	15	STOP REMOTE	89.3783	4.5138561725616455	538.0	460.0
0.2	20220818 163835	0.0	False	26.627	15	15	STOP REMOTE	89.3783	5.006113052368164	538.0	460.0
0.1	20220818 163836	0.0	False	26.627	15	15	STOP REMOTE	89.3783	5.363080263137817	538.0	460.0
0.1	20220818 163836	0.0	False	24.672	15	15	STOP REMOTE	89.3783	5.4637062549591064	538.0	460.0
0.1	20220818 163837	0.0	False	25.076	15	15	STOP REMOTE	89.3783	6.03232216835022	538.0	460.0
0.1	20220818 163837	0.0	False	24.435	15	15	STOP REMOTE	89.3783	6.425141334533691	538.0	460.0
0.1	20220818 163837	0.0	False	23.359	15	15	STOP REMOTE	89.3783	6.975224256515503	538.0	460.0
0.1	20220818 163838	0.0	False	23.994	15	15	STOP REMOTE	89.3783	7.556521415710449	538.0	460.0
0.2	20220818 163838	0.0	False	23.994	15	15	STOP REMOTE	89.3783	7.6325743198394775	538.0	460.0
0.2	20220818 163839	0.0	False	24.145	15	15	STOP REMOTE	89.3783	8.050248384475708	538.0	460.0
0.2	20220818 163839	0.0	False	21.933	15	15	STOP REMOTE	89.3783	8.577294111251831	538.0	460.0
0.1	20220818 163839	0.0	False	21.933	15	15	STOP REMOTE	89.3783	8.948256254196167	538.0	460.0
0.1	20220818 163840	0.0	False	24.02	15	15	STOP REMOTE	89.3783	9.06044626235962	538.0	460.0
0.2	20220818 163840	0.0	False	24.02	15	15	STOP REMOTE	89.3783	9.502269268035889	538.0	460.0
0.2	20220818 163840	0.0	False	22.516	15	15	STOP REMOTE	89.3783	9.52543830871582	538.0	460.0
0.2	20220818 163841	0.0	False	23.795	15	15	STOP REMOTE	89.3783	10.11741828918457	538.0	460.0
0.2	20220818 163841	0.0	False	21.988	15	15	STOP REMOTE	89.3783	10.63935112953186	538.0	460.0
0.2	20220818 163842	0.0	False	21.849	15	15	STOP REMOTE	89.3783	11.212800025939941	538.0	460.0
0.2	20220818 163842	0.0	False	25.655	15	15	STOP REMOTE	89.3783	11.622742176055908	538.0	460.0
0.2	20220818 163843	0.0	False	28.164	15	15	STOP REMOTE	89.3783	12.177539110183716	538.0	460.0
0.2	20220818 163843	0.0	False	21.597	15	15	STOP REMOTE	89.3783	12.775214195251465	538.0	460.0
0.2	20220818 163844	0.0	False	22.78	15	15	STOP REMOTE	89.3783	13.283611297607422	538.0	460.0
0.2	20220818 163844	0.0	False	24.708	15	15	STOP REMOTE	89.3783	13.935126066207886	538.0	460.0
0.2	20220818 163845	0.0	False	23.997	15	15	STOP REMOTE	89.3783	14.552150011062622	538.0	460.0
0.2	20220818 163846	0.0	False	22.92	15	15	STOP REMOTE	89.3783	15.10300326347351	538.0	460.0
0.2	20220818 163846	0.0	False	23.47	15	15	STOP REMOTE	89.3783	15.684899091720581	538.0	460.0
0.2	20220818 163847	0.0	False	21.255	15	15	STOP REMOTE	89.3783	16.3390531539917	538.0	460.0
0.2	20220818 163847	0.0	False	23.18	15	15	STOP REMOTE	89.3783	16.920698165893555	538.0	460.0
0.1	20220818 163848	0.0	False	23.18	15	15	STOP REMOTE	89.3783	17.44150137901306	538.0	460.0
0.1	20220818 163848	0.0	False	24.104	15	15	STOP REMOTE	89.3783	17.463240385055542	538.0	460.0
0.2	20220818 163848	0.0	False	24.104	15	15	STOP REMOTE	89.3783	17.85399603843689	538.0	460.0
0.2	20220818 163848	0.0	False	25.9	15	15	STOP REMOTE	89.3783	18.008780241012573	538.0	460.0
0.2	20220818 163849	0.0	False	23.683	15	15	STOP REMOTE	89.3783	18.394004344940186	538.0	460.0
