P_act	clock	flow	inj	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
0.0	20220818 105617	0.0	False	23.368	15	15	STOP REMOTE	94.9572	1.0014309883117676	538.0	460.0
0.0	20220818 105618	0.0	False	24.203	15	15	STOP REMOTE	94.9572	1.442807674407959	538.0	460.0
0.0	20220818 105618	0.0	False	25.562	15	15	STOP REMOTE	94.9572	1.944570779800415	538.0	460.0
-0.0	20220818 105619	0.0	False	23.827	15	15	STOP REMOTE	94.9572	2.462721824645996	538.0	460.0
0.0	20220818 105619	0.0	False	23.78	15	15	STOP REMOTE	94.9572	2.915451765060425	538.0	460.0
0.0	20220818 105620	0.0	False	23.35	15	15	STOP REMOTE	94.9572	3.500905990600586	538.0	460.0
0.1	20220818 105620	0.0	False	23.35	15	15	STOP REMOTE	94.9572	3.6114108562469482	538.0	460.0
0.1	20220818 105620	0.0	False	24.362	15	15	STOP REMOTE	94.9572	4.03092885017395	538.0	460.0
0.0	20220818 105621	0.0	False	24.362	15	15	STOP REMOTE	94.9572	4.296477794647217	538.0	460.0
0.0	20220818 105621	0.0	False	26.205	15	15	STOP REMOTE	94.9572	4.477852821350098	538.0	460.0
0.1	20220818 105621	0.0	False	26.205	15	15	STOP REMOTE	94.9572	4.724830865859985	538.0	460.0
0.1	20220818 105621	0.0	False	25.1	15	15	STOP REMOTE	94.9572	4.930995941162109	538.0	460.0
0.1	20220818 105622	0.0	False	23.449	15	15	STOP REMOTE	94.9572	5.3675127029418945	538.0	460.0
0.0	20220818 105622	0.0	False	23.449	15	15	STOP REMOTE	94.9572	5.697572708129883	538.0	460.0
0.0	20220818 105622	0.0	False	25.236	15	15	STOP REMOTE	94.9572	5.896492004394531	538.0	460.0
0.1	20220818 105623	0.0	False	25.236	15	15	STOP REMOTE	94.9572	6.130800724029541	538.0	460.0
0.1	20220818 105623	0.0	False	24.024	15	15	STOP REMOTE	94.9572	6.396857738494873	538.0	460.0
0.1	20220818 105623	0.0	False	24.921	15	15	STOP REMOTE	94.9572	6.88326096534729	538.0	460.0
0.1	20220818 105624	0.0	False	23.796	15	15	STOP REMOTE	94.9572	7.510871648788452	538.0	460.0
0.0	20220818 105624	0.0	False	23.796	15	15	STOP REMOTE	94.9572	7.6046648025512695	538.0	460.0
0.0	20220818 105625	0.0	False	21.904	15	15	STOP REMOTE	94.9572	8.130674839019775	538.0	460.0
0.1	20220818 105625	0.0	False	21.904	15	15	STOP REMOTE	94.9572	8.257243871688843	538.0	460.0
0.1	20220818 105625	0.0	False	22.13	15	15	STOP REMOTE	94.9572	8.561396837234497	538.0	460.0
0.1	20220818 105625	0.0	False	26.538	15	15	STOP REMOTE	94.9572	9.006675958633423	538.0	460.0
0.0	20220818 105626	0.0	False	26.538	15	15	STOP REMOTE	94.9572	9.418536901473999	538.0	460.0
0.0	20220818 105626	0.0	False	23.327	15	15	STOP REMOTE	94.9572	9.489114761352539	538.0	460.0
0.0	20220818 105626	0.0	False	24.426	15	15	STOP REMOTE	94.9572	9.982270956039429	538.0	460.0
0.1	20220818 105626	0.0	False	24.426	15	15	STOP REMOTE	94.9572	10.05096697807312	538.0	460.0
0.1	20220818 105627	0.0	False	23.204	15	15	STOP REMOTE	94.9572	10.598356008529663	538.0	460.0
0.0	20220818 105627	0.0	False	23.204	15	15	STOP REMOTE	94.9572	10.986294984817505	538.0	460.0
0.0	20220818 105628	0.0	False	22.569	15	15	STOP REMOTE	94.9572	11.181688785552979	538.0	460.0
0.0	20220818 105628	0.0	False	25.863	15	15	STOP REMOTE	94.9572	11.798398971557617	538.0	460.0
0.1	20220818 105628	0.0	False	25.863	15	15	STOP REMOTE	94.9572	11.804215669631958	538.0	460.0
0.1	20220818 105629	0.0	False	24.88	15	15	STOP REMOTE	94.9572	12.43829870223999	538.0	460.0
0.1	20220818 105629	0.0	False	23.85	15	15	STOP REMOTE	94.9572	12.858765840530396	538.0	460.0
0.0	20220818 105630	0.0	False	23.85	15	15	STOP REMOTE	94.9572	13.227632761001587	538.0	460.0
0.0	20220818 105630	0.0	False	24.513	15	15	STOP REMOTE	94.9572	13.43129587173462	538.0	460.0
0.1	20220818 105630	0.0	False	24.513	15	15	STOP REMOTE	94.9572	14.012941837310791	538.0	460.0
0.1	20220818 105630	0.0	False	25.901	15	15	STOP REMOTE	94.9572	14.039099931716919	538.0	460.0
0.1	20220818 105631	0.0	False	24.598	15	15	STOP REMOTE	94.9572	14.56465482711792	538.0	460.0
0.0	20220818 105631	0.0	False	24.598	15	15	STOP REMOTE	94.9572	14.817606925964355	538.0	460.0
0.0	20220818 105632	0.0	False	25.075	15	15	STOP REMOTE	94.9572	15.181021928787231	538.0	460.0
0.0	20220818 105632	0.0	False	22.882	15	15	STOP REMOTE	94.9572	15.72940182685852	538.0	460.0
0.0	20220818 105633	0.0	False	23.265	15	15	STOP REMOTE	94.9572	16.33685564994812	538.0	460.0
0.0	20220818 105633	0.0	False	20.128	15	15	STOP REMOTE	94.9572	16.945371866226196	538.0	460.0
0.0	20220818 105634	0.0	False	22.086	15	15	STOP REMOTE	94.9572	17.64958167076111	538.0	460.0
0.0	20220818 105635	0.0	False	26.533	15	15	STOP REMOTE	94.9572	18.327484846115112	538.0	460.0
