P_act	clock	flow	inj	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
-0.0	20220819 141239	0.0	False	25.246	15	15	STOP REMOTE	False	1.007882833480835	538.0	460.0
0.0	20220819 141240	0.0	False	23.1	15	15	STOP REMOTE	False	1.4866597652435303	538.0	460.0
0.0	20220819 141240	0.0	False	21.682	15	15	STOP REMOTE	False	1.9990520477294922	538.0	460.0
0.0	20220819 141241	0.0	False	24.062	15	15	STOP REMOTE	False	2.563811779022217	538.0	460.0
0.0	20220819 141242	0.0	False	21.738	15	15	STOP REMOTE	False	3.0610177516937256	538.0	460.0
-0.0	20220819 141242	0.0	False	22.678	15	15	STOP REMOTE	False	3.5891146659851074	538.0	460.0
0.0	20220819 141243	0.0	False	21.774	15	15	STOP REMOTE	False	4.136254787445068	538.0	460.0
0.0	20220819 141243	0.0	False	19.868	15	15	STOP REMOTE	False	4.671687841415405	538.0	460.0
0.0	20220819 141244	0.0	False	22.614	15	15	STOP REMOTE	False	5.197575807571411	538.0	460.0
0.1	20220819 141244	0.0	False	22.614	15	15	STOP REMOTE	False	5.699661016464233	538.0	460.0
0.1	20220819 141244	0.0	False	27.2	15	15	STOP REMOTE	False	5.741870641708374	538.0	460.0
0.1	20220819 141245	0.0	False	23.542	15	15	STOP REMOTE	False	6.205039739608765	538.0	460.0
0.0	20220819 141245	0.0	False	23.542	15	15	STOP REMOTE	False	6.3299219608306885	538.0	460.0
0.0	20220819 141245	0.0	False	20.421	15	15	STOP REMOTE	False	6.672747850418091	538.0	460.0
0.1	20220819 141245	0.0	False	20.421	15	15	STOP REMOTE	False	6.924360752105713	538.0	460.0
0.1	20220819 141246	0.0	False	26.159	15	15	STOP REMOTE	False	7.166555881500244	538.0	460.0
0.1	20220819 141246	0.0	False	23.8	15	15	STOP REMOTE	False	7.61031174659729	538.0	460.0
0.1	20220819 141247	0.0	False	21.047	15	15	STOP REMOTE	False	8.097732782363892	538.0	460.0
0.1	20220819 141247	0.0	False	20.337	15	15	STOP REMOTE	False	8.603439807891846	538.0	460.0
0.0	20220819 141247	0.0	False	20.337	15	15	STOP REMOTE	False	8.705879926681519	538.0	460.0
0.0	20220819 141248	0.0	False	25.54	15	15	STOP REMOTE	False	9.107252836227417	538.0	460.0
0.1	20220819 141248	0.0	False	25.54	15	15	STOP REMOTE	False	9.367488861083984	538.0	460.0
0.1	20220819 141248	0.0	False	21.382	15	15	STOP REMOTE	False	9.663542985916138	538.0	460.0
0.1	20220819 141249	0.0	False	25.55	15	15	STOP REMOTE	False	10.279155969619751	538.0	460.0
