P_act	clock	flow	inj	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
0.1	20220819 134124	0.0	False	25.329	15	15	STOP REMOTE	89.2299	1.041764736175537	538.0	460.0
0.1	20220819 134125	0.0	False	26.465	15	15	STOP REMOTE	89.2299	1.5371277332305908	538.0	460.0
0.1	20220819 134125	0.0	False	26.18	15	15	STOP REMOTE	89.2299	1.9948549270629883	538.0	460.0
0.1	20220819 134126	0.0	False	21.522	15	15	STOP REMOTE	89.2299	2.5386159420013428	538.0	460.0
0.0	20220819 134126	0.0	False	21.522	15	15	STOP REMOTE	89.2299	2.802027940750122	538.0	460.0
0.0	20220819 134127	0.0	False	25.217	15	15	STOP REMOTE	89.2299	3.2245259284973145	538.0	460.0
0.1	20220819 134127	0.0	False	25.217	15	15	STOP REMOTE	89.2299	3.692152976989746	538.0	460.0
0.1	20220819 134127	0.0	False	25.027	15	15	STOP REMOTE	89.2299	3.830306053161621	538.0	460.0
0.1	20220819 134128	0.0	False	21.247	15	15	STOP REMOTE	89.2299	4.468137979507446	538.0	460.0
0.1	20220819 134128	0.0	False	23.462	15	15	STOP REMOTE	89.2299	4.959046840667725	538.0	460.0
0.1	20220819 134129	0.0	False	21.928	15	15	STOP REMOTE	89.2299	5.362100839614868	538.0	460.0
0.1	20220819 134129	0.0	False	23.181	15	15	STOP REMOTE	89.2299	5.816618919372559	538.0	460.0
0.1	20220819 134130	0.0	False	24.901	15	15	STOP REMOTE	89.2299	6.247225046157837	538.0	460.0
0.1	20220819 134130	0.0	False	25.97	15	15	STOP REMOTE	89.2299	6.702793836593628	538.0	460.0
0.1	20220819 134131	0.0	False	26.964	15	15	STOP REMOTE	89.2299	7.257372856140137	538.0	460.0
0.1	20220819 134131	0.0	False	24.13	15	15	STOP REMOTE	89.2299	7.705066919326782	538.0	460.0
0.1	20220819 134132	0.0	False	23.25	15	15	STOP REMOTE	89.2299	8.397011995315552	538.0	460.0
0.1	20220819 134132	0.0	False	22.899	15	15	STOP REMOTE	89.2299	8.905257940292358	538.0	460.0
0.1	20220819 134133	0.0	False	22.877	15	15	STOP REMOTE	89.2299	9.427199840545654	538.0	460.0
0.1	20220819 134133	0.0	False	24.525	15	15	STOP REMOTE	89.2299	9.870664834976196	538.0	460.0
0.2	20220819 134133	0.0	False	24.525	15	15	STOP REMOTE	89.2299	9.966121912002563	538.0	460.0
0.2	20220819 134134	0.0	False	23.165	15	15	STOP REMOTE	89.2299	10.329387903213501	538.0	460.0
0.1	20220819 134134	0.0	False	23.165	15	15	STOP REMOTE	89.2299	10.403175830841064	538.0	460.0
0.1	20220819 134134	0.0	False	23.929	15	15	STOP REMOTE	89.2299	10.764480829238892	538.0	460.0
0.1	20220819 134135	0.0	False	21.836	15	15	STOP REMOTE	89.2299	11.36452603340149	538.0	460.0
0.1	20220819 134135	0.0	False	25.133	15	15	STOP REMOTE	89.2299	11.95708179473877	538.0	460.0
0.1	20220819 134136	0.0	False	24.153	15	15	STOP REMOTE	89.2299	12.409641981124878	538.0	460.0
0.1	20220819 134136	0.0	False	22.716	15	15	STOP REMOTE	89.2299	12.828931093215942	538.0	460.0
0.1	20220819 134137	0.0	False	22.146	15	15	STOP REMOTE	89.2299	13.224040985107422	538.0	460.0
0.1	20220819 134137	0.0	False	22.365	15	15	STOP REMOTE	89.2299	13.685484886169434	538.0	460.0
0.1	20220819 134137	0.0	False	22.222	15	15	STOP REMOTE	89.2299	14.169620990753174	538.0	460.0
0.1	20220819 134138	0.0	False	23.902	15	15	STOP REMOTE	89.2299	14.533278942108154	538.0	460.0
0.1	20220819 134138	0.0	False	24.488	15	15	STOP REMOTE	89.2299	14.919936895370483	538.0	460.0
0.1	20220819 134139	0.0	False	22.463	15	15	STOP REMOTE	89.2299	15.303843021392822	538.0	460.0
