P_act	clock	flow	intensity	slit_em	slit_ex	status	vol	watch	wl_em	wl_ex
0.7	20220809 161614	0.00175	17.85	15	15	RUN REMOTE	101.1958	1.0356791019439697	538.0	460.0
0.7	20220809 161614	0.00301	17.85	15	15	RUN REMOTE	101.1957	1.179884910583496	538.0	460.0
0.7	20220809 161614	0.00301	19.021	15	15	RUN REMOTE	101.1957	1.4640867710113525	538.0	460.0
0.7	20220809 161615	0.00254	19.021	15	15	RUN REMOTE	101.1957	1.5964539051055908	538.0	460.0
0.7	20220809 161615	0.00254	19.461	15	15	RUN REMOTE	101.1957	1.976694107055664	538.0	460.0
0.7	20220809 161615	0.00215	19.461	15	15	RUN REMOTE	101.1957	2.25833797454834	538.0	460.0
0.7	20220809 161615	0.00215	19.431	15	15	RUN REMOTE	101.1957	2.4490809440612793	538.0	460.0
0.7	20220809 161616	0.00194	19.431	15	15	RUN REMOTE	101.1957	2.922621011734009	538.0	460.0
0.7	20220809 161616	0.00194	19.427	15	15	RUN REMOTE	101.1957	2.938314199447632	538.0	460.0
0.7	20220809 161616	0.00194	18.926	15	15	RUN REMOTE	101.1957	3.439713954925537	538.0	460.0
0.7	20220809 161616	0.0012	18.926	15	15	RUN REMOTE	101.1957	3.4853479862213135	538.0	460.0
0.7	20220809 161617	0.0012	19.856	15	15	RUN REMOTE	101.1957	3.9699649810791016	538.0	460.0
0.7	20220809 161617	0.00108	19.856	15	15	RUN REMOTE	101.1957	4.235962867736816	538.0	460.0
0.7	20220809 161617	0.00108	19.318	15	15	RUN REMOTE	101.1957	4.496453046798706	538.0	460.0
0.7	20220809 161618	0.00108	18.608	15	15	RUN REMOTE	101.1957	4.948243141174316	538.0	460.0
0.7	20220809 161618	0.00108	19.774	15	15	RUN REMOTE	101.1957	5.402521848678589	538.0	460.0
0.7	20220809 161618	0.00045	19.774	15	15	RUN REMOTE	101.1957	5.471964120864868	538.0	460.0
0.7	20220809 161619	0.00045	17.797	15	15	RUN REMOTE	101.1957	5.936532020568848	538.0	460.0
0.7	20220809 161619	0.00051	17.797	15	15	RUN REMOTE	101.1957	6.058734893798828	538.0	460.0
0.7	20220809 161619	0.00051	19.033	15	15	RUN REMOTE	101.1957	6.476325035095215	538.0	460.0
0.7	20220809 161620	0.00046	19.033	15	15	RUN REMOTE	101.1957	6.621982097625732	538.0	460.0
0.7	20220809 161620	0.00046	19.901	15	15	RUN REMOTE	101.1957	6.9536988735198975	538.0	460.0
0.7	20220809 161620	0.00054	19.901	15	15	RUN REMOTE	101.1957	7.097099781036377	538.0	460.0
0.7	20220809 161620	0.00054	17.819	15	15	RUN REMOTE	101.1957	7.4359588623046875	538.0	460.0
0.7	20220809 161621	0.00126	17.819	15	15	RUN REMOTE	101.1957	7.750792026519775	538.0	460.0
0.7	20220809 161621	0.00126	19.036	15	15	RUN REMOTE	101.1957	7.9211061000823975	538.0	460.0
0.7	20220809 161621	0.00104	18.063	15	15	RUN REMOTE	101.1957	8.408459186553955	538.0	460.0
0.7	20220809 161622	0.00104	18.309	15	15	RUN REMOTE	101.1957	9.032799005508423	538.0	460.0
0.7	20220809 161622	0.00081	18.309	15	15	RUN REMOTE	101.1957	9.108031034469604	538.0	460.0
0.7	20220809 161622	0.00081	19.147	15	15	RUN REMOTE	101.1957	9.453736066818237	538.0	460.0
0.7	20220809 161623	0.00063	19.147	15	15	RUN REMOTE	101.1957	9.640367984771729	538.0	460.0
0.7	20220809 161623	0.00063	19.264	15	15	RUN REMOTE	101.1957	9.859503030776978	538.0	460.0
0.7	20220809 161623	0.00054	19.264	15	15	RUN REMOTE	101.1957	10.128041982650757	538.0	460.0
0.7	20220809 161623	0.00054	19.352	15	15	RUN REMOTE	101.1957	10.341459035873413	538.0	460.0
0.7	20220809 161624	0.00048	19.352	15	15	RUN REMOTE	101.1957	10.717786073684692	538.0	460.0
0.7	20220809 161624	0.00048	18.654	15	15	RUN REMOTE	101.1957	10.798890113830566	538.0	460.0
0.7	20220809 161624	0.00048	18.532	15	15	RUN REMOTE	101.1957	11.35507583618164	538.0	460.0
0.7	20220809 161624	0.00096	18.532	15	15	RUN REMOTE	101.1956	11.426697015762329	538.0	460.0
0.7	20220809 161625	0.00122	18.532	15	15	RUN REMOTE	101.1956	11.861141204833984	538.0	460.0
0.7	20220809 161625	0.00122	18.388	15	15	RUN REMOTE	101.1956	11.888247966766357	538.0	460.0
0.7	20220809 161625	0.00122	18.765	15	15	RUN REMOTE	101.1956	12.44563603401184	538.0	460.0
0.7	20220809 161626	0.00092	18.765	15	15	RUN REMOTE	101.1956	13.0430748462677	538.0	460.0
0.7	20220809 161626	0.00092	17.434	15	15	RUN REMOTE	101.1956	13.080607175827026	538.0	460.0
0.7	20220809 161627	0.00092	19.575	15	15	RUN REMOTE	101.1956	13.568916082382202	538.0	460.0
0.7	20220809 161627	0.00076	19.575	15	15	RUN REMOTE	101.1956	13.569103002548218	538.0	460.0
0.7	20220809 161627	0.00076	17.428	15	15	RUN REMOTE	101.1956	14.063250064849854	538.0	460.0
0.7	20220809 161628	0.00076	20.046	15	15	RUN REMOTE	101.1956	14.562329053878784	538.0	460.0
0.7	20220809 161628	0.00055	20.046	15	15	RUN REMOTE	101.1956	14.734764814376831	538.0	460.0
0.7	20220809 161628	0.00055	19.643	15	15	RUN REMOTE	101.1956	15.206928968429565	538.0	460.0
0.7	20220809 161628	0.00049	19.643	15	15	RUN REMOTE	101.1956	15.457361936569214	538.0	460.0
0.7	20220809 161629	0.00049	18.44	15	15	RUN REMOTE	101.1956	15.741100788116455	538.0	460.0
0.7	20220809 161629	0.00031	18.44	15	15	RUN REMOTE	101.1956	16.298887968063354	538.0	460.0
0.7	20220809 161629	0.00031	19.611	15	15	RUN REMOTE	101.1956	16.339494943618774	538.0	460.0
0.7	20220809 161630	0.00031	17.271	15	15	RUN REMOTE	101.1956	16.814467906951904	538.0	460.0
0.7	20220809 161630	0.00025	17.271	15	15	RUN REMOTE	101.1956	17.039885997772217	538.0	460.0
0.7	20220809 161630	0.00025	19.998	15	15	RUN REMOTE	101.1956	17.404232025146484	538.0	460.0
