X	Y
0.05065747298753563	0.32882731011110544
0.052085115682259965	0.37086077438167897
0.053356365020240715	0.39212410476461884
0.05463973708747781	0.4006549889065649
0.055917964225032084	0.40575680370906775
0.057195788723835905	0.4111111361373201
0.05847466113369501	0.417457473466397
0.05975576668877364	0.42505243418122096
0.06102745405465895	0.4343609784462714
0.062298861019043854	0.44603690004324326
0.06358091065644556	0.46101466257420476
0.06485114723021355	0.48148949664992435
0.06611426663009824	0.5128664029497824
0.06738268190175861	0.5650864219214803
0.06866384116042404	0.6498648472354311
0.07010286827748735	0.7715311047580989
0.07157145963191458	0.9170854147748608
0.07286291102647638	1.0564812485089154
0.07415270295682236	1.1542463163014154
0.07543519644258267	1.1832389721182344
0.07671790514772228	1.1344943317513407
0.07799552918059749	1.0203865479861778
0.0792775937137849	0.869114185408782
0.08055388105078175	0.7130464053248603
0.08183083390775785	0.5772904594686113
0.08310490356769146	0.47386888531616844
0.08437591585603965	0.40267163271038375
0.08565381648009966	0.3565493242996075
0.08692885429438815	0.3267652465841836
0.08820279718310894	0.3063755782641447
0.08962179301044089	0.29123562910126466
0.0910480472820069	0.2794239632411779
0.09235414000658419	0.2700776361879504
0.09364341673542911	0.26258255889910165
0.09490082290743791	0.25640578083053744
0.09618573777779392	0.2511728627703641
0.09749368065360886	0.24667475168815867
0.09877274064629706	0.24279392491870308
0.10001964697430323	0.23943069822314647
0.10128160668678383	0.23648438625221643
0.1025571754158771	0.2338702334334941
0.10383974766526535	0.2315242278443262
0.10512574480986628	0.22939089378761868
0.10641161961150576	0.22742234988573584
0.10784753259401676	0.22560006113661468
0.10929269313806872	0.22394192705304367
0.11058044131572398	0.22246480550727107
0.11186333019738585	0.22115201536654125
0.11313917522493212	0.21996794800036543
0.11441552795523276	0.21888383687341495
0.11569734475038683	0.21788333789602024
0.11697983993960837	0.21695736936917787
0.11825367858059546	0.21609933024128053
0.11952982185228049	0.21530292595768036
0.12080834064047259	0.21456216293676295
0.12208229109052736	0.2138716052966005
0.12336214114147165	0.21322572028093378
0.12464039196534148	0.21261767869920872
0.1259179899955353	0.21204090199436382
0.1273611735936442	0.2114960743105056
0.12879067735682398	0.21099357294536147
0.13007622452100562	0.2105425628633809
0.13134911633774124	0.21014187357625785
0.1326232344798606	0.20978485155723745
0.1339016933027983	0.20946705586031922
0.13517220694626114	0.20918753457289926
0.13645166409858542	0.20894712951362468
0.137730361812826	0.2087475457619438
0.13900644104842652	0.2085911097566366
0.14029146708513232	0.20848078918736712
0.14157146313562202	0.20842055671193074
0.14285060292574617	0.20841636823529341
0.14412468337355785	0.20847794327961755
0.1454053544114688	0.20861893541311238
0.1468494815009125	0.20885118127456787
0.1482889045203772	0.20917583338613566
0.1495688074506598	0.2095805857260702
0.1508465620879618	0.21004236854676991
0.15212466572857597	0.21052925252577626
0.15340492439256895	0.2110052655902967
0.15467442532057793	0.21144118821640745
0.1559627097370157	0.21182440381153636
0.1572299811126897	0.21216108859483335
0.15850291402123387	0.21247022681040234
0.15979465879928068	0.21277323184320118
0.16108413246131498	0.21308608941794036
0.16235826787092877	0.21341842522821014
0.16363416300095604	0.21377501918381242
0.16507493866995968	0.2141534465653749
0.1665036469578323	0.2145434729951685
0.1677799442499725	0.21493554785073202
0.16905795321626735	0.21532816892036286
0.17034003579885623	0.21572464702927588
0.17161452261838522	0.21612759138398926
0.1728908778478991	0.2165380683823331
0.17416861668638486	0.21695652760646003
0.17544831700480062	0.21738311853211456
0.17672750336522247	0.217817813937016
0.17800430147631177	0.2182605520015389
0.17928674676275624	0.2187113851883046
0.18056278129069248	0.21917158591653874
0.18183255990262415	0.2196458115406136
0.18310890848227082	0.22014057652150262
0.1845605711644666	0.2206554901500085
0.18600658089214325	0.22117877407795583
0.1872856672732594	0.22169830556312328
0.18855856791537562	0.22221292638278747
0.1898289476469884	0.22272857191132778
0.1911110691399886	0.2232497341792513
0.19238592674079133	0.22377761527269757
0.1936595730206635	0.22431212736727937
0.1949430732264743	0.22485295204377573
0.19621479282531668	0.2253995976631342
0.19749882680916675	0.22595146364114352
0.19877531357376105	0.22650811208690885
0.2000521102398781	0.22707049917763936
0.20133388162280574	0.22764282367847055
0.20260778556015435	0.2282307833624218
0.20404823696911661	0.22883276140367687
0.20548374199732797	0.22943524908434737
0.2067631395740381	0.23002452306880075
0.20804384436708065	0.2305983466081409
0.20932225453387887	0.23116161720409797
0.2105957966365358	0.23171791347984277
0.21187398188978593	0.23226784498150785
0.21315016013648377	0.23281045757635033
0.21443346930430324	0.2333440917786821
0.21570742510856436	0.23386686098083856
0.21698836628718712	0.23437684814795892
0.2182696605432004	0.2348719364383232
0.2195486672266964	0.23535019952384037
0.22082299199952635	0.23581063694880106
0.2221041039722148	0.23625072483858206
0.22354055981500595	0.2366595658143497
0.22498501469151236	0.23701642967931263
0.22625936222724521	0.23730181616050233
0.22753822463775095	0.23750778211765977
0.22881526345700046	0.23763650586989604
0.23008988471960098	0.23769542213633849
0.2313658552234541	0.23769567531005745
0.23264147958756473	0.23765110487824856
0.2339236673973478	0.23757596789827867
0.23520277947574347	0.23748255210473598
0.23648302064413226	0.23737976019446339
0.2377644025525749	0.23727278250969858
0.23903811735357353	0.23716345261949515
0.24031663305466142	0.2370515462047916
0.24175419748722582	0.23693734642894934
0.243196495977101	0.23682305811525003
0.24447469577069536	0.23671079311273135
0.24575339763211076	0.2366003785723478
0.24703272813128227	0.23649023686343468
0.24831025163232823	0.23637909501125307
0.24958992918375128	0.23626629530832047
0.25086246985219385	0.2361514121530796
0.25214184335832557	0.23603405015235188
0.25341935085911	0.2359138442475783
0.25469707372481887	0.2357904539037285
0.2559775794491297	0.23566349642560108
0.25725945471622613	0.23553226898004404
0.2585345411863608	0.235395222365686
0.2598183957862699	0.23525036196981344
0.2612573348622721	0.23509755474815316
0.2626902062375268	0.23493972493851592
0.26397098767790567	0.2347799022594269
0.26524769963757533	0.23461821186681725
0.26652748758713996	0.23445293790824942
0.2678043587555415	0.23428270378810423
0.2690780741666342	0.23410685471381626
0.27035719550492326	0.23392507018909195
0.2716384985786632	0.23373725173196508
0.272918407061617	0.23354344580543457
0.2741937256762224	0.23334362269937953
0.27546883950621726	0.23313748825173358
0.27674987512284954	0.2329241798484142
0.278028062625665	0.23270159845812818
0.2793066854186399	0.23246701315758464
0.28074980933079247	0.23222071064689292
0.2821848945440248	0.23196795266446205
0.28346252262808347	0.23171412755264426
0.28474312755795483	0.23145980534711263
0.2860163310196089	0.23120247981993164
0.2872976042654592	0.23094024048557543
0.2885769942027187	0.23067261039950643
0.2898545132720968	0.2303997372819794
0.2911296116134878	0.23012177318054564
0.29240764129676683	0.22983879227824816
0.29368640706546484	0.22955077276525457
0.2949623634964121	0.22925700672898325
0.2962442242416013	0.2289550932554201
0.29752205313424873	0.22864184299619972
0.2989613740086408	0.22831797738733503
