N	Nu	chi2	comment	d	dof	eta1	offs	q	rhor	scal	sigC	sigH	zH	shot	time	N_err	Nu_err	d_err	eta1_err	offs_err	rhor_err	scal_err	sigC_err	zH_err
22.51708038955221	1.390977996670351e-07	756413.5458654813	[]	74.18612012466028	491.0	0.1485188136776146	0.1498600058870855	@->X	-1.8108818774312812	5.434378970449889e-07	2.387308058465932	3.0	7.621587698037847	S3_PEO_16C_155MPa_X3_Y7_mcg.par	20220202 145943	68.03393417351896	0.4712331259497884	0.7327726277200431	0.0280486526962965	0.0111611240733809	3.7338236541271863	1.854419266102025e-06	5.979094511572	2.928616171536535
4.415627790658204	1.851704381781972e-06	750926.7838531862	[]	73.55644248473038	491.0	0.2063777402940875	0.4090788778150406	@->X	-0.3832608035052378	1.0800864928555636e-06	2.076868171605732	3.0	9.709607109006775	S3_PEO_12C_155MPa_X2_Y7_mcg.par	20220202 150001	1.3114203839610834	0.5760246379873945	1.303229075151166	0.1488166709089479	0.0020749889141186	3.517644064112152	9.374312161900656e-07	25.09329833134304	2.021662015545333
21.89215340508488	7.555900836429934e-07	725548.8791745069	[]	78.69117373046218	491.0	0.1430860083220963	0.1515566265871221	@->X	-1.3551008556960915	6.747793120529487e-07	2.338719591106994	3.0	8.044450349082561	S3_PEO_16C_177MPa_X3_Y8_mcg.par	20220202 145946	20.35047181960097	1.512831368676872	0.642354188408505	0.0267873569321174	0.0082650478141462	2.497873195925409	9.476808390849596e-07	5.546158928694813	1.8889526361713305
21.767897005446507	8.277305747175509e-07	639736.1050908414	[]	65.40890201338306	491.0	0.188864051316428	0.153316114054908	@->X	-2.6384215760009	5.818945045637647e-07	2.4913669747265974	3.0	6.202317788661649	S3_PEO_16C_022MPa_X3_Y1_mcg.par	20220202 150010	22.76114328139895	1.535889853408868	0.4060867582383389	0.0266353661542531	0.0153545386014949	5.744192941129057	2.0735549210787798e-06	5.081571621694911	4.067907724227046
9.00106786198773	1.991918412203028e-06	587332.5927168664	[]	63.13277784849798	491.0	0.4625547888251533	0.4200796186207178	@->X	-0.5312936202088598	1.195788211089009e-06	3.7856991917318457	3.0	5.305324163681818	S3_PEO_12C_044MPa_X2_Y2_mcg.par	20220202 150020	4.466973183400357	0.5748534960974525	0.5329762844299849	0.11217269155534	0.0026367043339816	1.7945981508921889	3.3254634278236653e-05	116.45287168755648	3.106388852443896
21.63214715875661	1.5037669994891346e-06	541854.8955950831	[]	72.46858096739932	491.0	0.1588006648199856	0.1733438302103588	@->X	-1.726687329344604	5.965211186634408e-07	1.88148195711233	3.0	7.273113880095275	S3_PEO_16C_111MPa_X3_Y5_mcg.par	20220202 150050	14.507949751299224	2.105075301016916	0.6529946201579054	0.0368050192667852	0.0135940895703224	5.304146634504972	9.099979943833412e-07	7.01943247869439	2.463904915174117
6.780721890869297	4.463369785640998e-06	334748.8602439377	[]	82.34659030597157	491.0	0.2224208594550362	0.2083522224603677	@->X	-1.684026194072307	6.209984244374809e-07	0.2021643085616377	3.0	10.587989189872324	S3_PEO_08C_155MPa_X1_Y7_mcg.par	20220202 145944	3.422286403636309	1.5046895477679456	0.9252879153835591	0.2144070871098905	0.0026716100974244	3187.242803830165	3.9644775570660906e-07	383.5418439502822	1.623318173262121
13.920808013953335	1.9007360821545129e-06	264865.5254995543	[]	67.06135058841865	491.0	0.2131606247163421	0.2138653212218697	@->X	-0.7829437781935424	4.995312160653108e-07	-0.2703804472668194	3.0	12.598539153659331	S3_PEO_16C_088MPa_X3_Y4_mcg.par	20220202 150050	3.628084853594221	0.6452825296499306	0.4285290745249971	0.0448914616574686	0.0025998871875627	414.37138183762494	1.532291614606279e-07	143.64087167369266	0.5653736864653536
2.2136212037805865	1.4807222319162134e-07	186215.2391825728	[]	63.25010537296309	491.0	0.3620025565714079	0.2180242961794593	@->X	1.555339530732981	5.325196071536734e-07	2.6083119819936584	3.0	-0.1238659811265024	S3_PEO_08C_000MPa_X1_Y0_mcg.par	20220202 145934	0.2221447145020242	0.1739233695492555	1.7597361722396674	0.1462646181432377	0.013124670167677	23532.36829108585	0.0068223846749002	1956.1356588959209	29434.32436996205
26.61524452933786	5.638897562261065e-07	175230.53784800292	[]	79.1511192611608	491.0	0.4443825834426676	0.2108066985437009	@->X	-1.6174858761016702	1.0569348580850897e-07	-0.3160127189529843	3.0	-2.9959852892145773	S3_PEO_16C_200MPa_X3_Y9_mcg.par	20220202 150043	26.17201748990432	1.2683499874947572	0.341688293872857	0.0608851984609413	0.0060618879160435	19622.861068787537	7.693503783822112e-06	3980.006660417661	74.82784857666626
14.579630778564471	0.0	172350.8691814977	[]	63.02961003982228	492.0	0.3857143640063232	0.2110304261399222	@->X	-13.890507466360887	1.1497593189643402e-06	-330.4683895039672	3.0	19.65257448385444	S3_PEO_08C_022MPa_X1_Y1_mcg.par	20220202 145907									
2.187101721420508	11.999990061395282	77799.93547699647	[]	69.16127242971702	491.0	2.2984299976655162e-08	0.2114935583362459	@->X	0.8763089853948393	4.281059627462862e-07	-2.3109828568884025	3.0	24.004000020586357	S3_PEO_08C_066MPa_X1_Y3_mcg.par	20220202 145930	0.3710318272004674	6.279661536364966	1.3996661913335533	0.021801300658749	0.0009454589095599	0.1976320461952352	2.0533115567319567e-07	0.632601314948431	0.1286980634731997
11.11855417919336	1.5395217543706652e-06	67334.05939692193	[]	62.32181729610361	491.0	1.2227676787310855	0.4115838455055332	@->X	-3.678742442486388	1.0826547781626589e-07	2.504435195048949	3.0	19.95422486893667	S3_PEO_12C_066MPa_X2_Y3_mcg.par	20220202 145938	12.436326861013676	0.4543732082815672	0.7184823465123877	0.1166610371960929	0.0009712112620187	0.4896976838187984	1.231634076986638e-07	0.3205768955106138	0.1636867090839198
2.000000165151345	3.475258974427127	66334.61828081652	[]	68.00724204178462	491.0	0.1422498673539663	0.2142543142387011	@->X	0.7478312193475075	1.0208000999054664e-06	-3.3804032909144577	3.0	22.913573026683547	S3_PEO_08C_044MPa_X1_Y2_mcg.par	20220202 150055	0.3624579757835341	4.176328745807973	1.2781991623576243	0.1658316388833961	0.0008357507609108	0.0920534641541444	8.215788421874653e-07	0.513178556034923	0.1990611094547663
25.0	0.0	49029.05909640936	[]	62.91830009634502	494.0	0.2379420629119419	0.0	@->X	-68.48440956273456	5.563914744158958e-07	-80.32534208323757	3.0	21.703537727878267	S3_PEO_04C_088MPa_X0_Y4_mcg.par	20220202 150018									
7.318891635701703	86.10592094297942	47260.6411675838	[]	65.46035011685143	491.0	0.0166888999775286	0.4151332117327846	@->X	0.4335094475207118	1.6099978822318069e-07	-15.253886102575215	3.0	3.991660878889364	S3_PEO_12C_022MPa_X2_Y1_mcg.par	20220202 145953	1.21711090206514	21.495429358137176	0.2049915109014494	0.0208927942760924	0.0004272472326034	0.0041933671935076	4.037706656040499e-08	0.3116486357891693	0.0835037170231688
24.8008480282381	6.41534077889011e-10	27821.61049204652	[]	68.61910972371973	491.0	0.3272305593449197	0.0060488338346298	@->X	-282.164247909964	4.849878208474564e-07	-241.36944937686133	3.0	21.254812458266056	S3_PEO_04C_000MPa_X0_Y0_mcg.par	20220202 145959									
24.887591617008702	3.7874035157904667e-07	25180.59264867662	[]	73.94682669626916	491.0	0.3185325728268153	0.0038827031837688	@->X	4514.6293380028965	3.721863324224504e-07	-932.6382938760332	3.0	23.177164879210878	S3_PEO_20C_155MPa_X4_Y7_mcg.par	20220202 145923									
9.941542084845176	16.572305891459198	23030.35790970369	[]	64.53645107683796	491.0	0.1447863777081136	0.2177293615997906	@->X	-1.0515685796706045	1.3727123068600926e-07	6.10376485106176	3.0	16.86658155898543	S3_PEO_16C_000MPa_X3_Y0_mcg.par	20220202 150029	0.8321596581322972	2.060202256575818	0.1106671499963638	0.0146289949067747	0.0005799183558951	0.1091986135582904	2.0955346668924142e-08	0.6460098838897802	0.2710668689301358
24.47964690662261	2.4990023891488914e-10	19322.697988746804	[]	73.17761192566223	491.0	0.3224811392677591	0.0089776914689446	@->X	-1491.6417205652908	3.7545195220262106e-07	-582.1587169146908	3.0	22.830650144956984	S3_PEO_20C_133MPa_X4_Y6_mcg.par	20220202 150017									
40.631828555595085	27.17663277057257	16119.212591296346	[]	73.34558286807051	491.0	0.6077823453350654	0.2098502070378713	@->X	-0.6013154704759518	9.272184569462525e-08	9.56087749496213	3.0	17.910783632644375	S3_PEO_16C_133MPa_X3_Y6_mcg.par	20220202 150050	58.77995782785312	35.62857159244784	0.2420455082039299	0.0908578705267463	0.0004956346268819	0.0325653152811902	1.2693754464784704e-07	0.6421057833288003	0.0935906665247489
24.704694934749497	4.46293507452039e-07	15833.377098510886	[]	83.44502717919033	491.0	0.3882275654185719	0.0209232585253315	@->X	-0.2353459053066687	3.113348183755316e-07	0.0956951992114462	3.0	26.06707132121097	S3_PEO_04C_177MPa_X0_Y8_mcg.par	20220202 150019	29.62407522403135	1.2747349429681087	0.5930734060911981	0.0511303809647787	0.0009526894234803	2356.304117759028	3.7410811380584723e-07	958.4630172194428	0.1341676456178217
12.238021623924514	57.591461438374616	12872.422236731656	[]	66.04928256128643	491.0	0.1259750086328807	0.2153213830085224	@->X	-0.8366064270237629	6.410708698510644e-08	6.942780478135441	3.0	17.852611571900095	S3_PEO_16C_044MPa_X3_Y2_mcg.par	20220202 145915	1.4719576181823657	9.165562553171956	0.1222012422771892	0.0169061532162759	0.0004322388742957	0.0476696674870634	1.0437852647275465e-08	0.4257518052182658	0.1466966988470104
241.26841939932345	124.68322815261833	11800.401975937284	[]	79.27027990252596	491.0	0.2168078666464844	0.0241102004064236	@->X	-12.361111764953248	1.7068720735182613e-08	-76.57933955767001	3.0	24.87121529005212	S3_PEO_20C_200MPa_X4_Y9_mcg.par	20220202 150247									
6.83242565648122	4.221257383400875e-06	11403.950555819609	[]	64.35390773415207	491.0	0.4174620021964547	0.025357635236959	@->X	-241.7953712140248	1.1244908028346564e-06	-256.75199958491766	3.0	22.603467405563265	S3_PEO_04C_022MPa_X0_Y1_mcg.par	20220202 150016									
22.44881629458193	0.0	10613.885698414631	[]	64.48087878549582	492.0	0.2004201180412853	0.0265602679359277	@->X	10456.622986330973	3.814009465386635e-07	531.5106578756105	3.0	20.994486226207226	S3_PEO_20C_000MPa_X4_Y0_mcg.par	20220202 145907									
30.96940880412661	2.088117211485361e-05	9566.420975871182	[]	77.54965587974256	491.0	0.4108072191362173	0.0245717489306348	@->X	-12823.07179892961	1.9959617518198975e-07	-2273.926554687207	3.0	24.702259192065608	S3_PEO_20C_177MPa_X4_Y8_mcg.par	20220202 150002									
54.76511120608144	1.4845403646266672e-05	9424.630828870222	[]	71.41976773455293	491.0	0.4207969028621386	0.024889822773882	@->X	-124.97615203882468	1.3203536460057026e-07	237.1600688978801	3.0	21.8406300207885	S3_PEO_20C_111MPa_X4_Y5_mcg.par	20220202 150005									
20.308536884226783	0.0	8036.033968365547	[]	65.42589542051182	492.0	0.2539205695407032	0.0260751314252415	@->X	-731.2520209315896	4.1433767815664316e-07	-411.87660604873753	3.0	20.7155307713078	S3_PEO_20C_022MPa_X4_Y1_mcg.par	20220202 145926									
75.36352577638635	14.292148521934212	7729.961791310501	[]	89.62981215753271	491.0	0.5097650974597088	0.0268411634883236	@->X	-0.631177173878044	4.3573101376515256e-08	4.317879295981768	3.0	25.49542383879684	S3_PEO_04C_111MPa_X0_Y5_mcg.par	20220202 150130									
55.8647536957356	5.3281228835494745e-06	7591.282514464014	[]	68.54528944160884	491.0	0.4436710527138602	0.0252386840922332	@->X	-325.1057357545981	1.3671742851942782e-07	-291.774034909733	3.0	20.95389223769785	S3_PEO_20C_088MPa_X4_Y4_mcg.par	20220202 145927									
24.157797762789237	9.23898583911804e-07	7268.257444286062	[]	85.96306502066959	491.0	0.3625682894376479	0.0220287670470577	@->X	-2.767301132763881	2.582386834130906e-07	0.4191819927268319	3.0	26.18263679704993	S3_PEO_04C_155MPa_X0_Y7_mcg.par	20220202 145914	11.644311194861642	1.4712507417820735	0.2337153768923824	0.0290872845814291	0.0007557974839932	20.55672634804249	1.2427616317723032e-07	3.13971004043238	0.102646495688608
21.91486707007264	0.0	7054.579188724413	[]	66.26046376234544	492.0	0.3118843943712979	0.0257367501258294	@->X	-1226.96431072347	3.800427183705055e-07	-622.7386040279301	3.0	20.731695866323548	S3_PEO_20C_044MPa_X4_Y2_mcg.par	20220202 145946									
24.552591024491228	0.0	6821.124928823417	[]	67.215522462647	492.0	0.3728289240359492	0.025457704724109	@->X	-388.5577071177138	3.238753362968087e-07	-325.3422001024232	3.0	20.844281570172605	S3_PEO_20C_066MPa_X4_Y3_mcg.par	20220202 150053									
14.37973583787213	31.4715497712322	6501.646989606456	[]	62.75182198974539	491.0	0.0184870744505834	0.0280621135578277	@->X	-0.7798959361035741	8.030974204300197e-08	4.453360307280717	3.0	24.446465557299675	S3_PEO_04C_066MPa_X0_Y3_mcg.par	20220202 150011	1.0735731161436983	3.742456347275961	0.0762717064343272	0.0149684013670471	0.0005618606594031	0.0734857416819019	8.349610601312953e-09	0.4665482051715822	0.1691856237745876
24.5202157694131	31.409082164467083	5441.945394507627	[]	87.25168513156913	491.0	0.225930385432802	0.0264237898582795	@->X	0.5072822469631151	7.23889109698916e-08	-5.949494590068542	3.0	25.548934161868345	S3_PEO_04C_133MPa_X0_Y6_mcg.par	20220202 150041	11.295154891781564	17.55263570262814	0.2306562860207219	0.0317105830848442	0.000523739508149	0.0311155643593364	3.7118917750864e-08	0.442119929651954	0.1568064092546469
10.991411536328297	13.747859159839134	4206.452058816671	[]	83.07009156146974	491.0	0.2044622968448344	0.0250189612607313	@->X	-0.4840157614969572	1.7619818737787994e-07	5.860877902885806	3.0	25.843084245700872	S3_PEO_04C_200MPa_X0_Y9_mcg.par	20220202 145938	1.528135397813246	3.302792498103545	0.2084964759613407	0.030933458082862	0.0004637934477397	0.0251511353257103	3.2725445190700974e-08	0.3802446989812078	0.1264510151630707
14.750293444364736	37.31582015898248	3738.282905590567	[]	62.89062034504811	491.0	0.0280537041243705	0.0287213959368092	@->X	-0.8253053173999243	6.687292623891067e-08	4.441904727811787	3.0	24.03264703685829	S3_PEO_04C_044MPa_X0_Y2_mcg.par	20220202 145933	1.0264270161116555	3.896503502633103	0.0653608996557008	0.0161099177836903	0.0004292052390508	0.0572603811034053	6.108476496849625e-09	0.3368694558838938	0.1263334023217484
