GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	4187	0.01361	4091	0.0133
-0.98	-0.9698	3995	0.01299	3888.3333	0.01264
-0.96	-0.9398	3483	0.01133	3633	0.01181
-0.94	-0.9102	3421	0.01112	3566	0.0116
-0.92	-0.8809	3794	0.01234	3832	0.01246
-0.9	-0.8519	4281	0.01392	4313.3333	0.01403
-0.88	-0.8231	4865	0.01582	4848	0.01576
-0.86	-0.7947	5398	0.01755	5440.3333	0.01769
-0.84	-0.7665	6058	0.0197	5973	0.01942
-0.82	-0.7387	6463	0.02102	6522	0.02121
-0.8	-0.7111	7045	0.02291	6965.6667	0.02265
-0.78	-0.6837	7389	0.02403	7392.3333	0.02404
-0.76	-0.6567	7743	0.02518	7714.6667	0.02509
-0.74	-0.6299	8012	0.02605	8081.3333	0.02628
-0.72	-0.6033	8489	0.0276	8428.3333	0.02741
-0.7	-0.577	8784	0.02856	8705.3333	0.02831
-0.68	-0.551	8843	0.02875	8863	0.02882
-0.66	-0.5252	8962	0.02914	9026	0.02935
-0.64	-0.4997	9273	0.03015	9165.3333	0.0298
-0.62	-0.4744	9261	0.03011	9215.3333	0.02996
-0.6	-0.4493	9112	0.02963	9186.3333	0.02987
-0.58	-0.4245	9186	0.02987	9126	0.02967
-0.56	-0.3999	9080	0.02952	9149	0.02975
-0.54	-0.3756	9181	0.02985	9081.3333	0.02953
-0.52	-0.3514	8983	0.02921	8967.6667	0.02916
-0.5	-0.3275	8739	0.02842	8761	0.02849
-0.48	-0.3038	8561	0.02784	8524.3333	0.02772
-0.46	-0.2803	8273	0.0269	8238	0.02679
-0.44	-0.2571	7880	0.02562	7912.6667	0.02573
-0.42	-0.234	7585	0.02466	7562.3333	0.02459
-0.4	-0.2111	7222	0.02348	7290.6667	0.02371
-0.38	-0.1885	7065	0.02297	7028.3333	0.02285
-0.36	-0.1661	6798	0.0221	6687	0.02174
-0.34	-0.1438	6198	0.02015	6323.6667	0.02056
-0.32	-0.1218	5975	0.01943	5926	0.01927
-0.3	-0.09991	5605	0.01823	5567	0.0181
-0.28	-0.07825	5121	0.01665	5221	0.01698
-0.26	-0.05677	4937	0.01605	4866.3333	0.01582
-0.24	-0.03548	4541	0.01477	4555	0.01481
-0.22	-0.01438	4187	0.01361	4187	0.01361
-0.2	0.006543	3833	0.01246	3828.6667	0.01245
-0.18	0.02729	3466	0.01127	3540	0.01151
-0.16	0.04785	3321	0.0108	3258	0.01059
-0.14	0.06824	2987	0.009713	3003	0.009765
-0.12	0.08846	2701	0.008783	2699	0.008776
-0.1	0.1085	2409	0.007833	2432.3333	0.007909
-0.08	0.1284	2187	0.007111	2207.6667	0.007179
-0.06	0.1481	2027	0.006591	2032	0.006607
-0.04	0.1677	1882	0.00612	1843	0.005993
-0.02	0.187	1620	0.005268	1653	0.005375
0	0.2063	1457	0.004738	1438.3333	0.004677
0.02	0.2253	1238	0.004026	1263.3333	0.004108
0.04	0.2443	1095	0.003561	1114	0.003622
0.06	0.263	1009	0.003281	1007	0.003274
0.08	0.2816	917	0.002982	889.3333	0.002892
0.1	0.3001	742	0.002413	772	0.00251
0.12	0.3184	657	0.002136	657.6667	0.002138
0.14	0.3366	574	0.001866	593	0.001928
0.16	0.3546	548	0.001782	534.6667	0.001739
0.18	0.3724	482	0.001567	482	0.001567
0.2	0.3902	416	0.001353	414.3333	0.001347
0.22	0.4078	345	0.001122	355	0.001154
0.24	0.4252	304	0.0009885	300	0.0009755
0.26	0.4425	251	0.0008162	251.6667	0.0008183
0.28	0.4597	200	0.0006503	207.6667	0.0006753
0.3	0.4768	172	0.0005593	177.6667	0.0005777
0.32	0.4937	161	0.0005235	153	0.0004975
0.34	0.5105	126	0.0004097	125.3333	0.0004075
0.36	0.5271	89	0.0002894	107.6667	0.0003501
0.38	0.5437	108	0.0003512	92	0.0002992
0.4	0.5601	79	0.0002569	83	0.0002699
0.42	0.5763	62	0.0002016	69	0.0002244
0.44	0.5925	66	0.0002146	56	0.0001821
0.46	0.6085	40	0.0001301	42.3333	0.0001377
0.48	0.6244	21	0.00006828	32.6667	0.0001062
0.5	0.6402	37	0.0001203	24.6667	0.00008021
0.52	0.6559	16	0.00005203	25.6667	0.00008346
0.54	0.6715	24	0.00007804	19.3333	0.00006287
0.56	0.6869	18	0.00005853	19.6667	0.00006395
0.58	0.7023	17	0.00005528	13.3333	0.00004336
0.6	0.7175	5	0.00001626	11.3333	0.00003685
0.62	0.7326	12	0.00003902	6.6667	0.00002168
0.64	0.7476	3	9.7549E-6	6.3333	0.00002059
0.66	0.7625	4	0.00001301	4.6667	0.00001517
0.68	0.7773	7	0.00002276	4.6667	0.00001517
0.7	0.7919	3	9.7549E-6	4	0.00001301
0.72	0.8065	2	6.5033E-6	3	9.7549E-6
0.74	0.821	4	0.00001301	2.3333	7.5872E-6
0.76	0.8353	1	3.2516E-6	2.3333	7.5872E-6
0.78	0.8496	2	6.5033E-6	1.3333	4.3355E-6
0.8	0.8637	1	3.2516E-6	1.3333	4.3355E-6
0.82	0.8778	1	3.2516E-6	0.6667	2.1678E-6
0.84	0.8918	0	0	0.3333	1.0839E-6
0.86	0.9056	0	0	0	0
0.88	0.9194	0	0	0	0
0.9	0.9331	0	0	0	0
0.92	0.9466	0	0	0	0
0.94	0.9601	0	0	0	0
0.96	0.9735	0	0	0	0
0.98	0.9868	0	0	0	0
