P_act	P_set	T_act	T_ext	T_int	T_set	air	clock	dewpt	dht_H	dht_T	intensity	mlx_amb	mlx_inf	msg	n_read	shutter	slit_em	slit_ex	state	time	vol	watch	wl_em	wl_ex
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133114	8.5	53.0	17.9	0.283	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	24.953882217407227	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133114	8.5	53.0	17.9	-0.022	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	25.217647075653076	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133114	8.5	53.0	17.9	0.316	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	25.487722158432007	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133115	8.5	53.0	17.9	-0.064	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	25.753708124160767	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133115	8.5	53.0	17.9	0.343	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	26.019872188568115	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133115	8.5	53.0	17.9	-0.184	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	26.292114973068237	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133115	8.5	53.0	17.9	-0.748	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	26.568145275115967	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133116	8.5	53.0	17.9	-0.495	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	26.843858242034912	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133116	8.5	53.0	17.9	-0.601	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	27.114601135253906	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133116	8.5	53.0	17.9	-0.411	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	27.38048791885376	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133117	8.5	53.0	17.9	-0.09	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	27.64657735824585	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133117	8.5	53.0	17.9	-0.156	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.105	27.912700176239014	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133117	8.5	53.0	17.9	-0.657	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1049	28.178558111190796	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133117	8.5	53.0	17.9	-0.397	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	False	28.447660207748413	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133118	8.5	53.0	17.9	-0.621	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.104	28.73723816871643	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133118	8.5	53.0	17.9	0.591	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1031	29.012572288513184	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133118	8.5	53.0	17.9	0.513	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1026	29.2891902923584	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133118	8.5	53.0	17.9	-0.094	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1022	29.563217163085938	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133119	8.5	53.0	17.9	-0.537	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1017	29.8387131690979	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133119	8.5	53.0	17.9	-0.093	21.49	7.37	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1008	30.11233425140381	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133119	8.7	54.0	17.9	-0.017	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1005	30.387454986572266	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133120	8.7	54.0	17.9	-0.339	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.1003	30.65348720550537	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133120	8.7	54.0	17.9	-0.738	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0999	30.920719146728516	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133120	8.7	54.0	17.9	-0.132	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0995	31.20056414604187	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133120	8.7	54.0	17.9	0.476	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0993	31.47627019882202	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133121	8.7	54.0	17.9	-0.932	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0991	31.751246213912964	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133121	8.7	54.0	17.9	-1.708	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0989	32.027942180633545	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133121	8.7	54.0	17.9	-0.378	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	32.315168142318726	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133122	8.7	54.0	17.9	0.202	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	32.60545611381531	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133122	8.7	54.0	17.9	0.026	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	33.37645125389099	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133123	8.7	54.0	17.9	3.794	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	33.6522650718689	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133123	8.7	54.0	17.9	1.818	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	33.93407320976257	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133123	8.7	54.0	17.9	1.957	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	34.20930004119873	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133123	8.7	54.0	17.9	2.063	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	34.4823431968689	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133124	8.7	54.0	17.9	3.124	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0986	34.766879081726074	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133124	8.7	54.0	17.9	-0.724	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0985	35.43602895736694	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133125	8.7	54.0	17.9	-0.566	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0985	35.711180210113525	440.0	410.0
625.0	625.0	1.05	6.21	0.6	0	True	20220616 133125	8.7	54.0	17.9	0.239	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0984	35.996026277542114	440.0	410.0
625.0	625.0	1.06	6.21	0.61	0	True	20220616 133125	8.7	54.0	17.9	-0.429	21.51	7.65	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0984	36.27362513542175	440.0	410.0
625.0	625.0	1.06	6.21	0.61	0	True	20220616 133125	8.7	54.0	17.9	0.039	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0984	36.54589223861694	440.0	410.0
625.0	625.0	1.06	6.21	0.61	0	True	20220616 133126	8.7	54.0	17.9	-0.545	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0984	36.823270320892334	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133126	8.7	54.0	17.9	-0.83	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0984	37.09559917449951	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133126	8.7	54.0	17.9	-0.144	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.098	37.37990927696228	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133127	8.7	54.0	17.9	-0.664	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.098	37.647268295288086	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133127	8.7	54.0	17.9	-0.43	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0979	37.91193604469299	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133127	8.7	54.0	17.9	-0.079	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0979	38.18189525604248	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133127	8.7	54.0	17.9	-0.256	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0979	38.45788812637329	440.0	410.0
625.0	625.0	1.06	6.22	0.61	0	True	20220616 133128	8.7	54.0	17.9	-0.278	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0979	38.72530508041382	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133128	8.7	54.0	17.9	-0.635	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0979	38.99220299720764	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133128	8.7	54.0	17.9	-0.571	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	39.2627592086792	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133128	8.7	54.0	17.9	-0.603	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	39.53707408905029	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133129	8.7	54.0	17.9	0.476	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	39.824899196624756	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133129	8.7	54.0	17.9	-0.243	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	40.09082818031311	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133129	8.7	54.0	17.9	0.08	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	40.35943913459778	440.0	410.0
625.0	625.0	1.05	6.22	0.6	0	True	20220616 133130	8.7	54.0	17.9	-0.577	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	40.62523698806763	440.0	410.0
625.0	625.0	1.06	6.22	0.61	0	True	20220616 133130	8.7	54.0	17.9	-0.642	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	40.90983033180237	440.0	410.0
625.0	625.0	1.06	6.22	0.61	0	True	20220616 133130	8.7	54.0	17.9	-0.764	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0978	41.18206429481506	440.0	410.0
625.0	625.0	1.06	6.22	0.61	0	True	20220616 133130	8.7	54.0	17.9	0.011	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	41.459779262542725	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133131	8.7	54.0	17.9	-0.065	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	41.74134397506714	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133131	8.7	54.0	17.9	-0.071	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	42.009576082229614	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133131	8.7	54.0	17.9	-0.146	21.49	7.79	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	42.27676606178284	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133131	9.1	56.0	17.9	-0.637	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	42.550524950027466	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133132	9.1	56.0	17.9	0.048	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	42.82876420021057	440.0	410.0
625.0	625.0	1.05	6.23	0.61	0	True	20220616 133132	9.1	56.0	17.9	-0.004	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	43.114564180374146	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133132	9.1	56.0	17.9	-1.171	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	43.38172698020935	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133133	9.1	56.0	17.9	-0.786	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0977	43.661511182785034	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133133	9.1	56.0	17.9	-0.476	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0976	43.92786407470703	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133133	9.1	56.0	17.9	-0.52	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0976	44.193500995635986	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133133	9.1	56.0	17.9	1.622	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0974	44.47536611557007	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133134	9.1	56.0	17.9	-0.011	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	44.74374723434448	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133134	9.1	56.0	17.9	-0.627	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	45.01836919784546	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133134	9.1	56.0	17.9	-0.268	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	45.29548215866089	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133134	9.1	56.0	17.9	-0.934	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	45.57087206840515	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133135	9.1	56.0	17.9	-0.972	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	45.85997414588928	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133135	9.1	56.0	17.9	1.015	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	46.131503105163574	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133135	9.1	56.0	17.9	-0.956	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	46.420300006866455	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133136	9.1	56.0	17.9	-0.53	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	46.69640231132507	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133136	9.1	56.0	17.9	-0.085	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	46.968475341796875	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133136	9.1	56.0	17.9	-0.244	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	47.24729514122009	440.0	410.0
625.0	625.0	1.06	6.23	0.61	0	True	20220616 133136	9.1	56.0	17.9	0.456	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0973	47.51616406440735	440.0	410.0
625.0	625.0	1.05	6.23	0.6	0	True	20220616 133137	9.1	56.0	17.9	0.574	21.53	7.97	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	1	600	98.0972	47.78447222709656	440.0	410.0
