P_act	P_set	T_act	T_ext	T_int	T_set	air	clock	dewpt	dht_H	dht_T	intensity	mlx_amb	mlx_inf	msg	n_read	shutter	slit_em	slit_ex	state	time	vol	watch	wl_em	wl_ex
62.5	62.5	0.66	5.91	0.21	0	True	20220616 141232	8.2	53.0	17.6	0.119	21.63	7.37	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4521	17.68425703048706	440.0	410.0
62.5	62.5	0.67	5.91	0.21	0	True	20220616 141232	8.2	53.0	17.6	0.17	21.63	7.37	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4517	17.957370281219482	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141232	8.2	53.0	17.6	0.436	21.63	7.37	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4515	18.253745317459106	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141233	8.2	53.0	17.6	0.061	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4512	18.53624391555786	440.0	410.0
62.5	62.5	0.67	5.91	0.21	0	True	20220616 141233	8.2	53.0	17.6	-0.336	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4506	18.818125009536743	440.0	410.0
62.5	62.5	0.67	5.91	0.21	0	True	20220616 141233	8.2	53.0	17.6	0.284	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4505	19.088122129440308	440.0	410.0
62.5	62.5	0.67	5.91	0.21	0	True	20220616 141233	8.2	53.0	17.6	0.656	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4506	19.365191221237183	440.0	410.0
62.5	62.5	0.67	5.91	0.2	0	True	20220616 141234	8.2	53.0	17.6	0.423	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4507	19.639247179031372	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141234	8.2	53.0	17.6	0.041	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4508	19.913475036621094	440.0	410.0
62.5	62.5	0.67	5.91	0.21	0	True	20220616 141234	8.2	53.0	17.6	-0.267	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4508	20.184184074401855	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141235	8.2	53.0	17.6	0.271	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4508	20.465716123580933	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141235	8.2	53.0	17.6	-0.14	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4508	20.752308130264282	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141235	8.2	53.0	17.6	-0.322	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4506	21.023048162460327	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141235	8.2	53.0	17.6	0.285	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4505	21.32237410545349	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141236	8.2	53.0	17.6	0.344	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4504	21.590975999832153	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141236	8.2	53.0	17.6	0.186	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4503	21.866722106933594	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141236	8.2	53.0	17.6	-0.597	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4502	22.156883001327515	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141236	8.2	53.0	17.6	-0.214	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	22.438149213790894	440.0	410.0
62.5	62.5	0.66	5.92	0.2	0	True	20220616 141237	8.2	53.0	17.6	0.245	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	22.750969171524048	440.0	410.0
62.5	62.5	0.66	5.92	0.2	0	True	20220616 141237	8.2	53.0	17.6	0.497	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	23.017980337142944	440.0	410.0
62.5	62.5	0.67	5.92	0.21	0	True	20220616 141237	8.2	53.0	17.6	0.294	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	23.28486132621765	440.0	410.0
62.5	62.5	0.67	5.91	0.21	0	True	20220616 141238	8.2	53.0	17.6	-0.26	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	23.568127155303955	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141238	8.2	53.0	17.6	-0.004	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	23.838037967681885	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141238	8.2	53.0	17.6	-0.03	21.61	7.19	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	24.107834100723267	440.0	410.0
62.5	62.5	0.66	5.91	0.2	0	True	20220616 141238	8.3	54.0	17.5	0.041	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4501	24.389666080474854	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141239	8.3	54.0	17.5	0.049	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.45	24.679809093475342	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141239	8.3	54.0	17.5	0.174	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.45	24.973961114883423	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141239	8.3	54.0	17.5	-0.074	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.45	25.273516178131104	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141240	8.3	54.0	17.5	0.16	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.45	25.560914278030396	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141240	8.3	54.0	17.5	0.033	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.45	25.842761039733887	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141240	8.3	54.0	17.5	-0.519	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	False	26.117686986923218	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141240	8.3	54.0	17.5	0.256	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4498	26.40482997894287	440.0	410.0
62.5	62.5	0.66	5.9	0.2	0	True	20220616 141241	8.3	54.0	17.5	-0.051	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4498	26.67673110961914	440.0	410.0
62.5	62.5	0.66	5.9	0.19	0	True	20220616 141241	8.3	54.0	17.5	-0.09	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4498	26.977752208709717	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141241	8.3	54.0	17.5	0.182	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4497	27.27043318748474	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141242	8.3	54.0	17.5	-0.333	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4497	27.573975086212158	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141242	8.3	54.0	17.5	0.262	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4497	27.84369421005249	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141242	8.3	54.0	17.5	-0.418	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4497	28.1363263130188	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141242	8.3	54.0	17.5	-0.412	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	28.40822124481201	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141243	8.3	54.0	17.5	0.351	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	28.691506147384644	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141243	8.3	54.0	17.5	0.001	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	28.970703125	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141243	8.3	54.0	17.5	0.193	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	29.249555110931396	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141244	8.3	54.0	17.5	0.439	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	29.517476081848145	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141244	8.3	54.0	17.5	0.323	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	29.787475109100342	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141244	8.3	54.0	17.5	1.01	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	30.056396007537842	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141244	8.3	54.0	17.5	0.655	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	30.327437162399292	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141245	8.5	55.0	17.5	0.09	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	30.600811004638672	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141245	8.5	55.0	17.5	0.536	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4496	30.870249032974243	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141245	8.5	55.0	17.5	-0.116	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4495	31.14056921005249	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141245	8.5	55.0	17.5	0.271	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4493	31.421229124069214	440.0	410.0
62.5	62.5	0.65	5.91	0.19	0	True	20220616 141246	8.5	55.0	17.5	-0.172	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4493	31.692347288131714	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141246	8.5	55.0	17.5	0.331	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	31.963499069213867	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141246	8.5	55.0	17.5	0.008	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	32.238089084625244	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141247	8.5	55.0	17.5	0.795	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	32.53051424026489	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141247	8.5	55.0	17.5	0.269	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	32.81397199630737	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141247	8.5	55.0	17.5	-0.151	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	33.08717632293701	440.0	410.0
62.5	62.5	0.65	5.9	0.19	0	True	20220616 141247	8.5	55.0	17.5	-0.193	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	33.35923099517822	440.0	410.0
62.5	62.5	0.65	5.9	0.18	0	True	20220616 141248	8.5	55.0	17.5	-0.227	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	33.63122200965881	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141248	8.5	55.0	17.5	-0.14	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	33.908536195755005	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141248	8.5	55.0	17.5	-0.125	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	34.191365242004395	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141249	8.5	55.0	17.5	0.171	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	34.47385501861572	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141249	8.5	55.0	17.5	0.343	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	34.77441906929016	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141249	8.5	55.0	17.5	1.296	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	35.05694222450256	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141249	8.5	55.0	17.5	0.443	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	35.33997702598572	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141250	8.5	55.0	17.5	0.149	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	35.60919499397278	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141250	8.5	55.0	17.5	-0.368	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	35.88018321990967	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141250	8.5	55.0	17.5	0.405	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	36.154258251190186	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141250	8.5	55.0	17.5	0.313	21.55	7.73	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	36.42409801483154	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141251	8.5	55.0	17.5	0.583	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	36.692306995391846	440.0	410.0
62.5	62.5	0.64	5.9	0.18	0	True	20220616 141251	8.5	55.0	17.5	0.32	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	36.97597813606262	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141251	8.5	55.0	17.5	0.708	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	37.24598717689514	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141252	8.5	55.0	17.5	-0.266	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	37.51728796958923	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141252	8.5	55.0	17.5	-0.078	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	37.79091000556946	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141252	8.5	55.0	17.5	0.073	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	38.05778503417969	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141252	8.5	55.0	17.5	0.19	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	38.33525514602661	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141253	8.5	55.0	17.5	0.283	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	38.60781812667847	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141253	8.5	55.0	17.5	0.035	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	38.87682008743286	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141253	8.5	55.0	17.5	-0.328	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	39.147753953933716	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141253	8.5	55.0	17.5	0.571	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	39.43083214759827	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141254	8.5	55.0	17.5	0.441	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	39.713372230529785	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141254	8.5	55.0	17.5	0.607	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	39.99146509170532	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141254	8.5	55.0	17.5	1.266	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4492	40.25889301300049	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141255	8.5	55.0	17.5	0.147	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.4491	40.54267120361328	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141255	8.5	55.0	17.5	0.175	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	40.814129114151	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141255	8.5	55.0	17.5	0.337	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	41.082884073257446	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141255	8.5	55.0	17.5	0.257	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	41.3607861995697	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141256	8.5	55.0	17.5	0.439	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	41.64459705352783	440.0	410.0
62.5	62.5	0.64	5.91	0.18	0	True	20220616 141256	8.5	55.0	17.5	-0.068	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	41.914910078048706	440.0	410.0
62.5	62.5	0.63	5.91	0.17	0	True	20220616 141256	8.5	55.0	17.5	0.136	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	42.18281817436218	440.0	410.0
62.5	62.5	0.63	5.91	0.17	0	True	20220616 141257	8.5	55.0	17.5	0.957	21.55	7.51	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	42.46035623550415	440.0	410.0
62.5	62.5	0.63	5.91	0.17	0	True	20220616 141257	8.5	55.0	17.5	-0.185	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	42.73354697227478	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141257	8.5	55.0	17.5	-0.008	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	43.01055312156677	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141257	8.5	55.0	17.5	0.047	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	43.28989911079407	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141258	8.5	55.0	17.5	0.373	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	43.560307025909424	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141258	8.5	55.0	17.5	-0.097	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	43.82732796669006	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141258	8.5	55.0	17.5	0.084	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	44.09780216217041	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141258	8.5	55.0	17.5	-0.144	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	44.383607149124146	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141259	8.5	55.0	17.5	0.18	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	44.66252112388611	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141259	8.5	55.0	17.5	0.322	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	44.950632095336914	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141259	8.5	55.0	17.5	0.405	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	45.227522134780884	440.0	410.0
62.5	62.5	0.63	5.9	0.17	0	True	20220616 141300	8.5	55.0	17.5	-0.122	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	45.50143909454346	440.0	410.0
62.5	62.5	0.63	5.89	0.17	0	True	20220616 141300	8.5	55.0	17.5	-0.157	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	45.77968621253967	440.0	410.0
62.5	62.5	0.63	5.89	0.17	0	True	20220616 141300	8.5	55.0	17.5	0.057	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	46.04688310623169	440.0	410.0
62.5	62.5	0.63	5.89	0.17	0	True	20220616 141300	8.5	55.0	17.5	0.599	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	46.317546129226685	440.0	410.0
62.5	62.5	0.63	5.89	0.17	0	True	20220616 141301	8.5	55.0	17.5	0.06	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	46.59268927574158	440.0	410.0
62.5	62.5	0.63	5.89	0.17	0	True	20220616 141301	8.5	55.0	17.5	0.154	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	46.88119721412659	440.0	410.0
62.5	62.5	0.63	5.89	0.17	0	True	20220616 141301	8.5	55.0	17.5	0.308	21.53	7.47	tdir:up_pdir:up_rep:0_cyc:0	7	None	3	3	73	60	101.449	47.161585330963135	440.0	410.0
