P_act	P_set	T_act	T_ext	T_int	T_set	air	clock	dewpt	dht_H	dht_T	intensity	mlx_amb	mlx_inf	msg	n_read	shutter	slit_em	slit_ex	state	time	vol	watch	wl_em	wl_ex
623.0	625.0	4.44	10.57	4.12	5	True	20220719 162633	10.5	53.0	19.9	-0.342	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2629	19.791067123413086	440.0	410.0
624.1	625.0	4.44	10.57	4.12	5	True	20220719 162633	10.5	53.0	19.9	-0.014	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2564	20.06208610534668	440.0	410.0
624.5	625.0	4.45	10.57	4.13	5	True	20220719 162634	10.5	53.0	19.9	-0.099	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2546	20.331960916519165	440.0	410.0
624.6	625.0	4.45	10.57	4.13	5	True	20220719 162634	10.5	53.0	19.9	-0.245	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2534	20.60807704925537	440.0	410.0
625.0	625.0	4.45	10.57	4.13	5	True	20220719 162634	10.5	53.0	19.9	0.138	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2526	20.88004970550537	440.0	410.0
625.0	625.0	4.45	10.57	4.13	5	True	20220719 162634	10.5	53.0	19.9	0.08	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	False	21.150210857391357	440.0	410.0
625.0	625.0	4.45	10.57	4.13	5	True	20220719 162635	10.5	53.0	19.9	0.23	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2511	21.42020297050476	440.0	410.0
625.0	625.0	4.45	10.57	4.13	5	True	20220719 162635	10.5	53.0	19.9	-0.491	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2508	21.687674045562744	440.0	410.0
625.0	625.0	4.45	10.57	4.13	5	True	20220719 162635	10.5	53.0	19.9	0.324	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2505	21.95215392112732	440.0	410.0
625.0	625.0	4.45	10.57	4.13	5	True	20220719 162636	10.5	53.0	19.9	-0.441	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2502	22.224334001541138	440.0	410.0
625.5	625.0	4.45	10.58	4.13	5	True	20220719 162636	10.5	53.0	19.9	-0.246	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.251	22.495826721191406	440.0	410.0
625.4	625.0	4.46	10.58	4.14	5	True	20220719 162636	10.5	53.0	19.9	-0.235	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2522	22.773603916168213	440.0	410.0
625.0	625.0	4.46	10.58	4.14	5	True	20220719 162636	10.5	53.0	19.9	-0.315	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	False	23.04695177078247	440.0	410.0
625.0	625.0	4.46	10.58	4.14	5	True	20220719 162637	10.5	53.0	19.9	-0.549	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	False	23.318910837173462	440.0	410.0
625.0	625.0	4.45	10.58	4.13	5	True	20220719 162637	10.5	53.0	19.9	0.264	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2552	23.589683771133423	440.0	410.0
625.0	625.0	4.46	10.58	4.14	5	True	20220719 162637	10.5	53.0	19.9	-0.447	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2567	23.863779067993164	440.0	410.0
625.0	625.0	4.46	10.58	4.14	5	True	20220719 162637	10.5	53.0	19.9	-0.102	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2574	24.141023874282837	440.0	410.0
625.0	625.0	4.46	10.58	4.14	5	True	20220719 162638	9.9	51.0	19.7	-0.269	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.258	24.41657590866089	440.0	410.0
625.0	625.0	4.46	10.58	4.14	5	True	20220719 162638	9.9	51.0	19.7	-0.19	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2585	24.697686910629272	440.0	410.0
624.3	625.0	4.46	10.58	4.14	5	True	20220719 162638	9.9	51.0	19.7	0.126	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2586	24.974854707717896	440.0	410.0
624.4	625.0	4.46	10.59	4.14	5	True	20220719 162639	9.9	51.0	19.7	-0.404	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2571	25.2481210231781	440.0	410.0
624.5	625.0	4.47	10.59	4.15	5	True	20220719 162639	9.9	51.0	19.7	0.028	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2557	25.516987085342407	440.0	410.0
624.5	625.0	4.47	10.59	4.15	5	True	20220719 162639	9.9	51.0	19.7	-0.24	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2541	25.79362988471985	440.0	410.0
625.0	625.0	4.47	10.59	4.15	5	True	20220719 162639	9.9	51.0	19.7	-0.02	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2511	26.06639790534973	440.0	410.0
625.0	625.0	4.47	10.59	4.15	5	True	20220719 162640	9.9	51.0	19.7	-0.068	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2497	26.35382080078125	440.0	410.0
625.0	625.0	4.47	10.59	4.15	5	True	20220719 162640	9.9	51.0	19.7	-0.039	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2484	26.620584726333618	440.0	410.0
625.0	625.0	4.47	10.59	4.15	5	True	20220719 162640	9.9	51.0	19.7	-0.106	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2478	26.887595891952515	440.0	410.0
625.6	625.0	4.47	10.59	4.15	5	True	20220719 162640	9.9	51.0	19.7	-0.015	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2485	27.160645961761475	440.0	410.0
625.7	625.0	4.48	10.59	4.16	5	True	20220719 162641	9.9	51.0	19.7	-0.272	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2496	27.42953109741211	440.0	410.0
625.5	625.0	4.48	10.59	4.16	5	True	20220719 162641	9.9	51.0	19.7	-0.634	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.251	27.698506832122803	440.0	410.0
625.5	625.0	4.48	10.59	4.16	5	True	20220719 162641	9.9	51.0	19.7	0.042	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2523	27.9645779132843	440.0	410.0
625.4	625.0	4.48	10.59	4.16	5	True	20220719 162642	9.9	51.0	19.7	-0.088	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2532	28.230363130569458	440.0	410.0
625.4	625.0	4.48	10.59	4.16	5	True	20220719 162642	9.9	51.0	19.7	-0.086	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2548	28.497524976730347	440.0	410.0
625.0	625.0	4.48	10.59	4.16	5	True	20220719 162642	9.9	51.0	19.7	-0.097	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2554	28.76333785057068	440.0	410.0
625.0	625.0	4.48	10.6	4.16	5	True	20220719 162642	9.9	51.0	19.7	-0.05	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	False	29.029347896575928	440.0	410.0
625.0	625.0	4.49	10.6	4.17	5	True	20220719 162643	9.9	51.0	19.7	-0.272	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2561	29.298417806625366	440.0	410.0
625.0	625.0	4.48	10.6	4.16	5	True	20220719 162643	9.9	51.0	19.7	-0.238	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2561	29.574729919433594	440.0	410.0
625.0	625.0	4.49	10.6	4.17	5	True	20220719 162643	9.9	51.0	19.7	-0.239	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2561	29.860851764678955	440.0	410.0
625.0	625.0	4.49	10.6	4.17	5	True	20220719 162643	9.9	51.0	19.7	0.009	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2561	30.13169503211975	440.0	410.0
625.0	625.0	4.49	10.6	4.17	5	True	20220719 162644	9.9	51.0	19.7	-0.251	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2561	30.39725399017334	440.0	410.0
625.0	625.0	4.49	10.6	4.17	5	True	20220719 162644	9.9	51.0	19.7	-0.044	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2553	30.66232991218567	440.0	410.0
625.0	625.0	4.49	10.61	4.17	5	True	20220719 162644	9.9	51.0	19.7	0.819	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2548	30.928611040115356	440.0	410.0
625.0	625.0	4.49	10.61	4.17	5	True	20220719 162645	9.9	51.0	19.7	0.068	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	False	31.212157726287842	440.0	410.0
625.0	625.0	4.5	10.61	4.18	5	True	20220719 162645	9.9	51.0	19.7	-0.117	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2537	31.492413759231567	440.0	410.0
625.0	625.0	4.49	10.61	4.17	5	True	20220719 162645	9.9	51.0	19.7	-0.511	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2528	31.78416609764099	440.0	410.0
625.0	625.0	4.49	10.62	4.17	5	True	20220719 162645	9.9	51.0	19.7	-0.133	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2523	32.05531692504883	440.0	410.0
625.0	625.0	4.49	10.62	4.17	5	True	20220719 162646	9.9	51.0	19.7	-0.304	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2519	32.32925796508789	440.0	410.0
625.0	625.0	4.5	10.62	4.18	5	True	20220719 162646	9.9	51.0	19.7	0.107	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2514	32.6001558303833	440.0	410.0
625.0	625.0	4.5	10.62	4.18	5	True	20220719 162646	9.9	51.0	19.7	-0.099	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2505	32.88314986228943	440.0	410.0
625.0	625.0	4.5	10.62	4.18	5	True	20220719 162646	9.9	51.0	19.7	-0.449	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2501	33.16404485702515	440.0	410.0
625.0	625.0	4.51	10.62	4.19	5	True	20220719 162647	9.9	51.0	19.7	-0.366	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2497	33.44814991950989	440.0	410.0
625.0	625.0	4.51	10.62	4.19	5	True	20220719 162647	9.9	51.0	19.7	-0.08	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2493	33.71611309051514	440.0	410.0
625.0	625.0	4.51	10.62	4.19	5	True	20220719 162647	9.9	51.0	19.7	-0.32	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2488	33.98702573776245	440.0	410.0
625.0	625.0	4.51	10.62	4.19	5	True	20220719 162648	9.9	51.0	19.7	-0.116	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2488	34.26534175872803	440.0	410.0
625.0	625.0	4.51	10.62	4.2	5	True	20220719 162648	9.9	51.0	19.7	-0.191	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2486	34.55012607574463	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162648	9.9	51.0	19.7	-0.498	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2484	34.83035087585449	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162648	9.9	51.0	19.7	-0.497	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.248	35.10222887992859	440.0	410.0
625.0	625.0	4.51	10.62	4.19	5	True	20220719 162649	9.9	51.0	19.7	-0.372	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2479	35.3689329624176	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162649	9.9	51.0	19.7	-0.205	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2478	35.65095496177673	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162649	9.9	51.0	19.7	0.144	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2478	35.9181170463562	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162650	9.9	51.0	19.7	-0.13	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2478	36.18707489967346	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162650	9.9	51.0	19.7	-0.264	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2477	36.464560985565186	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162650	9.9	51.0	19.7	-0.291	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2477	36.73383903503418	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162650	9.9	51.0	19.7	-0.169	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2477	37.01306486129761	440.0	410.0
625.0	625.0	4.52	10.62	4.2	5	True	20220719 162651	9.9	51.0	19.7	-0.207	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2476	37.287802934646606	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162651	9.9	51.0	19.7	-0.048	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2475	37.55798077583313	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162651	9.9	51.0	19.7	-0.268	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2474	37.829747915267944	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162651	9.9	51.0	19.7	0.08	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2473	38.09674596786499	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162652	9.9	51.0	19.7	0.057	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	False	38.3637490272522	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162652	9.9	51.0	19.7	0.482	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	38.633862018585205	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162652	9.9	51.0	19.7	-0.16	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	38.90101504325867	440.0	410.0
625.0	625.0	4.53	10.62	4.21	5	True	20220719 162652	9.9	51.0	19.7	0.148	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	39.165658950805664	440.0	410.0
625.0	625.0	4.54	10.62	4.22	5	True	20220719 162653	9.9	51.0	19.7	0.092	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	39.43584084510803	440.0	410.0
625.0	625.0	4.54	10.62	4.22	5	True	20220719 162653	9.9	51.0	19.7	-0.034	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	39.713624000549316	440.0	410.0
625.0	625.0	4.54	10.62	4.22	5	True	20220719 162653	9.9	51.0	19.7	0.076	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	39.979477882385254	440.0	410.0
625.0	625.0	4.54	10.62	4.22	5	True	20220719 162654	9.9	51.0	19.7	-0.196	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	40.24487280845642	440.0	410.0
625.0	625.0	4.54	10.63	4.22	5	True	20220719 162654	10.3	53.0	19.7	-0.155	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2469	40.51560378074646	440.0	410.0
625.5	625.0	4.55	10.63	4.23	5	True	20220719 162654	10.3	53.0	19.7	-0.303	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2475	40.79156708717346	440.0	410.0
625.4	625.0	4.55	10.63	4.23	5	True	20220719 162654	10.3	53.0	19.7	0.074	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2494	41.08197093009949	440.0	410.0
625.0	625.0	4.55	10.63	4.23	5	True	20220719 162655	10.3	53.0	19.7	-0.363	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2501	41.35285496711731	440.0	410.0
625.0	625.0	4.55	10.63	4.23	5	True	20220719 162655	10.3	53.0	19.7	-0.175	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2508	41.64005994796753	440.0	410.0
625.0	625.0	4.55	10.63	4.23	5	True	20220719 162655	10.3	53.0	19.7	-0.084	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2514	41.91450905799866	440.0	410.0
625.0	625.0	4.55	10.63	4.23	5	True	20220719 162656	10.3	53.0	19.7	-0.063	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2525	42.189915895462036	440.0	410.0
625.0	625.0	4.55	10.64	4.23	5	True	20220719 162656	10.3	53.0	19.7	-0.297	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	42.468721866607666	440.0	410.0
625.0	625.0	4.55	10.64	4.24	5	True	20220719 162656	10.3	53.0	19.7	0.328	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	42.74805808067322	440.0	410.0
625.0	625.0	4.55	10.64	4.24	5	True	20220719 162656	10.3	53.0	19.7	-0.106	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	43.02437496185303	440.0	410.0
625.0	625.0	4.55	10.64	4.24	5	True	20220719 162657	10.3	53.0	19.7	0.124	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	43.30462574958801	440.0	410.0
625.0	625.0	4.55	10.64	4.24	5	True	20220719 162657	10.3	53.0	19.7	-0.248	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	43.580398082733154	440.0	410.0
625.0	625.0	4.55	10.64	4.24	5	True	20220719 162657	10.3	53.0	19.7	-0.367	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	43.86475896835327	440.0	410.0
625.0	625.0	4.55	10.64	4.24	5	True	20220719 162657	10.3	53.0	19.7	-0.141	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	44.15741491317749	440.0	410.0
625.0	625.0	4.55	10.65	4.24	5	True	20220719 162658	10.3	53.0	19.7	-0.166	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	44.42335391044617	440.0	410.0
625.0	625.0	4.55	10.65	4.24	5	True	20220719 162658	10.3	53.0	19.7	-0.308	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	44.690361976623535	440.0	410.0
625.0	625.0	4.55	10.65	4.24	5	True	20220719 162658	10.3	53.0	19.7	0.327	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	44.969499826431274	440.0	410.0
625.0	625.0	4.55	10.65	4.24	5	True	20220719 162659	10.3	53.0	19.7	0.007	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	45.241880893707275	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162659	10.3	53.0	19.7	-0.104	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	45.52478790283203	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162659	10.3	53.0	19.7	-0.158	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	45.79559898376465	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162659	10.3	53.0	19.7	0.196	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	46.06878685951233	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162700	10.3	53.0	19.7	-0.042	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	46.34052491188049	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162700	10.3	53.0	19.7	-0.075	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2527	46.60715198516846	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162700	10.3	53.0	19.7	0.041	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2521	46.87418484687805	440.0	410.0
625.0	625.0	4.56	10.65	4.25	5	True	20220719 162700	10.3	53.0	19.7	-0.201	0.0	0.0	tdir:up_pdir:dn_rep:0_cyc:0	7	None	3	3	133	1800	96.2516	47.141103982925415	440.0	410.0
