GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	0	0	12	9.1703E-6
-0.98	-0.98	24	0.00001834	65	0.00004967
-0.96	-0.96	171	0.0001307	278	0.0002124
-0.94	-0.94	639	0.0004883	749.6667	0.0005729
-0.92	-0.92	1439	0.0011	1578.3333	0.001206
-0.9	-0.9	2657	0.00203	2761.6667	0.00211
-0.88	-0.88	4189	0.003201	4197	0.003207
-0.86	-0.86	5745	0.00439	5874	0.004489
-0.84	-0.84	7688	0.005875	7501.3333	0.005732
-0.82	-0.82	9071	0.006932	9139.6667	0.006984
-0.8	-0.8	10660	0.008146	10566	0.008074
-0.78	-0.78	11967	0.009145	11920.3333	0.009109
-0.76	-0.76	13134	0.01004	13099.6667	0.01001
-0.74	-0.74	14198	0.01085	14039.3333	0.01073
-0.72	-0.72	14786	0.0113	14813.6667	0.01132
-0.7	-0.7	15457	0.01181	15338.3333	0.01172
-0.68	-0.68	15772	0.01205	15818.6667	0.01209
-0.66	-0.66	16227	0.0124	16080.6667	0.01229
-0.64	-0.64	16243	0.01241	16341	0.01249
-0.62	-0.62	16553	0.01265	16422.6667	0.01255
-0.6	-0.6	16472	0.01259	16425.3333	0.01255
-0.58	-0.58	16251	0.01242	16296	0.01245
-0.56	-0.56	16165	0.01235	16129.3333	0.01233
-0.54	-0.54	15972	0.01221	15911.3333	0.01216
-0.52	-0.52	15597	0.01192	15756.3333	0.01204
-0.5	-0.5	15700	0.012	15581	0.01191
-0.48	-0.48	15446	0.0118	15421.3333	0.01178
-0.46	-0.46	15118	0.01155	15044.6667	0.0115
-0.44	-0.44	14570	0.01113	14666.3333	0.01121
-0.42	-0.42	14311	0.01094	14235	0.01088
-0.4	-0.4	13824	0.01056	14022.3333	0.01072
-0.38	-0.38	13932	0.01065	13713	0.01048
-0.36	-0.36	13383	0.01023	13564	0.01037
-0.34	-0.34	13377	0.01022	13266.6667	0.01014
-0.32	-0.32	13040	0.009965	13057	0.009978
-0.3	-0.3	12754	0.009747	12713.3333	0.009715
-0.28	-0.28	12346	0.009435	12447.3333	0.009512
-0.26	-0.26	12242	0.009355	12215.6667	0.009335
-0.24	-0.24	12059	0.009215	12089	0.009238
-0.22	-0.22	11966	0.009144	11820.6667	0.009033
-0.2	-0.2	11437	0.00874	11581.6667	0.008851
-0.18	-0.18	11342	0.008667	11365.3333	0.008685
-0.16	-0.16	11317	0.008648	11189.6667	0.008551
-0.14	-0.14	10910	0.008337	11057	0.00845
-0.12	-0.12	10944	0.008363	10888.6667	0.008321
-0.1	-0.1	10812	0.008262	10841.6667	0.008285
-0.08	-0.08	10769	0.00823	10691.3333	0.00817
-0.06	-0.06	10493	0.008019	10645.3333	0.008135
-0.04	-0.04	10674	0.008157	10428.6667	0.00797
-0.02	-0.02	10119	0.007733	10495.6667	0.008021
0	0	10694	0.008172	10448.6667	0.007985
0.02	0.02	10533	0.008049	10606.6667	0.008106
0.04	0.04	10593	0.008095	10628.6667	0.008122
0.06	0.06	10760	0.008223	10676	0.008159
0.08	0.08	10675	0.008158	10833.3333	0.008279
0.1	0.1	11065	0.008456	10939	0.00836
0.12	0.12	11077	0.008465	11257.6667	0.008603
0.14	0.14	11631	0.008888	11581.3333	0.00885
0.16	0.16	12036	0.009198	11943.3333	0.009127
0.18	0.18	12163	0.009295	12549.3333	0.00959
0.2	0.2	13449	0.01028	13143.3333	0.01004
0.22	0.22	13818	0.01056	13910.6667	0.01063
0.24	0.24	14465	0.01105	14504.3333	0.01108
0.26	0.26	15230	0.01164	15312.3333	0.0117
0.28	0.28	16242	0.01241	16341.3333	0.01249
0.3	0.3	17552	0.01341	17333.3333	0.01325
0.32	0.32	18206	0.01391	18400.6667	0.01406
0.34	0.34	19444	0.01486	19312	0.01476
0.36	0.36	20286	0.0155	20265.3333	0.01549
0.38	0.38	21066	0.0161	21252.3333	0.01624
0.4	0.4	22405	0.01712	22132.6667	0.01691
0.42	0.42	22927	0.01752	22828	0.01744
0.44	0.44	23152	0.01769	23320	0.01782
0.46	0.46	23881	0.01825	23577.6667	0.01802
0.48	0.48	23700	0.01811	24330.3333	0.01859
0.5	0.5	25410	0.01942	24321.3333	0.01859
0.52	0.52	23854	0.01823	24296.6667	0.01857
0.54	0.54	23626	0.01805	23404.6667	0.01789
0.56	0.56	22734	0.01737	22588.6667	0.01726
0.58	0.58	21406	0.01636	21769.6667	0.01664
0.6	0.6	21169	0.01618	20792	0.01589
0.62	0.62	19801	0.01513	19705.6667	0.01506
0.64	0.64	18147	0.01387	18232.3333	0.01393
0.66	0.66	16749	0.0128	16832.6667	0.01286
0.68	0.68	15602	0.01192	15624	0.01194
0.7	0.7	14521	0.0111	14604.6667	0.01116
0.72	0.72	13691	0.01046	13639.3333	0.01042
0.74	0.74	12706	0.00971	12761	0.009752
0.76	0.76	11886	0.009083	11986.6667	0.00916
0.78	0.78	11368	0.008687	11466	0.008762
0.8	0.8	11144	0.008516	11128	0.008504
0.82	0.82	10872	0.008308	10820.6667	0.008269
0.84	0.84	10446	0.007983	10371.3333	0.007926
0.86	0.86	9796	0.007486	9811.3333	0.007498
0.88	0.88	9192	0.007024	8855	0.006767
0.9	0.9	7577	0.00579	7493	0.005726
0.92	0.92	5710	0.004364	5457.3333	0.00417
0.94	0.94	3085	0.002358	3287	0.002512
0.96	0.96	1066	0.0008146	1439	0.0011
0.98	0.98	166	0.0001269	616	0.0004707
